Run,Graph,Index,Y_Axis          Y2_Axis,Data,Data,Data,Data,Data,Data,Data,Data,Data
Secs,Secs,,PndVol,PndVol,PndArea,TipWdth,WetTipW,Contrst,Sharp,Black,White,Edge
1.1,0,1,3.63,3.63,9.2615,2.0538,2.038,255,215,0,255,105
1.1333,0.0333,2,3.62,3.62,9.2415,2.0544,2.038,255,210,0,255,105
121.1333,120.0333,3,3.593,3.593,9.1884,2.0535,2.038,255,215,0,255,105
241.1333,240.0333,4,3.61,3.61,9.2239,2.0533,2.0552,255,210,0,255,105
361.1333,360.0333,5,3.614,3.614,9.2314,2.0539,2.0552,255,234,0,255,105
481.1333,480.0333,6,3.611,3.611,9.2256,2.0532,2.0295,255,231,0,255,105
601.1333,600.0333,7,3.613,3.613,9.2306,2.0519,2.0295,255,237,0,255,105
721.1333,720.0333,8,3.616,3.616,9.2361,2.0524,2.0295,255,219,0,255,105
841.1333,840.0333,9,3.621,3.621,9.2466,2.0528,2.0295,255,228,0,255,105
961.1333,960.0333,10,3.598,3.598,9.2,2.0526,2.038,255,208,0,255,105
1081.1333,1080.0333,11,3.58,3.58,9.1651,2.0522,2.038,255,211,0,255,105
1201.1333,1200.0333,12,3.612,3.612,9.2275,2.0527,2.0466,255,231,0,255,105
1321.1333,1320.0333,13,3.612,3.612,9.2283,2.0522,2.0295,255,211,0,255,105
1441.1333,1440.0333,14,3.592,3.592,9.1875,2.0525,2.0295,255,225,0,255,105
1561.1333,1560.0333,15,3.597,3.597,9.1981,2.0532,2.0295,255,209,0,255,105
1681.1333,1680.0333,16,3.598,3.598,9.2006,2.0528,2.0295,255,210,0,255,105
1801.1333,1800.0333,17,3.581,3.581,9.1669,2.0524,2.0295,255,217,0,255,105
1921.1333,1920.0333,18,3.595,3.595,9.1951,2.052,2.0295,255,209,0,255,105
2041.1333,2040.0333,19,3.593,3.593,9.1912,2.052,2.0295,255,209,0,255,105
2161.1333,2160.0333,20,3.595,3.595,9.193,2.0527,2.0295,255,216,0,255,105
2281.1333,2280.0333,21,3.596,3.596,9.1947,2.0527,2.0295,255,236,0,255,105
2401.1333,2400.0333,22,3.601,3.601,9.2069,2.0526,2.0295,255,213,0,255,105
2521.1333,2520.0333,23,3.598,3.598,9.201,2.0523,2.0295,255,217,0,255,105
2641.1333,2640.0333,24,3.597,3.597,9.197,2.0524,2.0295,255,210,0,255,105
2761.1333,2760.0333,25,3.582,3.582,9.1698,2.0522,2.0295,255,210,0,255,105
2881.1333,2880.0333,26,3.612,3.612,9.2277,2.0529,2.0295,255,220,0,255,105
3001.1333,3000.0333,27,3.603,3.603,9.2112,2.0519,2.0295,255,221,0,255,105
3121.1333,3120.0333,28,3.619,3.619,9.2429,2.0519,2.0295,255,218,0,255,105
3241.1333,3240.0333,29,3.614,3.614,9.2324,2.052,2.0295,255,235,0,255,105
3361.1333,3360.0333,30,3.607,3.607,9.2187,2.0518,2.0295,255,222,0,255,105
3481.1333,3480.0333,31,3.627,3.627,9.2579,2.0527,2.0295,255,211,0,255,105
3601.1333,3600.0333,32,3.616,3.616,9.2365,2.0524,2.0295,255,233,0,255,105
3721.1333,3720.0333,33,3.612,3.612,9.2273,2.0522,2.0209,255,208,0,255,105
3841.1333,3840.0333,34,3.588,3.588,9.1797,2.052,2.0209,255,230,0,255,105
3961.1333,3960.0333,35,3.616,3.616,9.2357,2.0519,2.038,255,231,0,255,105
4081.1333,4080.0333,36,3.619,3.619,9.2424,2.0521,2.038,255,216,0,255,105
4201.1333,4200.0333,37,3.618,3.618,9.2399,2.0527,2.038,255,211,0,255,105
4321.1333,4320.0333,38,3.623,3.623,9.2487,2.0524,2.038,255,212,0,255,105
4441.1333,4440.0333,39,3.613,3.613,9.2287,2.0526,2.038,255,230,0,255,105
4561.1333,4560.0333,40,3.628,3.628,9.2592,2.052,2.038,255,209,0,255,105
4681.1333,4680.0333,41,3.612,3.612,9.2296,2.051,2.038,255,209,0,255,105
4801.1333,4800.0333,42,3.614,3.614,9.2326,2.0522,2.038,255,221,0,255,105
4921.1333,4920.0333,43,3.61,3.61,9.2247,2.0524,2.038,255,209,0,255,105
5041.1333,5040.0333,44,3.623,3.623,9.2492,2.0527,2.038,255,209,0,255,105
5161.1333,5160.0333,45,3.614,3.614,9.2334,2.0512,2.038,255,209,0,255,105
5281.1333,5280.0333,46,3.62,3.62,9.2433,2.0524,2.038,255,211,0,255,105
5401.1333,5400.0333,47,3.623,3.623,9.249,2.0528,2.038,255,233,0,255,105
5521.1333,5520.0333,48,3.623,3.623,9.2504,2.0519,2.038,255,229,0,255,105
5641.1333,5640.0333,49,3.623,3.623,9.2497,2.0528,2.038,255,218,0,255,105
5761.1333,5760.0333,50,3.623,3.623,9.25,2.0522,2.038,255,208,0,255,105
