Time ADSA [s],Time Gravimetry [s],CO2 Density [g/mL],Sample Density [g/mL],Interfacial Tension [mN/m]
0,508980,0.187472841,0.951892844,9.85
0.0333,509100,0.187472762,0.951892844,9.829
300.0333,509100,0.187472762,0.951892844,10.19
600.0333,509100,0.187472762,0.951892844,10.29
900.0333,510480,0.172996928,0.956788488,10.61
1200.0333,510480,0.172996928,0.956788488,10.66
1500.0333,510600,0.172554238,0.956788488,10.58
1800.0333,510840,0.171671486,0.956788488,10.6
2100.0333,511200,0.171318821,0.956788488,10.61
2400.0333,511500,0.171318334,0.956788488,10.65
2700.0333,511740,0.170878707,0.956788488,10.65
3000.0333,512100,0.170965737,0.956788488,10.64
3300.0333,512400,0.170614423,0.956788488,10.68
3600.0333,512640,0.170613932,0.956788488,10.66
3900.0333,513000,0.170262928,0.956788488,10.69
4200.0333,513240,0.17034996,0.956788488,10.67
4500.0333,513540,0.170524611,0.956788488,10.63
4800.0333,513900,0.170348741,0.956788488,10.68
5100.0333,514140,0.170348257,0.956788488,10.68
5400.0333,514380,0.170172769,0.956788488,10.66
5700.0333,514800,0.17051757,0.956788488,10.69
6000.0333,515040,0.170259038,0.956788488,10.72
6300.0333,515400,0.170258306,0.956788488,10.68
6600.0333,515700,0.169908096,0.956788488,10.71
6900.0333,515940,0.170084385,0.956788488,10.71
7200.0333,516300,0.169994263,0.956788488,10.69
7500.0333,516540,0.170256121,0.956788488,10.8
7800.0333,516840,0.169993291,0.956788488,10.72
8100.0333,517200,0.170342422,0.956788488,10.68
8400.0333,517440,0.170166938,0.956788488,10.71
8700.0333,517740,0.170369477,0.956788488,10.69
9000.0333,518100,0.170165724,0.956788488,10.67
9300.0333,518340,0.170340232,0.956788488,10.69
9600.0333,518700,0.17025199,0.956788488,10.67
9900.0333,519000,0.170339019,0.956788488,10.69
10200.0333,519240,0.170338528,0.956788488,10.67
10500.0333,519600,0.17042535,0.956788488,10.63
10800.0333,519900,0.170162321,0.956788488,10.69
11100.0333,520140,0.170161836,0.956788488,10.73
11400.0333,520440,0.170026097,0.956788488,10.68
11700.0333,520440,0.170026097,0.956788488,11.74
12000.0333,521100,0.140191368,0.964750186,12.35
12300.0333,521340,0.139881505,0.964750186,12.35
12600.0333,521640,0.139741521,0.964750186,12.36
12900.0333,522000,0.139323656,0.964750186,12.38
13200.0333,522240,0.139739206,0.964750186,12.36
13500.0333,522480,0.139599343,0.964750186,12.43
13800.0333,522900,0.139459133,0.964750186,12.38
14100.0333,523140,0.139319497,0.964750186,12.42
14400.0333,523500,0.139179513,0.964750186,12.41
14700.0333,523800,0.139137515,0.964750186,12.46
15000.0333,524040,0.139177667,0.964750186,12.46
15300.0333,524400,0.138622949,0.964750186,12.47
15600.0333,524640,0.13862203,0.964750186,12.45
15900.0333,524940,0.138483028,0.964750186,12.44
16200.0333,525300,0.138481647,0.964750186,12.48
16500.0333,525540,0.13834274,0.964750186,12.49
16800.0333,525780,0.13820393,0.964750186,12.63
17100.0333,526200,0.13806475,0.964750186,12.64
17400.0333,526440,0.13792612,0.964750186,12.47
