Time ADSA [s],Time Gravimetry [s],CO2 Density [g/mL],Sample Density [g/mL],Interfacial Tension [mN/m]
0,107400,0.016236802,0.985439344,23.2
0.0333,107400,0.016236802,0.985439344,23.41
300.0333,107400,0.016236802,0.985439344,22.63
600.0333,108960,0.025168358,0.986450437,22.52
900.0333,108960,0.025168358,0.986450437,22.24
1200.0333,108960,0.025168358,0.986450437,22.26
1500.0333,109080,0.025168352,0.986450437,22.09
1800.0333,109380,0.025168339,0.986450437,22.43
2100.0333,109740,0.025168321,0.986450437,22.45
2400.0333,109980,0.02516831,0.986450437,22.52
2700.0333,110280,0.025168298,0.986450437,22.55
3000.0333,110640,0.025168281,0.986450437,22.53
3300.0333,110880,0.025168269,0.986450437,22.39
3600.0333,111180,0.025168256,0.986450437,22.24
3900.0333,111540,0.025168239,0.986450437,22.41
4200.0333,111780,0.025168228,0.986450437,22.37
4500.0333,112020,0.025168216,0.986450437,22.44
4800.0333,112440,0.025168198,0.986450437,22.19
5100.0333,112680,0.025168186,0.986450437,22.34
5400.0333,113040,0.025168168,0.986450437,22.54
5700.0333,113340,0.025168157,0.986450437,22.5
6000.0333,113580,0.025168145,0.986450437,22.56
6300.0333,113940,0.025168126,0.986450437,22.57
6600.0333,114240,0.025168115,0.986450437,22.17
6900.0333,114480,0.025168102,0.986450437,22.44
7200.0333,114840,0.025168085,0.986450437,22.56
7500.0333,115140,0.025168074,0.986450437,22.22
7800.0333,115380,0.025168063,0.986450437,22.44
8100.0333,115740,0.025168044,0.986450437,22.29
8400.0333,115980,0.025168032,0.986450437,22.58
8700.0333,116280,0.025168021,0.986450437,22.41
9000.0333,116640,0.025168004,0.986450437,22.39
9300.0333,116880,0.025167992,0.986450437,22.53
9600.0333,117180,0.025153252,0.986450437,22.52
9900.0333,117540,0.025124329,0.986450437,22.29
10200.0333,117780,0.025124318,0.986450437,22.34
10500.0333,118020,0.025124306,0.986450437,22.25
10800.0333,118440,0.025124287,0.986450437,22.5
11100.0333,118680,0.025124275,0.986450437,22.51
11400.0333,119040,0.025124259,0.986450437,22.56
11700.0333,119340,0.025124247,0.986450437,22.62
12000.0333,119580,0.025124236,0.986450437,22.54
12300.0333,119940,0.025124218,0.986450437,22.2
12600.0333,120240,0.025124205,0.986450437,22.53
12900.0333,120480,0.025124194,0.986450437,22.48
13200.0333,120840,0.025124175,0.986450437,22.44
13500.0333,121140,0.025124164,0.986450437,22.35
13800.0333,121380,0.025124153,0.986450437,22.29
14100.0333,121740,0.025124133,0.986450437,22.21
14400.0333,121980,0.025124122,0.986450437,22.21
14700.0333,122280,0.025124111,0.986450437,22.48
15000.0333,122640,0.025124094,0.986450437,22.51
15300.0333,122880,0.025124083,0.986450437,22.56
15600.0333,123180,0.02512407,0.986450437,22.74
15900.0333,123540,0.025124052,0.986450437,22.27
16200.0333,123780,0.02512404,0.986450437,22.32
16500.0333,124020,0.025124028,0.986450437,22.17
16800.0333,124440,0.025124011,0.986450437,22.49
17100.0333,124680,0.025123999,0.986450437,22.44
17400.0333,125040,0.02512398,0.986450437,22.54
17700.0333,125340,0.02512397,0.986450437,22.54
18000.0333,125580,0.025123958,0.986450437,22.32
18300.0333,125940,0.025123941,0.986450437,22.64
18600.0333,126240,0.025123929,0.986450437,22.68
18900.0333,126480,0.025123916,0.986450437,22.57
19200.0333,126840,0.025123899,0.986450437,22.15
19500.0333,127140,0.025123886,0.986450437,22.29
19800.0333,127380,0.025123875,0.986450437,22.55
20100.0333,127740,0.025123858,0.986450437,22.41
20400.0333,127980,0.025123844,0.986450437,22.19
20700.0333,128280,0.025123833,0.986450437,22.62
21000.0333,128640,0.025123817,0.986450437,22.66
21300.0333,128880,0.025123805,0.986450437,22.35
21600.0333,129180,0.025123794,0.986450437,22.12
21900.0333,129540,0.025123775,0.986450437,22.23
22200.0333,129780,0.025123763,0.986450437,22.79
22500.0333,130020,0.025123751,0.986450437,22.66
22800.0333,130440,0.025123733,0.986450437,22.54
23100.0333,130680,0.025123722,0.986450437,22.41
23400.0333,131040,0.025123704,0.986450437,22.11
23700.0333,131340,0.025123692,0.986450437,22.23
24000.0333,131580,0.025123681,0.986450437,22.28
24300.0333,131940,0.025123664,0.986450437,22.52
24600.0333,132240,0.025123652,0.986450437,22.3
24900.0333,132480,0.02512364,0.986450437,22.41
25200.0333,132840,0.025123621,0.986450437,22.4
25500.0333,133140,0.02512361,0.986450437,22.51
25800.0333,133380,0.025123598,0.986450437,22.51
26100.0333,133740,0.025123581,0.986450437,22.37
26400.0333,133980,0.02512357,0.986450437,23.33
26700.0333,134280,0.025123557,0.986450437,22.42
27000.0333,134640,0.025123539,0.986450437,22.37
27300.0333,134880,0.025123528,0.986450437,22.12
27600.0333,135180,0.025123516,0.986450437,22.37
27900.0333,135540,0.025123499,0.986450437,22.45
28200.0333,135780,0.025123486,0.986450437,22.29
28500.0333,136020,0.025123474,0.986450437,22.28
28800.0333,136440,0.025123457,0.986450437,22.51
29100.0333,136680,0.025123445,0.986450437,22.61
29400.0333,137040,0.025123428,0.986450437,22.53
29700.0333,137340,0.025123416,0.986450437,22.58
30000.0333,137580,0.025123403,0.986450437,22.24
30300.0333,137940,0.025123386,0.986450437,22.26
30600.0333,138240,0.025123375,0.986450437,22.7
30900.0333,138480,0.025123363,0.986450437,22.27
31200.0333,138840,0.025123345,0.986450437,22.36
31500.0333,139140,0.025123333,0.986450437,22.2
31800.0333,139380,0.025123321,0.986450437,22.36
32100.0333,139740,0.025123304,0.986450437,22.33
32400.0333,139980,0.025123292,0.986450437,22.33
32700.0333,140280,0.025123281,0.986450437,22.53
33000.0333,140640,0.025123262,0.986450437,22.37
33300.0333,140880,0.02512325,0.986450437,22.48
33600.0333,141180,0.025123239,0.986450437,22.47
33900.0333,141540,0.025123222,0.986450437,22.46
34200.0333,141780,0.02512321,0.986450437,22.31
34500.0333,142020,0.025123198,0.986450437,22.46
34800.0333,142440,0.025123179,0.986450437,22.57
35100.0333,142680,0.025123167,0.986450437,22.75
35400.0333,143040,0.025123151,0.986450437,22.44
35700.0333,143340,0.025123139,0.986450437,22.48
36000.0333,143580,0.025123127,0.986450437,22.18
36300.0333,143940,0.025104956,0.986450437,22.66
36600.0333,144240,0.025079475,0.986450437,22.21
36900.0333,144480,0.025079464,0.986450437,22.45
37200.0333,144840,0.025079446,0.986450437,22.44
37500.0333,145140,0.025079433,0.986450437,22.49
37800.0333,145380,0.025079422,0.986450437,22.62
38100.0333,145740,0.025079405,0.986450437,22.3
