Run,Graph,Index,Y_Axis          Y2_Axis,Data,Data,Data,Data,Data,Data,Data,Data,Data
Secs,Secs,,PndVol,PndVol,PndArea,TipWdth,WetTipW,Contrst,Sharp,Black,White,Edge
1.1,0,1,4.423,4.423,10.86,2.0794,2.0295,255,224,0,255,105
1.1333,0.0333,2,4.428,4.428,10.871,2.0792,2.0295,255,241,0,255,105
301.1333,300.0333,3,4.38,4.38,10.764,2.0778,2.0295,255,208,0,255,105
601.1333,600.0333,4,4.351,4.351,10.705,2.0777,2.0295,255,210,0,255,105
901.1333,900.0333,5,4.388,4.388,10.777,2.0773,2.038,255,236,0,255,105
1201.1333,1200.0333,6,4.371,4.371,10.744,2.0767,2.038,255,213,0,255,105
1501.1333,1500.0333,7,4.384,4.384,10.771,2.077,2.038,255,207,0,255,105
1801.1333,1800.0333,8,4.375,4.375,10.753,2.0773,2.038,255,215,0,255,105
2101.1333,2100.0333,9,4.369,4.369,10.741,2.077,2.038,255,218,0,255,105
2401.1333,2400.0333,10,4.396,4.396,10.793,2.0771,2.0466,255,209,0,255,105
2701.1333,2700.0333,11,4.411,4.411,10.823,2.077,2.0466,255,221,0,255,105
3001.1333,3000.0333,12,4.397,4.397,10.796,2.0764,2.0466,255,211,0,255,105
3301.1333,3300.0333,13,4.406,4.406,10.812,2.0769,2.0466,255,214,0,255,105
3601.1333,3600.0333,14,4.389,4.389,10.781,2.0769,2.0466,255,219,0,255,105
3901.1333,3900.0333,15,4.389,4.389,10.778,2.0773,2.0466,255,222,0,255,105
4201.1333,4200.0333,16,4.374,4.374,10.751,2.0762,2.0466,255,214,0,255,105
4501.1333,4500.0333,17,4.376,4.376,10.755,2.0766,2.0466,255,208,0,255,105
4801.1333,4800.0333,18,4.384,4.384,10.769,2.0768,2.0466,255,214,0,255,105
5101.1333,5100.0333,19,4.381,4.381,10.762,2.0768,2.0466,255,215,0,255,105
5401.1333,5400.0333,20,4.376,4.376,10.754,2.0764,2.0466,255,210,0,255,105
5701.1333,5700.0333,21,4.387,4.387,10.775,2.0772,2.0466,255,229,0,255,105
6001.1333,6000.0333,22,4.385,4.385,10.77,2.0774,2.038,255,217,0,255,105
6301.1333,6300.0333,23,4.381,4.381,10.764,2.0764,2.038,255,210,0,255,105
6601.1333,6600.0333,24,4.39,4.39,10.779,2.0775,2.038,255,229,0,255,105
6901.1333,6900.0333,25,4.39,4.39,10.78,2.0763,2.038,255,207,0,255,105
7201.1333,7200.0333,26,4.392,4.392,10.786,2.0764,2.038,255,205,0,255,105
7501.1333,7500.0333,27,4.383,4.383,10.766,2.0772,2.038,255,223,0,255,105
7801.1333,7800.0333,28,4.39,4.39,10.779,2.0771,2.038,255,208,0,255,105
8101.1333,8100.0333,29,4.382,4.382,10.766,2.0768,2.038,255,210,0,255,105
8401.1333,8400.0333,30,4.386,4.386,10.772,2.0772,2.038,255,225,0,255,105
8701.1333,8700.0333,31,4.371,4.371,10.743,2.077,2.038,255,220,0,255,105
9001.1333,9000.0333,32,4.384,4.384,10.77,2.0767,2.038,255,226,0,255,105
9301.1333,9300.0333,33,4.383,4.383,10.766,2.0769,2.038,255,208,0,255,105
9601.1333,9600.0333,34,4.379,4.379,10.758,2.0767,2.038,255,217,0,255,105
9901.1333,9900.0333,35,4.381,4.381,10.763,2.0765,2.038,255,212,0,255,105
10201.1333,10200.0333,36,4.382,4.382,10.766,2.0763,2.038,255,223,0,255,105
10501.1333,10500.0333,37,4.372,4.372,10.749,2.0747,2.038,255,217,0,255,105
10801.1333,10800.0333,38,4.382,4.382,10.766,2.0763,2.038,255,208,0,255,105
11101.1333,11100.0333,39,4.372,4.372,10.744,2.0773,2.038,255,207,0,255,105
11401.1333,11400.0333,40,4.376,4.376,10.753,2.076,2.038,255,209,0,255,105
11701.1333,11700.0333,41,4.282,4.282,10.547,2.0748,2.0124,255,212,0,255,105
12001.1333,12000.0333,42,4.264,4.264,10.516,2.0734,2.038,255,208,0,255,105
12301.1333,12300.0333,43,4.24,4.24,10.469,2.0735,2.038,255,229,0,255,105
12601.1333,12600.0333,44,4.247,4.247,10.484,2.0722,2.038,255,206,0,255,105
12901.1333,12900.0333,45,4.237,4.237,10.463,2.0724,2.038,255,217,0,255,105
