Run,Graph,Index,Y_Axis          Y2_Axis,Data,Data,Data,Data,Data,Data,Data,Data,Data            Data            Data            Data            Data            Data            Data            Data            Data,Run,Graph,Index,Y_Axis          Y2_Axis,Data,Data,Data,Data,Data,Data,Data,Data,Data
Secs,Secs,,PndVol,PndVol,PndArea,TipWdth,WetTipW,Contrst,Sharp,Black,White,Edge            IFT             Diam            LYb             LYBeta          LYErr           ApexX           ApexY           A.R.,Secs,Secs,,PndVol,PndVol,PndArea,TipWdth,WetTipW,Contrst,Sharp,Black,White,Edge
39301.1667,39300.0334,133,4.413,4.413,10.818,2.0711,2.0552,255,205,0,255,105,39301.1667,39300.0334,133,4.413,4.413,10.818,2.0711,2.0552,255,205,0,255,105
39601.1667,39600.0334,134,4.416,4.416,10.823,2.0714,2.0552,255,207,0,255,105,39601.1667,39600.0334,134,4.416,4.416,10.823,2.0714,2.0552,255,207,0,255,105
39901.1667,39900.0334,135,4.368,4.368,10.76,2.0714,2.0552,255,227,0,255,105,39901.1667,39900.0334,135,4.368,4.368,10.76,2.0714,2.0552,255,227,0,255,105
40201.1667,40200.0334,136,4.362,4.362,10.748,2.0715,2.0552,255,217,0,255,105,40201.1667,40200.0334,136,4.362,4.362,10.748,2.0715,2.0552,255,217,0,255,105
40501.1667,40500.0334,137,4.418,4.418,10.827,2.0712,2.0552,255,206,0,255,105,40501.1667,40500.0334,137,4.418,4.418,10.827,2.0712,2.0552,255,206,0,255,105
40801.1667,40800.0334,138,4.406,4.406,10.805,2.0712,2.0552,255,205,0,255,105,40801.1667,40800.0334,138,4.406,4.406,10.805,2.0712,2.0552,255,205,0,255,105
41101.1667,41100.0334,139,4.408,4.408,10.808,2.0712,2.0552,255,227,0,255,105,41101.1667,41100.0334,139,4.408,4.408,10.808,2.0712,2.0552,255,227,0,255,105
41401.1667,41400.0334,140,4.377,4.377,10.779,2.0715,2.0552,255,236,0,255,105,41401.1667,41400.0334,140,4.377,4.377,10.779,2.0715,2.0552,255,236,0,255,105
41701.1667,41700.0334,141,4.353,4.353,10.729,2.0712,2.0552,255,241,0,255,105,41701.1667,41700.0334,141,4.353,4.353,10.729,2.0712,2.0552,255,241,0,255,105
42001.1667,42000.0334,142,4.407,4.407,10.805,2.0709,2.0552,255,211,0,255,105,42001.1667,42000.0334,142,4.407,4.407,10.805,2.0709,2.0552,255,211,0,255,105
42301.1667,42300.0334,143,4.404,4.404,10.799,2.0709,2.0552,255,214,0,255,105,42301.1667,42300.0334,143,4.404,4.404,10.799,2.0709,2.0552,255,214,0,255,105
42601.1667,42600.0334,144,4.417,4.417,10.824,2.0711,2.0552,255,225,0,255,105,42601.1667,42600.0334,144,4.417,4.417,10.824,2.0711,2.0552,255,225,0,255,105
42901.1667,42900.0334,145,4.407,4.407,10.806,2.0712,2.0552,255,221,0,255,105,42901.1667,42900.0334,145,4.407,4.407,10.806,2.0712,2.0552,255,221,0,255,105
43201.1667,43200.0334,146,4.406,4.406,10.804,2.0709,2.0552,255,223,0,255,105,43201.1667,43200.0334,146,4.406,4.406,10.804,2.0709,2.0552,255,223,0,255,105
43501.1667,43500.0334,147,4.422,4.422,10.835,2.0713,2.0552,255,242,0,255,105,43501.1667,43500.0334,147,4.422,4.422,10.835,2.0713,2.0552,255,242,0,255,105
43801.1667,43800.0334,148,4.414,4.414,10.818,2.0714,2.0552,255,218,0,255,105,43801.1667,43800.0334,148,4.414,4.414,10.818,2.0714,2.0552,255,218,0,255,105
44101.1667,44100.0334,149,4.403,4.403,10.798,2.0715,2.0552,255,220,0,255,105,44101.1667,44100.0334,149,4.403,4.403,10.798,2.0715,2.0552,255,220,0,255,105
44401.1667,44400.0334,150,4.36,4.36,10.749,2.0713,2.0552,255,214,0,255,105,44401.1667,44400.0334,150,4.36,4.36,10.749,2.0713,2.0552,255,214,0,255,105
44701.1667,44700.0334,151,4.388,4.388,10.796,2.0715,2.0552,255,206,0,255,105,44701.1667,44700.0334,151,4.388,4.388,10.796,2.0715,2.0552,255,206,0,255,105
45001.1667,45000.0334,152,4.418,4.418,10.826,2.0716,2.0552,255,218,0,255,105,45001.1667,45000.0334,152,4.418,4.418,10.826,2.0716,2.0552,255,218,0,255,105
45301.1667,45300.0334,153,4.41,4.41,10.811,2.0715,2.0552,255,228,0,255,105,45301.1667,45300.0334,153,4.41,4.41,10.811,2.0715,2.0552,255,228,0,255,105
45601.1667,45600.0334,154,4.425,4.425,10.839,2.0712,2.0552,255,219,0,255,105,45601.1667,45600.0334,154,4.425,4.425,10.839,2.0712,2.0552,255,219,0,255,105
45901.1667,45900.0334,155,4.403,4.403,10.798,2.071,2.0552,255,211,0,255,105,45901.1667,45900.0334,155,4.403,4.403,10.798,2.071,2.0552,255,211,0,255,105
46201.1667,46200.0334,156,4.424,4.424,10.839,2.0715,2.0552,255,243,0,255,105,46201.1667,46200.0334,156,4.424,4.424,10.839,2.0715,2.0552,255,243,0,255,105
46501.1667,46500.0334,157,4.401,4.401,10.794,2.0712,2.0552,255,213,0,255,105,46501.1667,46500.0334,157,4.401,4.401,10.794,2.0712,2.0552,255,213,0,255,105
46801.1667,46800.0334,158,4.431,4.431,10.853,2.0714,2.0552,255,208,0,255,105,46801.1667,46800.0334,158,4.431,4.431,10.853,2.0714,2.0552,255,208,0,255,105
47101.1667,47100.0334,159,4.426,4.426,10.843,2.0716,2.0552,255,206,0,255,105,47101.1667,47100.0334,159,4.426,4.426,10.843,2.0716,2.0552,255,206,0,255,105
47401.1667,47400.0334,160,4.37,4.37,10.764,2.0714,2.0552,255,231,0,255,105,47401.1667,47400.0334,160,4.37,4.37,10.764,2.0714,2.0552,255,231,0,255,105
47701.1667,47700.0334,161,4.361,4.361,10.749,2.0713,2.0552,255,211,0,255,105,47701.1667,47700.0334,161,4.361,4.361,10.749,2.0713,2.0552,255,211,0,255,105
48001.1667,48000.0334,162,4.415,4.415,10.82,2.071,2.0552,255,233,0,255,105,48001.1667,48000.0334,162,4.415,4.415,10.82,2.071,2.0552,255,233,0,255,105
48301.1667,48300.0334,163,4.406,4.406,10.804,2.0713,2.0552,255,223,0,255,105,48301.1667,48300.0334,163,4.406,4.406,10.804,2.0713,2.0552,255,223,0,255,105
48601.1667,48600.0334,164,4.417,4.417,10.826,2.0712,2.0552,255,203,0,255,105,48601.1667,48600.0334,164,4.417,4.417,10.826,2.0712,2.0552,255,203,0,255,105
48901.1667,48900.0334,165,4.411,4.411,10.814,2.0712,2.0552,255,210,0,255,105,48901.1667,48900.0334,165,4.411,4.411,10.814,2.0712,2.0552,255,210,0,255,105
49201.1667,49200.0334,166,4.43,4.43,10.85,2.0714,2.0552,255,216,0,255,105,49201.1667,49200.0334,166,4.43,4.43,10.85,2.0714,2.0552,255,216,0,255,105
49501.1667,49500.0334,167,4.426,4.426,10.841,2.0713,2.0552,255,218,0,255,105,49501.1667,49500.0334,167,4.426,4.426,10.841,2.0713,2.0552,255,218,0,255,105
49801.1667,49800.0334,168,4.416,4.416,10.824,2.0713,2.0552,255,203,0,255,105,49801.1667,49800.0334,168,4.416,4.416,10.824,2.0713,2.0552,255,203,0,255,105
50101.1667,50100.0334,169,4.414,4.414,10.82,2.0713,2.0552,255,235,0,255,105,50101.1667,50100.0334,169,4.414,4.414,10.82,2.0713,2.0552,255,235,0,255,105
50401.1667,50400.0334,170,4.411,4.411,10.814,2.0711,2.0552,255,222,0,255,105,50401.1667,50400.0334,170,4.411,4.411,10.814,2.0711,2.0552,255,222,0,255,105
50701.1667,50700.0334,171,4.42,4.42,10.831,2.0716,2.0466,255,206,0,255,105,50701.1667,50700.0334,171,4.42,4.42,10.831,2.0716,2.0466,255,206,0,255,105
51001.1667,51000.0334,172,4.376,4.376,10.773,2.0712,2.0466,255,204,0,255,105,51001.1667,51000.0334,172,4.376,4.376,10.773,2.0712,2.0466,255,204,0,255,105
51301.1667,51300.0334,173,4.423,4.423,10.837,2.0712,2.0466,255,204,0,255,105,51301.1667,51300.0334,173,4.423,4.423,10.837,2.0712,2.0466,255,204,0,255,105
51601.1667,51600.0334,174,4.389,4.389,10.797,2.0714,2.0466,255,207,0,255,105,51601.1667,51600.0334,174,4.389,4.389,10.797,2.0714,2.0466,255,207,0,255,105
51901.1667,51900.0334,175,4.408,4.408,10.808,2.0709,2.0466,255,222,0,255,105,51901.1667,51900.0334,175,4.408,4.408,10.808,2.0709,2.0466,255,222,0,255,105
52201.1667,52200.0334,176,4.379,4.379,10.751,2.0711,2.0466,255,216,0,255,105,52201.1667,52200.0334,176,4.379,4.379,10.751,2.0711,2.0466,255,216,0,255,105
52501.1667,52500.0334,177,4.546,4.546,11.198,2.0731,2.0295,255,207,0,255,105,52501.1667,52500.0334,177,4.546,4.546,11.198,2.0731,2.0295,255,207,0,255,105
52801.1667,52800.0334,178,4.751,4.751,11.836,2.0757,2.0209,255,211,0,255,105,52801.1667,52800.0334,178,4.751,4.751,11.836,2.0757,2.0209,255,211,0,255,105
53101.1667,53100.0334,179,4.829,4.829,12.534,2.077,1.9867,255,220,0,255,105,53101.1667,53100.0334,179,4.882,4.882,12.704,2.077,2.0209,255,220,0,255,105
53401.1667,53400.0334,180,1.199,1.199,4.5002,2.0779,1.9438,255,208,0,255,105,53401.1667,53400.0334,180,1.253,1.253,4.7516,2.0779,2.0209,255,208,0,255,105
53701.1667,53700.0334,181,1.201,1.201,4.5095,2.0789,1.9438,255,200,0,255,105,53701.1667,53700.0334,181,1.23,1.23,4.6408,2.0789,1.9524,255,200,0,255,105
54001.1667,54000.0334,182,1.195,1.195,4.4781,2.0791,1.9267,255,207,0,255,105,54001.1667,54000.0334,182,1.248,1.248,4.7301,2.0791,1.9524,255,207,0,255,105
54301.1667,54300.0334,183,1.197,1.197,4.4864,2.0795,1.9353,255,210,0,255,105,54301.1667,54300.0334,183,1.223,1.223,4.6107,2.0795,1.9353,255,210,0,255,105
54601.1667,54600.0334,184,1.208,1.208,4.5169,2.08,1.9353,255,201,0,255,105,54601.1667,54600.0334,184,1.182,1.182,4.4457,2.08,1.9353,255,201,0,255,105
54901.1667,54900.0334,185,1.221,1.221,4.5991,2.0802,1.9524,255,204,0,255,105,54901.1667,54900.0334,185,1.17,1.17,4.4117,2.0802,1.9438,255,204,0,255,105
55201.1667,55200.0334,186,1.216,1.216,4.5778,2.0803,1.961,255,207,0,255,105,55201.1667,55200.0334,186,1.19,1.19,4.4664,2.0803,1.9438,255,207,0,255,105
55501.1667,55500.0334,187,1.208,1.208,4.5532,2.0806,1.9438,255,205,0,255,105,55501.1667,55500.0334,187,1.208,1.208,4.5532,2.0806,1.9438,255,205,0,255,105
55801.1667,55800.0334,188,1.223,1.223,4.6114,2.0809,1.9438,255,208,0,255,105,55801.1667,55800.0334,188,1.195,1.195,4.4819,2.0809,1.9267,255,208,0,255,105
56101.1667,56100.0334,189,1.213,1.213,4.5721,2.0805,1.9353,255,201,0,255,105,56101.1667,56100.0334,189,1.213,1.213,4.5721,2.0805,1.9267,255,201,0,255,105
56401.1667,56400.0334,190,1.202,1.202,4.5324,2.0808,1.961,255,215,0,255,105,56401.1667,56400.0334,190,1.229,1.229,4.6579,2.0808,1.9267,255,215,0,255,105
56701.1667,56700.0334,191,1.2,1.2,4.4972,2.0807,1.961,255,219,0,255,105,56701.1667,56700.0334,191,1.226,1.226,4.6502,2.0807,1.9267,255,219,0,255,105
57001.1667,57000.0334,192,1.21,1.21,4.5579,2.0806,1.961,255,204,0,255,105,57001.1667,57000.0334,192,1.237,1.237,4.6909,2.0806,1.9267,255,204,0,255,105
57301.1667,57300.0334,193,1.2,1.2,4.5212,2.081,1.9438,255,220,0,255,105,57301.1667,57300.0334,193,1.174,1.174,4.4235,2.081,1.9438,255,220,0,255,105
57601.1667,57600.0334,194,1.21,1.21,4.5622,2.0809,1.9438,255,206,0,255,105,57601.1667,57600.0334,194,1.184,1.184,4.4494,2.0809,1.9438,255,206,0,255,105
57901.1667,57900.0334,195,1.212,1.212,4.5652,2.0807,1.9438,255,202,0,255,105,57901.1667,57900.0334,195,1.186,1.186,4.4567,2.0807,1.9438,255,202,0,255,105
58201.1667,58200.0334,196,1.195,1.195,4.481,2.0809,1.9438,255,204,0,255,105,58201.1667,58200.0334,196,1.195,1.195,4.481,2.0809,1.9438,255,204,0,255,105
58501.1667,58500.0334,197,1.2,1.2,4.5387,2.081,1.9438,255,227,0,255,105,58501.1667,58500.0334,197,1.2,1.2,4.5387,2.081,1.9438,255,227,0,255,105
58801.1667,58800.0334,198,1.196,1.196,4.4892,2.081,1.9353,255,209,0,255,105,58801.1667,58800.0334,198,1.222,1.222,4.6096,2.081,1.9438,255,209,0,255,105
59101.1667,59100.0334,199,1.187,1.187,4.4599,2.0809,1.9353,255,200,0,255,105,59101.1667,59100.0334,199,1.162,1.162,4.3918,2.0809,1.9524,255,200,0,255,105
59401.1667,59400.0334,200,1.19,1.19,4.4727,2.0811,1.9353,255,209,0,255,105,59401.1667,59400.0334,200,1.216,1.216,4.5857,2.0811,1.9438,255,209,0,255,105
59701.1667,59700.0334,201,1.205,1.205,4.5449,2.0811,1.9353,255,208,0,255,105,59701.1667,59700.0334,201,1.179,1.179,4.4387,2.0811,1.9267,255,208,0,255,105
60001.1667,60000.0334,202,1.209,1.209,4.5554,2.0812,1.9353,255,211,0,255,105,60001.1667,60000.0334,202,1.183,1.183,4.4468,2.0812,1.9267,255,211,0,255,105
60301.1667,60300.0334,203,1.201,1.201,4.5299,2.0811,1.9353,255,207,0,255,105,60301.1667,60300.0334,203,1.176,1.176,4.428,2.0811,1.9267,255,207,0,255,105
60601.1667,60600.0334,204,1.212,1.212,4.5736,2.081,1.9353,255,205,0,255,105,60601.1667,60600.0334,204,1.186,1.186,4.4562,2.081,1.9267,255,205,0,255,105
60901.1667,60900.0334,205,1.2,1.2,4.4996,2.0812,1.9353,255,213,0,255,105,60901.1667,60900.0334,205,1.2,1.2,4.4996,2.0812,1.9267,255,213,0,255,105
61201.1667,61200.0334,206,1.197,1.197,4.5194,2.081,1.9353,255,218,0,255,105,61201.1667,61200.0334,206,1.197,1.197,4.5194,2.081,1.9267,255,218,0,255,105
61501.1667,61500.0334,207,1.206,1.206,4.5444,2.0807,1.9353,255,203,0,255,105,61501.1667,61500.0334,207,1.206,1.206,4.5444,2.0807,1.9267,255,203,0,255,105
61801.1667,61800.0334,208,1.212,1.212,4.5744,2.0811,1.9353,255,220,0,255,105,61801.1667,61800.0334,208,1.212,1.212,4.5744,2.0811,1.9438,255,220,0,255,105
62101.1667,62100.0334,209,1.207,1.207,4.5552,2.0807,1.9353,255,204,0,255,105,62101.1667,62100.0334,209,1.207,1.207,4.5552,2.0807,1.9438,255,204,0,255,105
62401.1667,62400.0334,210,1.186,1.186,4.4582,2.0811,1.9524,255,208,0,255,105,62401.1667,62400.0334,210,1.186,1.186,4.4582,2.0811,1.9267,255,208,0,255,105
62701.1667,62700.0334,211,1.19,1.19,4.4699,2.081,1.9524,255,200,0,255,105,62701.1667,62700.0334,211,1.19,1.19,4.4699,2.081,1.9267,255,200,0,255,105
63001.1667,63000.0334,212,1.196,1.196,4.518,2.081,1.9524,255,216,0,255,105,63001.1667,63000.0334,212,1.196,1.196,4.518,2.081,1.9267,255,216,0,255,105
63301.1667,63300.0334,213,1.199,1.199,4.497,2.0811,1.9524,255,203,0,255,105,63301.1667,63300.0334,213,1.199,1.199,4.497,2.0811,1.9267,255,203,0,255,105
63601.1667,63600.0334,214,1.201,1.201,4.5311,2.081,1.9524,255,206,0,255,105,63601.1667,63600.0334,214,1.201,1.201,4.5311,2.081,1.9267,255,206,0,255,105
63901.1667,63900.0334,215,1.185,1.185,4.4516,2.081,1.9524,255,209,0,255,105,63901.1667,63900.0334,215,1.21,1.21,4.5647,2.081,1.9267,255,209,0,255,105
64201.1667,64200.0334,216,1.182,1.182,4.4441,2.0811,1.9524,255,204,0,255,105,64201.1667,64200.0334,216,1.208,1.208,4.548,2.0811,1.9267,255,204,0,255,105
64501.1667,64500.0334,217,1.181,1.181,4.4436,2.081,1.9524,255,212,0,255,105,64501.1667,64500.0334,217,1.207,1.207,4.5523,2.081,1.9267,255,212,0,255,105
64801.1667,64800.0334,218,1.195,1.195,4.4873,2.081,1.9524,255,213,0,255,105,64801.1667,64800.0334,218,1.222,1.222,4.6111,2.081,1.9267,255,213,0,255,105
65101.1667,65100.0334,219,1.196,1.196,4.4884,2.0811,1.9524,255,208,0,255,105,65101.1667,65100.0334,219,1.222,1.222,4.613,2.0811,1.9267,255,208,0,255,105
65401.1667,65400.0334,220,1.191,1.191,4.4706,2.0807,1.9524,255,208,0,255,105,65401.1667,65400.0334,220,1.217,1.217,4.581,2.0807,1.9267,255,208,0,255,105
65701.1667,65700.0334,221,1.2,1.2,4.5265,2.081,1.9524,255,217,0,255,105,65701.1667,65700.0334,221,1.226,1.226,4.6466,2.081,1.9267,255,217,0,255,105
66001.1667,66000.0334,222,1.197,1.197,4.5019,2.0807,1.9524,255,217,0,255,105,66001.1667,66000.0334,222,1.225,1.225,4.6266,2.0807,1.9267,255,217,0,255,105
66301.1667,66300.0334,223,1.202,1.202,4.5082,2.0812,1.9438,255,201,0,255,105,66301.1667,66300.0334,223,1.229,1.229,4.6322,2.0812,1.9267,255,201,0,255,105
66601.1667,66600.0334,224,1.194,1.194,4.4815,2.0811,1.9438,255,211,0,255,105,66601.1667,66600.0334,224,1.194,1.194,4.4815,2.0811,1.9353,255,211,0,255,105
66901.1667,66900.0334,225,1.209,1.209,4.535,2.0809,1.9438,255,200,0,255,105,66901.1667,66900.0334,225,1.237,1.237,4.6749,2.0809,1.9267,255,200,0,255,105
67201.1667,67200.0334,226,1.211,1.211,4.5682,2.0811,1.9438,255,203,0,255,105,67201.1667,67200.0334,226,1.238,1.238,4.7016,2.0811,1.9267,255,203,0,255,105
67501.1667,67500.0334,227,1.205,1.205,4.5411,2.0808,1.9438,255,203,0,255,105,67501.1667,67500.0334,227,1.231,1.231,4.6731,2.0808,1.9267,255,203,0,255,105
67801.1667,67800.0334,228,1.215,1.215,4.581,2.0808,1.9438,255,202,0,255,105,67801.1667,67800.0334,228,1.242,1.242,4.7167,2.0808,1.9267,255,202,0,255,105
68101.1667,68100.0334,229,1.208,1.208,4.5576,2.081,1.9267,255,200,0,255,105,68101.1667,68100.0334,229,1.263,1.263,4.7976,2.081,1.9267,255,200,0,255,105
68401.1667,68400.0334,230,1.207,1.207,4.5477,2.081,1.9267,255,208,0,255,105,68401.1667,68400.0334,230,1.181,1.181,4.4438,2.081,1.9524,255,208,0,255,105
68701.1667,68700.0334,231,1.154,1.154,4.4052,2.0789,1.9524,255,207,0,255,105,68701.1667,68700.0334,231,1.181,1.181,4.54,2.0789,1.9267,255,207,0,255,105
69001.1667,69000.0334,232,1.135,1.135,4.3501,2.0783,1.9353,255,206,0,255,105,69001.1667,69000.0334,232,1.161,1.161,4.4638,2.0783,1.9267,255,206,0,255,105
69301.1667,69300.0334,233,1.14,1.14,4.3645,2.0781,1.9353,255,202,0,255,105,69301.1667,69300.0334,233,1.166,1.166,4.4904,2.0781,1.9267,255,202,0,255,105
69601.1667,69600.0334,234,1.148,1.148,4.3895,2.0778,1.9438,255,201,0,255,105,69601.1667,69600.0334,234,1.174,1.174,4.5144,2.0778,1.9182,255,201,0,255,105
69901.1667,69900.0334,235,1.142,1.142,4.3705,2.0773,1.9438,255,216,0,255,105,69901.1667,69900.0334,235,1.168,1.168,4.4825,2.0773,1.9182,255,216,0,255,105
70201.1667,70200.0334,236,1.14,1.14,4.3625,2.0776,1.9438,255,203,0,255,105,70201.1667,70200.0334,236,1.165,1.165,4.4758,2.0776,1.9182,255,203,0,255,105
70501.1667,70500.0334,237,1.149,1.149,4.3913,2.0775,1.9096,255,206,0,255,105,70501.1667,70500.0334,237,1.149,1.149,4.3913,2.0775,1.9438,255,206,0,255,105
70801.1667,70800.0334,238,1.151,1.151,4.4005,2.0775,1.9096,255,204,0,255,105,70801.1667,70800.0334,238,1.151,1.151,4.4005,2.0775,1.9438,255,204,0,255,105
71101.1667,71100.0334,239,1.142,1.142,4.3698,2.0777,1.9096,255,202,0,255,105,71101.1667,71100.0334,239,1.142,1.142,4.3698,2.0777,1.9438,255,202,0,255,105
71401.1667,71400.0334,240,1.143,1.143,4.3713,2.0775,1.9096,255,200,0,255,105,71401.1667,71400.0334,240,1.143,1.143,4.3713,2.0775,1.9438,255,200,0,255,105
71701.1667,71700.0334,241,1.139,1.139,4.3581,2.0774,1.9096,255,206,0,255,105,71701.1667,71700.0334,241,1.139,1.139,4.3581,2.0774,1.9438,255,206,0,255,105
72001.1667,72000.0334,242,1.131,1.131,4.3375,2.0773,1.9096,255,223,0,255,105,72001.1667,72000.0334,242,1.157,1.157,4.4174,2.0773,1.9353,255,223,0,255,105
72301.1667,72300.0334,243,1.136,1.136,4.351,2.0775,1.9096,255,211,0,255,105,72301.1667,72300.0334,243,1.162,1.162,4.4672,2.0775,1.9353,255,211,0,255,105
72601.1667,72600.0334,244,1.134,1.134,4.3473,2.0775,1.9096,255,216,0,255,105,72601.1667,72600.0334,244,1.16,1.16,4.4571,2.0775,1.9353,255,216,0,255,105
72901.1667,72900.0334,245,1.149,1.149,4.3894,2.0772,1.9438,255,207,0,255,105,72901.1667,72900.0334,245,1.149,1.149,4.3894,2.0772,1.9353,255,207,0,255,105
73201.1667,73200.0334,246,1.152,1.152,4.3985,2.077,1.9438,255,213,0,255,105,73201.1667,73200.0334,246,1.152,1.152,4.3985,2.077,1.9353,255,213,0,255,105
73501.1667,73500.0334,247,1.158,1.158,4.45,2.0778,1.9438,255,202,0,255,105,73501.1667,73500.0334,247,1.158,1.158,4.45,2.0778,1.9353,255,202,0,255,105
73801.1667,73800.0334,248,1.136,1.136,4.352,2.0771,1.9438,255,224,0,255,105,73801.1667,73800.0334,248,1.136,1.136,4.352,2.0771,1.9353,255,224,0,255,105
74101.1667,74100.0334,249,1.14,1.14,4.3602,2.0768,1.9438,255,200,0,255,105,74101.1667,74100.0334,249,1.14,1.14,4.3602,2.0768,1.9353,255,200,0,255,105
74401.1667,74400.0334,250,1.139,1.139,4.3608,2.0772,1.9438,255,201,0,255,105,74401.1667,74400.0334,250,1.139,1.139,4.3608,2.0772,1.9353,255,201,0,255,105
74701.1667,74700.0334,251,1.153,1.153,4.4305,2.077,1.9438,255,210,0,255,105,74701.1667,74700.0334,251,1.128,1.128,4.3263,2.077,1.9353,255,210,0,255,105
75001.1667,75000.0334,252,1.15,1.15,4.3962,2.0771,1.9438,255,207,0,255,105,75001.1667,75000.0334,252,1.125,1.125,4.3197,2.0771,1.9353,255,207,0,255,105
75301.1667,75300.0334,253,1.159,1.159,4.4577,2.0771,1.9438,255,201,0,255,105,75301.1667,75300.0334,253,1.133,1.133,4.3416,2.0771,1.9353,255,201,0,255,105
75601.1667,75600.0334,254,1.158,1.158,4.4483,2.077,1.9438,255,216,0,255,105,75601.1667,75600.0334,254,1.132,1.132,4.3366,2.077,1.9353,255,216,0,255,105
75901.1667,75900.0334,255,1.16,1.16,4.4561,2.0772,1.9438,255,212,0,255,105,75901.1667,75900.0334,255,1.134,1.134,4.3436,2.0772,1.9524,255,212,0,255,105
76201.1667,76200.0334,256,1.152,1.152,4.4269,2.0773,1.9353,255,211,0,255,105,76201.1667,76200.0334,256,1.127,1.127,4.3251,2.0773,1.9695,255,211,0,255,105
76501.1667,76500.0334,257,1.15,1.15,4.423,2.0772,1.9353,255,203,0,255,105,76501.1667,76500.0334,257,1.124,1.124,4.3172,2.0772,1.9695,255,203,0,255,105
76801.1667,76800.0334,258,1.15,1.15,4.3931,2.0771,1.9524,255,210,0,255,105,76801.1667,76800.0334,258,1.125,1.125,4.3217,2.0771,1.9695,255,210,0,255,105
77101.1667,77100.0334,259,1.166,1.166,4.4766,2.0771,1.9524,255,209,0,255,105,77101.1667,77100.0334,259,1.166,1.166,4.4766,2.0771,1.9524,255,209,0,255,105
77401.1667,77400.0334,260,1.149,1.149,4.4146,2.0768,1.9524,255,203,0,255,105,77401.1667,77400.0334,260,1.175,1.175,4.5363,2.0768,1.9524,255,203,0,255,105
77701.1667,77700.0334,261,1.147,1.147,4.3819,2.0773,1.9353,255,203,0,255,105,77701.1667,77700.0334,261,1.173,1.173,4.504,2.0773,1.9524,255,203,0,255,105
78001.1667,78000.0334,262,1.141,1.141,4.3632,2.0773,1.9353,255,201,0,255,105,78001.1667,78000.0334,262,1.167,1.167,4.4857,2.0773,1.9524,255,201,0,255,105
78301.1667,78300.0334,263,1.146,1.146,4.3776,2.0772,1.9353,255,202,0,255,105,78301.1667,78300.0334,263,1.172,1.172,4.4983,2.0772,1.9524,255,202,0,255,105
78601.1667,78600.0334,264,1.147,1.147,4.3843,2.0773,1.9267,255,202,0,255,105,78601.1667,78600.0334,264,1.173,1.173,4.507,2.0773,1.9524,255,202,0,255,105
78901.1667,78900.0334,265,1.166,1.166,4.4778,2.0772,1.9524,255,201,0,255,105,78901.1667,78900.0334,265,1.166,1.166,4.4778,2.0772,1.9524,255,201,0,255,105
79201.1667,79200.0334,266,1.166,1.166,4.476,2.077,1.9524,255,212,0,255,105,79201.1667,79200.0334,266,1.166,1.166,4.476,2.077,1.9524,255,212,0,255,105
79501.1667,79500.0334,267,1.169,1.169,4.4864,2.0773,1.9524,255,200,0,255,105,79501.1667,79500.0334,267,1.169,1.169,4.4864,2.0773,1.9524,255,200,0,255,105
79801.1667,79800.0334,268,1.164,1.164,4.4672,2.0773,1.9524,255,201,0,255,105,79801.1667,79800.0334,268,1.164,1.164,4.4672,2.0773,1.9524,255,201,0,255,105
80101.1667,80100.0334,269,1.15,1.15,4.3955,2.0769,1.9524,255,203,0,255,105,80101.1667,80100.0334,269,1.15,1.15,4.3955,2.0769,1.9524,255,203,0,255,105
80401.1667,80400.0334,270,1.15,1.15,4.3918,2.0773,1.9353,255,211,0,255,105,80401.1667,80400.0334,270,1.15,1.15,4.3918,2.0773,1.9267,255,211,0,255,105
80701.1667,80700.0334,271,1.142,1.142,4.3665,2.0774,1.9267,255,213,0,255,105,80701.1667,80700.0334,271,1.167,1.167,4.4788,2.0774,1.9524,255,213,0,255,105
81001.1667,81000.0334,272,1.151,1.151,4.4272,2.0771,1.9438,255,207,0,255,105,81001.1667,81000.0334,272,1.151,1.151,4.4272,2.0771,1.9524,255,207,0,255,105
81301.1667,81300.0334,273,1.165,1.165,4.4716,2.0772,1.9524,255,202,0,255,105,81301.1667,81300.0334,273,1.165,1.165,4.4716,2.0772,1.9524,255,202,0,255,105
81601.1667,81600.0334,274,1.164,1.164,4.467,2.0774,1.9524,255,214,0,255,105,81601.1667,81600.0334,274,1.164,1.164,4.467,2.0774,1.9524,255,214,0,255,105
81901.1667,81900.0334,275,1.154,1.154,4.4297,2.0772,1.9524,255,215,0,255,105,81901.1667,81900.0334,275,1.154,1.154,4.4297,2.0772,1.9524,255,215,0,255,105
82201.1667,82200.0334,276,1.162,1.162,4.4658,2.0772,1.9524,255,204,0,255,105,82201.1667,82200.0334,276,1.162,1.162,4.4658,2.0772,1.9524,255,204,0,255,105
82501.1667,82500.0334,277,1.172,1.172,4.5003,2.0773,1.9524,255,204,0,255,105,82501.1667,82500.0334,277,1.147,1.147,4.3801,2.0773,1.9524,255,204,0,255,105
82801.1667,82800.0334,278,1.156,1.156,4.4416,2.0772,1.9353,255,214,0,255,105,82801.1667,82800.0334,278,1.156,1.156,4.4416,2.0772,1.9524,255,214,0,255,105
83101.1667,83100.0334,279,1.159,1.159,4.4519,2.0772,1.9353,255,202,0,255,105,83101.1667,83100.0334,279,1.159,1.159,4.4519,2.0772,1.9524,255,202,0,255,105
