Time ADSA [s],Time Gravimetry [s],CO2 Density [g/mL],Sample Density [g/mL],Interfacial Tension [mN/m]
0,2100,0.000277006,0.996159936,25.44
0.0334,2100,0.000277006,0.996159936,25.3
300.0334,2100,0.000277006,0.996159936,25.27
600.0334,2100,0.000277006,0.996159936,25.14
900.0334,2100,0.000277006,0.996159936,25.1
1200.0334,2100,0.000277006,0.996159936,25.04
1500.0334,2100,0.000277006,0.996159936,25.11
1800.0334,2100,0.000277006,0.996159936,25.42
2100.0334,2100,0.000277006,0.996159936,25.5
2400.0334,2340,0.000276999,0.996159936,25.67
2700.0334,2700,0.000276989,0.996159936,25.34
3000.0334,2940,0.000276981,0.996159936,25.49
3300.0334,3240,0.000276974,0.996159936,25.12
3600.0334,3600,0.000276965,0.996159936,25.8
3900.0334,3840,0.000276959,0.996159936,25.27
4200.0334,4080,0.000276951,0.996159936,25.45
4500.0334,4500,0.000276941,0.996159936,25.14
4800.0334,4740,0.000284089,0.996159936,25.43
5100.0334,5100,0.000284079,0.996159936,25.51
5400.0334,5400,0.000284072,0.996159936,25.45
5700.0334,5640,0.000284066,0.996159936,25.73
6000.0334,6000,0.000284056,0.996159936,25.66
6300.0334,6240,0.000284048,0.996159936,25.21
6600.0334,6540,0.000284042,0.996159936,25.1
6900.0334,6900,0.000284032,0.996159936,25.55
7200.0334,7140,0.000284025,0.996159936,25.57
7500.0334,7380,0.000284017,0.996159936,25.39
7800.0334,7800,0.000284008,0.996159936,25.41
8100.0334,8040,0.000284001,0.996159936,25.35
8400.0334,8400,0.000283991,0.996159936,25.58
8700.0334,8700,0.000283984,0.996159936,25.23
9000.0334,8940,0.000283977,0.996159936,25.47
9300.0334,9300,0.000283966,0.996159936,25.38
9600.0334,9540,0.00028396,0.996159936,25.48
9900.0334,9840,0.000283954,0.996159936,25.44
10200.0334,10200,0.000291098,0.996159936,25.32
10500.0334,10440,0.000291092,0.996159936,25.49
10800.0334,10740,0.000291085,0.996159936,25.59
11100.0334,11100,0.000291074,0.996159936,25.45
11400.0334,11340,0.000291068,0.996159936,25.21
11700.0334,11700,0.000291058,0.996159936,25.4
12000.0334,12000,0.000291051,0.996159936,25.44
12300.0334,12240,0.000291044,0.996159936,25.5
12600.0334,12600,0.000291035,0.996159936,25.35
12900.0334,12840,0.000291027,0.996159936,25.4
13200.0334,13140,0.000291019,0.996159936,25.53
13500.0334,13500,0.00029101,0.996159936,25.58
13800.0334,13740,0.000291003,0.996159936,25.38
14100.0334,14040,0.000290996,0.996159936,25.62
14400.0334,14400,0.000290984,0.996159936,25.48
14700.0334,14640,0.00029098,0.996159936,25.75
15000.0334,15000,0.00029097,0.996159936,25.53
15300.0334,15300,0.000290963,0.996159936,25.05
15600.0334,15540,0.000290954,0.996159936,25.44
15900.0334,15900,0.000290945,0.996159936,25.61
16200.0334,16140,0.000290939,0.996159936,25.46
16500.0334,16440,0.000290931,0.996159936,25.29
16800.0334,16800,0.000290922,0.996159936,25.39
