,Graph,Index,Y_Axis          Y2_Axis,Data,Data,Data,Data,Data,Data,,Data,Data
Secs,Secs,,PndVol,PndVol,PndArea,TipWdth,WetTipW,Contrst,Sharp,,White,Edge
87601.1667,87600.0334,294,3.617,3.617,9.256,2.0424,2.0295,255,189,0,255,105
87901.1667,87900.0334,295,3.612,3.612,9.2455,2.0423,2.0295,255,193,0,255,105
88201.1667,88200.0334,296,3.616,3.616,9.2541,2.0415,2.0295,255,192,0,255,105
88501.1667,88500.0334,297,3.612,3.612,9.2466,2.0424,2.0295,255,212,0,255,105
88801.1667,88800.0334,298,3.61,3.61,9.2421,2.0423,2.0295,255,191,0,255,105
89101.1667,89100.0334,299,3.62,3.62,9.2627,2.0422,2.0295,255,192,0,255,105
89401.1667,89400.0334,300,3.622,3.622,9.2652,2.0424,2.0295,255,206,0,255,105
89701.1667,89700.0334,301,3.614,3.614,9.2497,2.0424,2.0295,255,215,0,255,105
90001.1667,90000.0334,302,3.618,3.618,9.2572,2.0422,2.0295,255,222,0,255,105
90301.1667,90300.0334,303,3.612,3.612,9.2448,2.0427,2.0295,255,192,0,255,105
90601.1667,90600.0334,304,3.608,3.608,9.2381,2.0426,2.0295,255,193,0,255,105
90901.1667,90900.0334,305,3.615,3.615,9.2536,2.0424,2.0295,255,216,0,255,105
91201.1667,91200.0334,306,3.612,3.612,9.2464,2.0432,2.0295,255,202,0,255,105
91501.1667,91500.0334,307,3.616,3.616,9.2537,2.0428,2.0295,255,194,0,255,105
91801.1667,91800.0334,308,3.612,3.612,9.2468,2.0421,2.0295,255,195,0,255,105
92101.1667,92100.0334,309,3.62,3.62,9.2625,2.0425,2.0295,255,198,0,255,105
92401.1667,92400.0334,310,3.614,3.614,9.2513,2.0419,2.0295,255,214,0,255,105
92701.1667,92700.0334,311,3.608,3.608,9.2389,2.0421,2.0295,255,212,0,255,105
93001.1667,93000.0334,312,3.612,3.612,9.2453,2.0431,2.0295,255,211,0,255,105
93301.1667,93300.0334,313,3.62,3.62,9.2621,2.0422,2.0295,255,226,0,255,105
93601.1667,93600.0334,314,3.607,3.607,9.2369,2.0421,2.0295,255,203,0,255,105
93901.1667,93900.0334,315,3.617,3.617,9.2564,2.0423,2.0295,255,212,0,255,105
94201.1667,94200.0334,316,3.616,3.616,9.2541,2.0417,2.0295,255,195,0,255,105
94501.1667,94500.0334,317,3.616,3.616,9.2554,2.0416,2.0295,255,209,0,255,105
94801.1667,94800.0334,318,3.617,3.617,9.2554,2.042,2.0295,255,212,0,255,105
95101.1667,95100.0334,319,3.617,3.617,9.2564,2.0424,2.0295,255,190,0,255,105
95401.1667,95400.0334,320,3.62,3.62,9.2618,2.0424,2.0295,255,221,0,255,105
95701.1667,95700.0334,321,3.617,3.617,9.256,2.0421,2.0295,255,190,0,255,105
96001.1667,96000.0334,322,3.621,3.621,9.2629,2.0422,2.0295,255,191,0,255,105
96301.1667,96300.0334,323,3.623,3.623,9.2672,2.0427,2.0295,255,191,0,255,105
96601.1667,96600.0334,324,3.612,3.612,9.2461,2.0426,2.0295,255,195,0,255,105
96901.1667,96900.0334,325,3.62,3.62,9.2616,2.0422,2.0295,255,220,0,255,105
97201.1667,97200.0334,326,3.625,3.625,9.2712,2.042,2.0295,255,191,0,255,105
97501.1667,97500.0334,327,3.626,3.626,9.2732,2.0425,2.0295,255,190,0,255,105
97801.1667,97800.0334,328,3.616,3.616,9.2533,2.0424,2.0295,255,192,0,255,105
98101.1667,98100.0334,329,3.626,3.626,9.275,2.0423,2.0295,255,193,0,255,105
98401.1667,98400.0334,330,3.616,3.616,9.2536,2.0422,2.0295,255,191,0,255,105
98701.1667,98700.0334,331,3.619,3.619,9.2613,2.0422,2.0295,255,194,0,255,105
99001.1667,99000.0334,332,3.621,3.621,9.264,2.0418,2.0295,255,202,0,255,105
99301.1667,99300.0334,333,3.62,3.62,9.2632,2.0421,2.0295,255,223,0,255,105
99601.1667,99600.0334,334,3.619,3.619,9.2592,2.0425,2.0295,255,222,0,255,105
99901.1667,99900.0334,335,3.623,3.623,9.2683,2.0416,2.0295,255,200,0,255,105
100201.1667,100200.0334,336,3.621,3.621,9.2646,2.0425,2.0295,255,193,0,255,105
100501.1667,100500.0334,337,3.623,3.623,9.2681,2.0421,2.0295,255,216,0,255,105
100801.1667,100800.0334,338,3.632,3.632,9.2866,2.0422,2.0295,255,201,0,255,105
101101.1667,101100.0334,339,3.628,3.628,9.2783,2.0423,2.0295,255,198,0,255,105
101401.1667,101400.0334,340,3.628,3.628,9.2782,2.0419,2.0295,255,193,0,255,105
101701.1667,101700.0334,341,3.625,3.625,9.2714,2.0422,2.0295,255,195,0,255,105
102001.1667,102000.0334,342,3.628,3.628,9.2774,2.0419,2.0295,255,210,0,255,105
102301.1667,102300.0334,343,3.628,3.628,9.2773,2.0416,2.0295,255,195,0,255,105
102601.1667,102600.0334,344,3.623,3.623,9.2687,2.0423,2.0295,255,194,0,255,105
102901.1667,102900.0334,345,3.624,3.624,9.2699,2.0423,2.0295,255,200,0,255,105
103201.1667,103200.0334,346,3.63,3.63,9.2813,2.0421,2.0295,255,200,0,255,105
103501.1667,103500.0334,347,3.626,3.626,9.2742,2.0424,2.0295,255,192,0,255,105
103801.1667,103800.0334,348,3.626,3.626,9.273,2.0421,2.0295,255,193,0,255,105
104101.1667,104100.0334,349,3.627,3.627,9.2761,2.042,2.0295,255,207,0,255,105
104401.1667,104400.0334,350,3.629,3.629,9.2803,2.0422,2.0295,255,199,0,255,105
104701.1667,104700.0334,351,3.625,3.625,9.2715,2.0426,2.0295,255,225,0,255,105
105001.1667,105000.0334,352,3.627,3.627,9.2757,2.0418,2.0295,255,208,0,255,105
105301.1667,105300.0334,353,3.635,3.635,9.2909,2.0418,2.0295,255,193,0,255,105
105601.1667,105600.0334,354,3.636,3.636,9.2935,2.0425,2.0295,255,196,0,255,105
105901.1667,105900.0334,355,3.63,3.63,9.2822,2.0421,2.0295,255,196,0,255,105
106201.1667,106200.0334,356,3.627,3.627,9.2769,2.042,2.0295,255,194,0,255,105
106501.1667,106500.0334,357,3.635,3.635,9.2921,2.0417,2.0295,255,205,0,255,105
106801.1667,106800.0334,358,3.629,3.629,9.2801,2.0418,2.0295,255,195,0,255,105
107101.1667,107100.0334,359,3.633,3.633,9.2881,2.0422,2.0295,255,204,0,255,105
107401.1667,107400.0334,360,3.634,3.634,9.2902,2.0419,2.0295,255,205,0,255,105
107701.1667,107700.0334,361,3.635,3.635,9.292,2.042,2.0295,255,206,0,255,105
108001.1667,108000.0334,362,3.637,3.637,9.2949,2.0425,2.0295,255,192,0,255,105
108301.1667,108300.0334,363,3.634,3.634,9.2896,2.042,2.0295,255,211,0,255,105
108601.1667,108600.0334,364,3.642,3.642,9.3049,2.042,2.0295,255,218,0,255,105
108901.1667,108900.0334,365,3.633,3.633,9.2887,2.0416,2.0295,255,207,0,255,105
109201.1667,109200.0334,366,3.629,3.629,9.2803,2.0421,2.0295,255,201,0,255,105
109501.1667,109500.0334,367,3.632,3.632,9.2862,2.0414,2.0295,255,207,0,255,105
109801.1667,109800.0334,368,3.637,3.637,9.2954,2.0416,2.0295,255,197,0,255,105
110101.1667,110100.0334,369,3.636,3.636,9.2937,2.0419,2.0295,255,203,0,255,105
110401.1667,110400.0334,370,3.638,3.638,9.2971,2.0421,2.0295,255,190,0,255,105
110701.1667,110700.0334,371,3.64,3.64,9.3014,2.0422,2.0295,255,199,0,255,105
111001.1667,111000.0334,372,3.647,3.647,9.3161,2.0422,2.0295,255,223,0,255,105
111301.1667,111300.0334,373,3.635,3.635,9.2932,2.042,2.0295,255,197,0,255,105
111601.1667,111600.0334,374,3.635,3.635,9.2926,2.0418,2.0295,255,210,0,255,105
111901.1667,111900.0334,375,3.612,3.612,9.2462,2.0417,2.0295,255,213,0,255,105
112201.1667,112200.0334,376,3.612,3.612,9.247,2.0417,2.0295,255,215,0,255,105
112501.1667,112500.0334,377,3.611,3.611,9.2447,2.0426,2.0295,255,190,0,255,105
112801.1667,112800.0334,378,3.612,3.612,9.2465,2.0419,2.0295,255,202,0,255,105
113101.1667,113100.0334,379,3.613,3.613,9.2481,2.0422,2.0295,255,193,0,255,105
113401.1667,113400.0334,380,3.606,3.606,9.2351,2.0423,2.0295,255,198,0,255,105
113701.1667,113700.0334,381,3.609,3.609,9.2397,2.0423,2.0295,255,190,0,255,105
114001.1667,114000.0334,382,3.622,3.622,9.2648,2.042,2.0295,255,192,0,255,105
114301.1667,114300.0334,383,3.618,3.618,9.2579,2.0418,2.0295,255,187,0,255,105
114601.1667,114600.0334,384,3.616,3.616,9.2539,2.042,2.0295,255,201,0,255,105
114901.1667,114900.0334,385,3.615,3.615,9.2518,2.0422,2.0295,255,197,0,255,105
115201.1667,115200.0334,386,3.622,3.622,9.2656,2.0421,2.0295,255,192,0,255,105
115501.1667,115500.0334,387,3.618,3.618,9.2582,2.0423,2.0295,255,200,0,255,105
115801.1667,115800.0334,388,3.62,3.62,9.2626,2.0416,2.0295,255,194,0,255,105
116101.1667,116100.0334,389,3.62,3.62,9.2623,2.0424,2.0295,255,222,0,255,105
116401.1667,116400.0334,390,3.618,3.618,9.2579,2.0418,2.0295,255,194,0,255,105
116701.1667,116700.0334,391,3.618,3.618,9.2585,2.0414,2.0295,255,207,0,255,105
117001.1667,117000.0334,392,3.619,3.619,9.2617,2.0412,2.0295,255,189,0,255,105
117301.1667,117300.0334,393,3.618,3.618,9.2588,2.0417,2.0295,255,193,0,255,105
117601.1667,117600.0334,394,3.619,3.619,9.2592,2.0423,2.0295,255,191,0,255,105
117901.1667,117900.0334,395,3.622,3.622,9.2651,2.0422,2.0295,255,228,0,255,105
118201.1667,118200.0334,396,3.622,3.622,9.2657,2.0419,2.0295,255,191,0,255,105
118501.1667,118500.0334,397,3.628,3.628,9.2774,2.0417,2.0295,255,193,0,255,105
118801.1667,118800.0334,398,3.616,3.616,9.2546,2.0423,2.0295,255,220,0,255,105
119101.1667,119100.0334,399,3.618,3.618,9.2589,2.0416,2.0295,255,204,0,255,105
119401.1667,119400.0334,400,3.626,3.626,9.2746,2.0421,2.0295,255,200,0,255,105
119701.1667,119700.0334,401,3.623,3.623,9.2674,2.0424,2.0295,255,193,0,255,105
120001.1667,120000.0334,402,3.623,3.623,9.2681,2.0421,2.0295,255,190,0,255,105
120301.1667,120300.0334,403,3.629,3.629,9.28,2.0419,2.0295,255,199,0,255,105
120601.1667,120600.0334,404,3.622,3.622,9.2656,2.0419,2.0295,255,191,0,255,105
120901.1667,120900.0334,405,3.621,3.621,9.2651,2.0422,2.0295,255,203,0,255,105
121201.1667,121200.0334,406,3.626,3.626,9.2741,2.0422,2.0295,255,221,0,255,105
121501.1667,121500.0334,407,3.628,3.628,9.2774,2.0422,2.0295,255,214,0,255,105
121801.1667,121800.0334,408,3.626,3.626,9.2739,2.0424,2.0295,255,192,0,255,105
122101.1667,122100.0334,409,3.628,3.628,9.2773,2.0423,2.0295,255,213,0,255,105
122401.1667,122400.0334,410,3.631,3.631,9.2839,2.0415,2.0295,255,199,0,255,105
122701.1667,122700.0334,411,3.632,3.632,9.2851,2.0419,2.0295,255,197,0,255,105
123001.1667,123000.0334,412,3.626,3.626,9.2731,2.0419,2.0295,255,191,0,255,105
123301.1667,123300.0334,413,3.629,3.629,9.2806,2.0417,2.0295,255,198,0,255,105
123601.1667,123600.0334,414,3.628,3.628,9.2784,2.0416,2.0295,255,193,0,255,105
123901.1667,123900.0334,415,3.627,3.627,9.2755,2.0417,2.0295,255,195,0,255,105
124201.1667,124200.0334,416,3.632,3.632,9.2865,2.0416,2.0295,255,203,0,255,105
124501.1667,124500.0334,417,3.636,3.636,9.294,2.0424,2.0295,255,194,0,255,105
124801.1667,124800.0334,418,3.627,3.627,9.2766,2.0421,2.0295,255,212,0,255,105
125101.1667,125100.0334,419,3.628,3.628,9.2763,2.0424,2.0295,255,212,0,255,105
125401.1667,125400.0334,420,3.638,3.638,9.2968,2.0416,2.0295,255,190,0,255,105
125701.1667,125700.0334,421,3.63,3.63,9.2815,2.0418,2.0295,255,197,0,255,105
126001.1667,126000.0334,422,3.629,3.629,9.2802,2.0421,2.0295,255,202,0,255,105
126301.1667,126300.0334,423,3.629,3.629,9.2795,2.0421,2.0295,255,205,0,255,105
126601.1667,126600.0334,424,3.636,3.636,9.2941,2.0419,2.0295,255,192,0,255,105
126901.1667,126900.0334,425,3.63,3.63,9.2822,2.0418,2.0295,255,197,0,255,105
127201.1667,127200.0334,426,3.63,3.63,9.2821,2.0417,2.0295,255,199,0,255,105
127501.1667,127500.0334,427,3.628,3.628,9.2781,2.0418,2.0295,255,204,0,255,105
127801.1667,127800.0334,428,3.633,3.633,9.2875,2.0415,2.0295,255,206,0,255,105
128101.1667,128100.0334,429,3.637,3.637,9.295,2.0422,2.0295,255,209,0,255,105
128401.1667,128400.0334,430,3.627,3.627,9.2765,2.042,2.0295,255,195,0,255,105
128701.1667,128700.0334,431,3.631,3.631,9.2827,2.042,2.0295,255,201,0,255,105
129001.1667,129000.0334,432,3.614,3.614,9.2518,2.042,2.0124,255,189,0,255,105
129301.1667,129300.0334,433,3.611,3.611,9.2448,2.0419,2.0124,255,206,0,255,105
129601.1667,129600.0334,434,3.628,3.628,9.277,2.042,2.0124,255,196,0,255,105
129901.1667,129900.0334,435,3.613,3.613,9.2477,2.0418,2.0038,255,211,0,255,105
130201.1667,130200.0334,436,3.608,3.608,9.2395,2.0416,2.0038,255,200,0,255,105
130501.1667,130500.0334,437,3.601,3.601,9.2237,2.0423,2.0038,255,192,0,255,105
130801.1667,130800.0334,438,3.561,3.561,9.1928,2.0412,2.0038,255,222,0,255,105
131101.1667,131100.0334,439,3.611,3.611,9.2432,2.0421,2.0038,255,192,0,255,105
131401.1667,131400.0334,440,3.611,3.611,9.2434,2.0418,2.0038,255,213,0,255,105
131701.1667,131700.0334,441,3.613,3.613,9.246,2.042,2.0038,255,215,0,255,105
132001.1667,132000.0334,442,3.606,3.606,9.234,2.042,2.0038,255,197,0,255,105
132301.1667,132300.0334,443,3.609,3.609,9.2397,2.0418,2.0295,255,205,0,255,105
132601.1667,132600.0334,444,3.612,3.612,9.2463,2.042,2.0295,255,214,0,255,105
132901.1667,132900.0334,445,3.611,3.611,9.2433,2.0418,2.0295,255,214,0,255,105
133201.1667,133200.0334,446,3.613,3.613,9.2478,2.0424,2.0295,255,190,0,255,105
133501.1667,133500.0334,447,3.614,3.614,9.25,2.0423,2.0295,255,217,0,255,105
133801.1667,133800.0334,448,3.612,3.612,9.246,2.0415,2.0295,255,207,0,255,105
134101.1667,134100.0334,449,3.606,3.606,9.2332,2.0425,2.0295,255,199,0,255,105
134401.1667,134400.0334,450,3.605,3.605,9.2321,2.0419,2.0295,255,195,0,255,105
134701.1667,134700.0334,451,3.614,3.614,9.2499,2.0418,2.0295,255,208,0,255,105
135001.1667,135000.0334,452,3.614,3.614,9.2488,2.0418,2.0295,255,216,0,255,105
135301.1667,135300.0334,453,3.602,3.602,9.2272,2.0422,2.0295,255,210,0,255,105
135601.1667,135600.0334,454,3.616,3.616,9.2548,2.0415,2.0295,255,221,0,255,105
135901.1667,135900.0334,455,3.61,3.61,9.2422,2.0422,2.0295,255,211,0,255,105
136201.1667,136200.0334,456,3.621,3.621,9.2626,2.042,2.0295,255,191,0,255,105
136501.1667,136500.0334,457,3.611,3.611,9.2435,2.0418,2.0295,255,209,0,255,105
136801.1667,136800.0334,458,3.609,3.609,9.2392,2.0414,2.0295,255,208,0,255,105
137101.1667,137100.0334,459,3.612,3.612,9.2459,2.0416,2.0295,255,205,0,255,105
137401.1667,137400.0334,460,3.61,3.61,9.2421,2.0421,2.0295,255,189,0,255,105
137701.1667,137700.0334,461,3.618,3.618,9.2576,2.0418,2.0295,255,191,0,255,105
138001.1667,138000.0334,462,3.614,3.614,9.2513,2.0416,2.0295,255,221,0,255,105
138301.1667,138300.0334,463,3.61,3.61,9.2416,2.0416,2.0295,255,204,0,255,105
138601.1667,138600.0334,464,3.614,3.614,9.2496,2.0421,2.0295,255,206,0,255,105
138901.1667,138900.0334,465,3.616,3.616,9.2526,2.0414,2.0295,255,218,0,255,105
139201.1667,139200.0334,466,3.622,3.622,9.2647,2.0421,2.0295,255,220,0,255,105
139501.1667,139500.0334,467,3.609,3.609,9.2408,2.0421,2.0295,255,191,0,255,105
139801.1667,139800.0334,468,3.607,3.607,9.2369,2.0413,2.0295,255,205,0,255,105
140101.1667,140100.0334,469,3.614,3.614,9.2499,2.0418,2.0295,255,191,0,255,105
140401.1667,140400.0334,470,3.617,3.617,9.2556,2.0419,2.0295,255,221,0,255,105
140701.1667,140700.0334,471,3.571,3.571,9.2079,2.0417,2.0295,255,226,0,255,105
141001.1667,141000.0334,472,3.571,3.571,9.2097,2.0416,2.0295,255,227,0,255,105
141301.1667,141300.0334,473,3.612,3.612,9.2451,2.0421,2.0295,255,213,0,255,105
141601.1667,141600.0334,474,3.613,3.613,9.2486,2.0421,2.0295,255,216,0,255,105
141901.1667,141900.0334,475,3.623,3.623,9.2686,2.0415,2.0295,255,209,0,255,105
142201.1667,142200.0334,476,3.62,3.62,9.2611,2.0414,2.0295,255,196,0,255,105
142501.1667,142500.0334,477,3.62,3.62,9.262,2.042,2.0295,255,223,0,255,105
142801.1667,142800.0334,478,3.606,3.606,9.2337,2.042,2.0295,255,206,0,255,105
143101.1667,143100.0334,479,3.622,3.622,9.2662,2.0416,2.0295,255,200,0,255,105
143401.1667,143400.0334,480,3.625,3.625,9.2714,2.0418,2.0295,255,189,0,255,105
143701.1667,143700.0334,481,3.614,3.614,9.2509,2.0414,2.0295,255,220,0,255,105
144001.1667,144000.0334,482,3.624,3.624,9.2704,2.0417,2.0295,255,192,0,255,105
144301.1667,144300.0334,483,3.629,3.629,9.2798,2.0421,2.0295,255,201,0,255,105
144601.1667,144600.0334,484,3.625,3.625,9.2719,2.0417,2.0295,255,207,0,255,105
144901.1667,144900.0334,485,3.624,3.624,9.2698,2.0418,2.0295,255,191,0,255,105
145201.1667,145200.0334,486,3.629,3.629,9.2805,2.0418,2.0295,255,194,0,255,105
145501.1667,145500.0334,487,3.62,3.62,9.2618,2.0419,2.0295,255,213,0,255,105
145801.1667,145800.0334,488,3.619,3.619,9.2586,2.0418,2.0295,255,217,0,255,105
146101.1667,146100.0334,489,3.613,3.613,9.2483,2.0424,2.0295,255,214,0,255,105
146401.1667,146400.0334,490,3.63,3.63,9.2816,2.0414,2.0295,255,200,0,255,105
146701.1667,146700.0334,491,3.618,3.618,9.2581,2.042,2.0295,255,222,0,255,105
147001.1667,147000.0334,492,3.621,3.621,9.2648,2.0416,2.0295,255,189,0,255,105
147301.1667,147300.0334,493,3.63,3.63,9.2809,2.0413,2.0295,255,198,0,255,105
147601.1667,147600.0334,494,3.621,3.621,9.2644,2.0418,2.0295,255,227,0,255,105
147901.1667,147900.0334,495,3.618,3.618,9.2591,2.0416,2.0295,255,199,0,255,105
148201.1667,148200.0334,496,3.626,3.626,9.2744,2.042,2.0295,255,218,0,255,105
148501.1667,148500.0334,497,3.623,3.623,9.2674,2.0414,2.0295,255,206,0,255,105
148801.1667,148800.0334,498,3.621,3.621,9.2647,2.0416,2.0295,255,217,0,255,105
149101.1667,149100.0334,499,3.625,3.625,9.2713,2.0415,2.0295,255,212,0,255,105
149401.1667,149400.0334,500,3.617,3.617,9.2558,2.0419,2.0295,255,215,0,255,105
149701.1667,149700.0334,501,3.613,3.613,9.249,2.0413,2.0295,255,208,0,255,105
150001.1667,150000.0334,502,3.626,3.626,9.2744,2.0419,2.0295,255,223,0,255,105
150301.1667,150300.0334,503,3.629,3.629,9.2789,2.0416,2.0295,255,197,0,255,105
150601.1667,150600.0334,504,3.625,3.625,9.2707,2.042,2.0295,255,190,0,255,105
150901.1667,150900.0334,505,3.624,3.624,9.2703,2.0418,2.0295,255,192,0,255,105
151201.1667,151200.0334,506,3.616,3.616,9.2545,2.0418,2.0295,255,191,0,255,105
151501.1667,151500.0334,507,3.621,3.621,9.2635,2.0423,2.0295,255,191,0,255,105
151801.1667,151800.0334,508,3.623,3.623,9.2687,2.0413,2.0295,255,189,0,255,105
152101.1667,152100.0334,509,3.611,3.611,9.2449,2.0416,2.0295,255,197,0,255,105
152401.1667,152400.0334,510,3.623,3.623,9.2681,2.0422,2.0295,255,220,0,255,105
152701.1667,152700.0334,511,3.625,3.625,9.2711,2.0414,2.0295,255,192,0,255,105
153001.1667,153000.0334,512,3.628,3.628,9.2766,2.042,2.0295,255,193,0,255,105
153301.1667,153300.0334,513,3.625,3.625,9.2719,2.0416,2.0295,255,203,0,255,105
153601.1667,153600.0334,514,3.625,3.625,9.2714,2.0414,2.0295,255,191,0,255,105
153901.1667,153900.0334,515,3.625,3.625,9.2706,2.0416,2.0295,255,219,0,255,105
154201.1667,154200.0334,516,3.622,3.622,9.2663,2.0417,2.0295,255,208,0,255,105
154501.1667,154500.0334,517,3.623,3.623,9.2681,2.0416,2.0295,255,214,0,255,105
154801.1667,154800.0334,518,3.623,3.623,9.2683,2.0417,2.0295,255,198,0,255,105
155101.1667,155100.0334,519,3.629,3.629,9.2801,2.0418,2.0295,255,197,0,255,105
155401.1667,155400.0334,520,3.623,3.623,9.267,2.0417,2.0295,255,206,0,255,105
155701.1667,155700.0334,521,3.624,3.624,9.27,2.0418,2.0295,255,210,0,255,105
156001.1667,156000.0334,522,3.625,3.625,9.2712,2.042,2.0295,255,198,0,255,105
156301.1667,156300.0334,523,3.625,3.625,9.2726,2.0417,2.0295,255,221,0,255,105
156601.1667,156600.0334,524,3.621,3.621,9.2643,2.0417,2.0295,255,191,0,255,105
156901.1667,156900.0334,525,3.621,3.621,9.263,2.0416,2.0295,255,193,0,255,105
157201.1667,157200.0334,526,3.629,3.629,9.2803,2.0421,2.0295,255,196,0,255,105
157501.1667,157500.0334,527,3.621,3.621,9.265,2.0418,2.0295,255,218,0,255,105
157801.1667,157800.0334,528,3.633,3.633,9.2871,2.0416,2.0295,255,204,0,255,105
158101.1667,158100.0334,529,3.628,3.628,9.2785,2.0419,2.0295,255,216,0,255,105
158401.1667,158400.0334,530,3.621,3.621,9.2638,2.0417,2.0295,255,191,0,255,105
158701.1667,158700.0334,531,3.629,3.629,9.2791,2.0417,2.0295,255,213,0,255,105
159001.1667,159000.0334,532,3.628,3.628,9.2784,2.0416,2.0295,255,193,0,255,105
159301.1667,159300.0334,533,3.625,3.625,9.2709,2.0419,2.0295,255,197,0,255,105
159601.1667,159600.0334,534,3.63,3.63,9.2821,2.0415,2.0295,255,199,0,255,105
159901.1667,159900.0334,535,3.625,3.625,9.2716,2.0418,2.0295,255,207,0,255,105
160201.1667,160200.0334,536,3.623,3.623,9.2685,2.0412,2.0295,255,190,0,255,105
160501.1667,160500.0334,537,3.631,3.631,9.2838,2.0421,2.0295,255,196,0,255,105
160801.1667,160800.0334,538,3.633,3.633,9.2861,2.042,2.0295,255,201,0,255,105
161101.1667,161100.0334,539,3.63,3.63,9.2814,2.0419,2.0295,255,195,0,255,105
161401.1667,161400.0334,540,3.626,3.626,9.2736,2.0418,2.0295,255,221,0,255,105
161701.1667,161700.0334,541,3.627,3.627,9.2765,2.0417,2.0295,255,194,0,255,105
162001.1667,162000.0334,542,3.637,3.637,9.2948,2.0418,2.0295,255,190,0,255,105
162301.1667,162300.0334,543,3.626,3.626,9.2734,2.0414,2.0295,255,194,0,255,105
162601.1667,162600.0334,544,3.635,3.635,9.2907,2.0413,2.0295,255,205,0,255,105
162901.1667,162900.0334,545,3.629,3.629,9.28,2.0418,2.0295,255,197,0,255,105
163201.1667,163200.0334,546,3.631,3.631,9.2827,2.0422,2.0295,255,210,0,255,105
163501.1667,163500.0334,547,3.633,3.633,9.2871,2.0421,2.0295,255,203,0,255,105
163801.1667,163800.0334,548,3.619,3.619,9.2606,2.0418,2.0295,255,194,0,255,105
164101.1667,164100.0334,549,3.634,3.634,9.2885,2.0417,2.0295,255,203,0,255,105
164401.1667,164400.0334,550,3.626,3.626,9.2726,2.0419,2.0295,255,192,0,255,105
164701.1667,164700.0334,551,3.627,3.627,9.2752,2.0415,2.0295,255,195,0,255,105
165001.1667,165000.0334,552,3.635,3.635,9.292,2.0419,2.0295,255,205,0,255,105
165301.1667,165300.0334,553,3.63,3.63,9.2816,2.0414,2.0295,255,197,0,255,105
165601.1667,165600.0334,554,3.635,3.635,9.2907,2.0419,2.0295,255,208,0,255,105
165901.1667,165900.0334,555,3.621,3.621,9.2641,2.0417,2.0295,255,199,0,255,105
166201.1667,166200.0334,556,3.628,3.628,9.2772,2.0419,2.0295,255,195,0,255,105
166501.1667,166500.0334,557,3.631,3.631,9.2827,2.0418,2.0295,255,212,0,255,105
166801.1667,166800.0334,558,3.638,3.638,9.2968,2.0416,2.0295,255,215,0,255,105
167101.1667,167100.0334,559,3.629,3.629,9.2793,2.0422,2.0295,255,195,0,255,105
167401.1667,167400.0334,560,3.621,3.621,9.2643,2.0415,2.0295,255,208,0,255,105
167701.1667,167700.0334,561,3.629,3.629,9.2787,2.0421,2.0295,255,219,0,255,105
168001.1667,168000.0334,562,3.624,3.624,9.2697,2.0421,2.0295,255,205,0,255,105
168301.1667,168300.0334,563,3.628,3.628,9.2769,2.0423,2.0295,255,209,0,255,105
168601.1667,168600.0334,564,3.624,3.624,9.2699,2.0416,2.0295,255,192,0,255,105
168901.1667,168900.0334,565,3.633,3.633,9.2861,2.0417,2.0295,255,203,0,255,105
169201.1667,169200.0334,566,3.626,3.626,9.2742,2.0421,2.0295,255,221,0,255,105
169501.1667,169500.0334,567,3.635,3.635,9.2922,2.0416,2.0295,255,192,0,255,105
169801.1667,169800.0334,568,3.628,3.628,9.2769,2.0414,2.0295,255,194,0,255,105
170101.1667,170100.0334,569,3.573,3.573,9.2146,2.042,2.0295,255,226,0,255,105
170401.1667,170400.0334,570,3.633,3.633,9.2873,2.0414,2.0295,255,196,0,255,105
170701.1667,170700.0334,571,3.634,3.634,9.2884,2.0417,2.0295,255,206,0,255,105
171001.1667,171000.0334,572,3.631,3.631,9.2829,2.0416,2.0295,255,207,0,255,105
171301.1667,171300.0334,573,3.634,3.634,9.2892,2.0419,2.0295,255,206,0,255,105
171601.1667,171600.0334,574,3.631,3.631,9.284,2.0416,2.0295,255,211,0,255,105
171901.1667,171900.0334,575,3.624,3.624,9.2705,2.0411,2.0295,255,212,0,255,105
172201.1667,172200.0334,576,3.63,3.63,9.2815,2.0415,2.0295,255,201,0,255,105
172501.1667,172500.0334,577,3.628,3.628,9.2772,2.0421,2.0295,255,194,0,255,105
172801.1667,172800.0334,578,3.632,3.632,9.2843,2.0422,2.0295,255,203,0,255,105
173101.1667,173100.0334,579,3.635,3.635,9.2909,2.0418,2.0295,255,210,0,255,105
173401.1667,173400.0334,580,3.628,3.628,9.2766,2.0419,2.0295,255,195,0,255,105
173701.1667,173700.0334,581,3.628,3.628,9.278,2.0422,2.0295,255,211,0,255,105
174001.1667,174000.0334,582,3.632,3.632,9.2848,2.0417,2.0295,255,206,0,255,105
174301.1667,174300.0334,583,3.629,3.629,9.2797,2.0421,2.0295,255,202,0,255,105
174601.1667,174600.0334,584,3.633,3.633,9.2885,2.0416,2.0295,255,205,0,255,105
174901.1667,174900.0334,585,3.635,3.635,9.2906,2.0425,2.0295,255,202,0,255,105
175201.1667,175200.0334,586,3.629,3.629,9.2799,2.0415,2.0295,255,195,0,255,105
175501.1667,175500.0334,587,3.637,3.637,9.295,2.0415,2.0295,255,202,0,255,105
175801.1667,175800.0334,588,3.632,3.632,9.2858,2.0422,2.0295,255,208,0,255,105
176101.1667,176100.0334,589,3.636,3.636,9.2942,2.0419,2.0295,255,213,0,255,105
