Run,Graph,Index,Y_Axis          Y2_Axis,Data,Data,Data,Data,Data,Data,Data,Data,Data
Secs,Secs,,PndVol,PndVol,PndArea,TipWdth,WetTipW,Contrst,Sharp,Black,White,Edge
1.1,0,1,3.612,3.612,9.246,2.0412,2.038,255,190,0,255,105
1.1333,0.0333,2,3.615,3.615,9.2524,2.042,2.038,255,197,0,255,105
301.1333,300.0333,3,3.553,3.553,9.1758,2.0419,2.038,255,197,0,255,105
601.1333,600.0333,4,3.648,3.648,9.3163,2.0423,2.038,255,194,0,255,105
901.1333,900.0333,5,3.674,3.674,9.3654,2.0432,2.038,255,225,0,255,105
1201.1333,1200.0333,6,3.676,3.676,9.3678,2.0424,2.038,255,208,0,255,105
1501.1333,1500.0333,7,3.677,3.677,9.3706,2.0423,2.038,255,215,0,255,105
1801.1333,1800.0333,8,3.701,3.701,9.4172,2.043,2.038,255,217,0,255,105
2101.1333,2100.0333,9,3.689,3.689,9.3928,2.0437,2.038,255,196,0,255,105
2401.1333,2400.0333,10,3.698,3.698,9.4103,2.0433,2.038,255,195,0,255,105
2701.1333,2700.0333,11,3.695,3.695,9.4031,2.0436,2.038,255,205,0,255,105
3001.1333,3000.0333,12,3.706,3.706,9.4259,2.0431,2.038,255,212,0,255,105
3301.1333,3300.0333,13,3.691,3.691,9.3955,2.0436,2.038,255,202,0,255,105
3601.1333,3600.0333,14,3.656,3.656,9.3264,2.0438,2.0295,255,192,0,255,105
3901.1333,3900.0333,15,3.663,3.663,9.3417,2.0439,2.0295,255,196,0,255,105
4201.1333,4200.0333,16,3.657,3.657,9.3285,2.0435,2.0295,255,194,0,255,105
4501.1333,4500.0333,17,3.662,3.662,9.3376,2.0437,2.0295,255,194,0,255,105
4801.1333,4800.0333,18,3.659,3.659,9.3336,2.0437,2.0295,255,193,0,255,105
5101.1333,5100.0333,19,3.666,3.666,9.3479,2.0436,2.0295,255,205,0,255,105
5401.1333,5400.0333,20,3.666,3.666,9.346,2.0447,2.0295,255,196,0,255,105
5701.1333,5700.0333,21,3.669,3.669,9.3513,2.0443,2.0295,255,205,0,255,105
6001.1333,6000.0333,22,3.671,3.671,9.3561,2.0443,2.0295,255,198,0,255,105
6301.1333,6300.0333,23,3.681,3.681,9.3743,2.0443,2.0295,255,192,0,255,105
6601.1333,6600.0333,24,3.679,3.679,9.3719,2.0442,2.0295,255,204,0,255,105
6901.1333,6900.0333,25,3.673,3.673,9.3592,2.0443,2.0295,255,209,0,255,105
7201.1333,7200.0333,26,3.686,3.686,9.3864,2.044,2.0295,255,218,0,255,105
7501.1333,7500.0333,27,3.679,3.679,9.3718,2.0457,2.0295,255,217,0,255,105
7801.1333,7800.0333,28,3.689,3.689,9.3902,2.045,2.0295,255,223,0,255,105
8101.1333,8100.0333,29,3.679,3.679,9.3713,2.0436,2.0295,255,191,0,255,105
8401.1333,8400.0333,30,3.686,3.686,9.3856,2.0458,2.0295,255,218,0,255,105
8701.1333,8700.0333,31,3.688,3.688,9.3894,2.0439,2.0295,255,193,0,255,105
9001.1333,9000.0333,32,3.689,3.689,9.391,2.0446,2.0295,255,194,0,255,105
9301.1333,9300.0333,33,3.692,3.692,9.3967,2.0447,2.0295,255,199,0,255,105
9601.1333,9600.0333,34,3.691,3.691,9.3952,2.0438,2.0295,255,208,0,255,105
9901.1333,9900.0333,35,3.689,3.689,9.3921,2.0454,2.0295,255,213,0,255,105
10201.1333,10200.0333,36,3.666,3.666,9.3452,2.0444,2.0295,255,193,0,255,105
10501.1333,10500.0333,37,3.663,3.663,9.3392,2.044,2.0295,255,193,0,255,105
10801.1333,10800.0333,38,3.668,3.668,9.3495,2.0448,2.0295,255,200,0,255,105
11101.1333,11100.0333,39,3.666,3.666,9.3444,2.0453,2.0295,255,198,0,255,105
11401.1333,11400.0333,40,3.666,3.666,9.3454,2.0447,2.0295,255,208,0,255,105
11701.1333,11700.0333,41,3.673,3.673,9.3588,2.0444,2.0295,255,202,0,255,105
12001.1333,12000.0333,42,3.666,3.666,9.3451,2.0453,2.0295,255,222,0,255,105
12301.1333,12300.0333,43,3.67,3.67,9.3534,2.0459,2.0295,255,204,0,255,105
12601.1333,12600.0333,44,3.683,3.683,9.3791,2.0446,2.0295,255,217,0,255,105
12901.1333,12900.0333,45,3.671,3.671,9.355,2.0454,2.0295,255,205,0,255,105
13201.1333,13200.0333,46,3.681,3.681,9.3743,2.0452,2.0295,255,214,0,255,105
13501.1333,13500.0333,47,3.674,3.674,9.3621,2.0443,2.0295,255,203,0,255,105
13801.1333,13800.0333,48,3.683,3.683,9.3786,2.0455,2.0295,255,227,0,255,105
14101.1333,14100.0333,49,3.687,3.687,9.3862,2.046,2.0295,255,224,0,255,105
14401.1333,14400.0333,50,3.656,3.656,9.326,2.0456,2.0209,255,212,0,255,105
14701.1333,14700.0333,51,3.652,3.652,9.317,2.0455,2.0209,255,194,0,255,105
15001.1333,15000.0333,52,3.66,3.66,9.334,2.0444,2.0209,255,224,0,255,105
15301.1333,15300.0333,53,3.651,3.651,9.3152,2.0447,2.0209,255,218,0,255,105
15601.1333,15600.0333,54,3.653,3.653,9.3207,2.0443,2.0209,255,189,0,255,105
15901.1333,15900.0333,55,3.663,3.663,9.3396,2.0452,2.0209,255,200,0,255,105
16201.1333,16200.0333,56,3.668,3.668,9.3491,2.0457,2.0209,255,196,0,255,105
16501.1333,16500.0333,57,3.665,3.665,9.3443,2.0447,2.0209,255,197,0,255,105
16801.1333,16800.0333,58,3.672,3.672,9.3565,2.0455,2.0209,255,209,0,255,105
17101.1333,17100.0333,59,3.664,3.664,9.3406,2.0445,2.0209,255,224,0,255,105
17401.1333,17400.0333,60,3.662,3.662,9.3368,2.0442,2.0209,255,217,0,255,105
17701.1333,17700.0333,61,3.664,3.664,9.3405,2.045,2.0209,255,214,0,255,105
18001.1333,18000.0333,62,3.706,3.706,9.423,2.0463,2.0209,255,221,0,255,105
18301.1333,18300.0333,63,3.771,3.771,9.5483,2.0474,2.0124,255,207,0,255,105
18601.1333,18600.0333,64,3.792,3.792,9.5859,2.0484,2.0124,255,225,0,255,105
18901.1333,18900.0333,65,3.804,3.804,9.6103,2.0471,2.0124,255,196,0,255,105
19201.1333,19200.0333,66,3.795,3.795,9.5898,2.0486,2.038,255,221,0,255,105
19501.1333,19500.0333,67,3.797,3.797,9.5925,2.0494,2.038,255,195,0,255,105
19801.1333,19800.0333,68,3.811,3.811,9.6204,2.0486,2.038,255,222,0,255,105
20101.1333,20100.0333,69,3.789,3.789,9.5756,2.0489,2.0295,255,203,0,255,105
20401.1333,20400.0333,70,3.788,3.788,9.5745,2.0493,2.0295,255,198,0,255,105
20701.1333,20700.0333,71,3.805,3.805,9.6072,2.0501,2.0295,255,211,0,255,105
21001.1333,21000.0333,72,3.811,3.811,9.6182,2.0497,2.0295,255,224,0,255,105
21301.1333,21300.0333,73,3.811,3.811,9.6206,2.0495,2.0295,255,193,0,255,105
21601.1333,21600.0333,74,3.819,3.819,9.6365,2.0496,2.0295,255,206,0,255,105
21901.1333,21900.0333,75,3.825,3.825,9.6482,2.0496,2.0295,255,203,0,255,105
22201.1333,22200.0333,76,3.808,3.808,9.6125,2.0504,2.0295,255,194,0,255,105
22501.1333,22500.0333,77,3.817,3.817,9.6296,2.0509,2.0295,255,197,0,255,105
22801.1333,22800.0333,78,3.801,3.801,9.5991,2.0503,2.0295,255,192,0,255,105
23101.1333,23100.0333,79,3.793,3.793,9.5835,2.0511,2.0295,255,209,0,255,105
23401.1333,23400.0333,80,3.798,3.798,9.5935,2.0494,2.0295,255,194,0,255,105
23701.1333,23700.0333,81,3.812,3.812,9.6204,2.0507,2.0295,255,225,0,255,105
24001.1333,24000.0333,82,3.806,3.806,9.6091,2.0503,2.0295,255,228,0,255,105
24301.1333,24300.0333,83,3.816,3.816,9.6298,2.05,2.0295,255,206,0,255,105
24601.1333,24600.0333,84,3.814,3.814,9.6242,2.0511,2.0295,255,193,0,255,105
24901.1333,24900.0333,85,3.814,3.814,9.6251,2.0513,2.0295,255,194,0,255,105
25201.1333,25200.0333,86,3.797,3.797,9.5912,2.0511,2.0295,255,194,0,255,105
25501.1333,25500.0333,87,3.803,3.803,9.6027,2.0503,2.0295,255,192,0,255,105
25801.1333,25800.0333,88,3.809,3.809,9.6132,2.0516,2.0295,255,196,0,255,105
26101.1333,26100.0333,89,3.816,3.816,9.6278,2.0513,2.0295,255,218,0,255,105
26401.1333,26400.0333,90,3.768,3.768,9.5737,2.0516,2.0295,255,195,0,255,105
26701.1333,26700.0333,91,3.816,3.816,9.6292,2.0511,2.0295,255,210,0,255,105
27001.1333,27000.0333,92,3.828,3.828,9.6521,2.0514,2.0295,255,219,0,255,105
27301.1333,27300.0333,93,3.806,3.806,9.6072,2.0517,2.0209,255,197,0,255,105
27601.1333,27600.0333,94,3.803,3.803,9.6013,2.0518,2.0209,255,221,0,255,105
27901.1333,27900.0333,95,3.81,3.81,9.6169,2.0514,2.0209,255,200,0,255,105
28201.1333,28200.0333,96,3.82,3.82,9.6352,2.0534,2.0209,255,220,0,255,105
28501.1333,28500.0333,97,3.812,3.812,9.6217,2.0513,2.0209,255,202,0,255,105
28801.1333,28800.0333,98,3.814,3.814,9.6251,2.0515,2.0209,255,216,0,255,105
29101.1333,29100.0333,99,3.823,3.823,9.6414,2.0519,2.0209,255,207,0,255,105
29401.1333,29400.0333,100,3.827,3.827,9.6489,2.0512,2.038,255,198,0,255,105
