Run,Graph,Index,Y_Axis          Y2_Axis,Data,Data,Data,Data,Data,Data,Data,Data,Data
Secs,Secs,,PndVol,PndVol,PndArea,TipWdth,WetTipW,Contrst,Sharp,Black,White,Edge
1.1,0,1,3.909,3.909,9.7972,2.0812,2.0064,255,180,0,255,105
1.1333,0.0333,2,3.9,3.9,9.7795,2.0808,2.0318,255,182,0,255,105
601.1333,600.0333,3,3.884,3.884,9.749,2.0805,2.0149,255,179,0,255,105
1201.1333,1200.0333,4,3.9,3.9,9.7798,2.0797,2.0318,255,181,0,255,105
1801.1333,1800.0333,5,3.884,3.884,9.7476,2.0635,2.0234,255,182,0,255,105
2401.1333,2400.0333,6,3.905,3.905,9.7887,2.0548,2.0149,255,186,0,255,105
3001.1333,3000.0333,7,3.893,3.893,9.7637,2.0436,2.0234,255,186,0,255,105
3601.1333,3600.0333,8,3.933,3.933,9.8669,2.0434,2.0234,255,184,0,255,105
4201.1333,4200.0333,9,3.904,3.904,9.7837,2.0414,2.0403,255,186,0,255,105
4801.1333,4800.0333,10,3.942,3.942,9.8562,2.0417,2.0234,255,183,0,255,105
5401.1333,5400.0333,11,3.912,3.912,9.8,2.0396,2.0318,255,182,0,255,105
6001.1333,6000.0333,12,3.911,3.911,9.7943,2.0403,2.0318,255,180,0,255,105
6601.1333,6600.0333,13,3.929,3.929,9.8294,2.0411,2.0149,255,180,0,255,105
7201.1333,7200.0333,14,3.94,3.94,9.8507,2.0414,2.0318,255,184,0,255,105
7801.1333,7800.0333,15,3.931,3.931,9.8331,2.0415,2.0318,255,182,0,255,105
8401.1333,8400.0333,16,3.937,3.937,9.843,2.0424,2.0318,255,188,0,255,105
9001.1333,9000.0333,17,3.953,3.953,9.876,2.0413,2.0318,255,183,0,255,105
9601.1333,9600.0333,18,3.922,3.922,9.8137,2.0418,2.0318,255,181,0,255,105
10201.1333,10200.0333,19,3.942,3.942,9.8538,2.0427,2.0318,255,182,0,255,105
10801.1333,10800.0333,20,3.944,3.944,9.8569,2.0424,2.0318,255,182,0,255,105
11401.1333,11400.0333,21,3.943,3.943,9.8546,2.0425,2.0318,255,182,0,255,105
12001.1333,12000.0333,22,3.931,3.931,9.8337,2.0417,2.0234,255,182,0,255,105
12601.1333,12600.0333,23,3.934,3.934,9.8375,2.0425,2.0234,255,185,0,255,105
13201.1333,13200.0333,24,3.95,3.95,9.8691,2.0424,2.0064,255,186,0,255,105
13801.1333,13800.0333,25,3.931,3.931,9.8323,2.0422,2.0064,255,183,0,255,105
14401.1333,14400.0333,26,3.924,3.924,9.8189,2.0426,2.0064,255,184,0,255,105
15001.1333,15000.0333,27,3.939,3.939,9.8481,2.0425,2.0064,255,186,0,255,105
15601.1333,15600.0333,28,3.925,3.925,9.8177,2.0422,2.0318,255,184,0,255,105
16201.1333,16200.0333,29,3.938,3.938,9.846,2.0428,2.0149,255,186,0,255,105
16801.1333,16800.0333,30,3.931,3.931,9.8307,2.0427,2.0149,255,186,0,255,105
17401.1333,17400.0333,31,3.935,3.935,9.8378,2.0433,2.0149,255,183,0,255,105
18001.1333,18000.0333,32,3.945,3.945,9.8605,2.0423,2.0149,255,182,0,255,105
18601.1333,18600.0333,33,3.952,3.952,9.8767,2.0412,2.0149,255,186,0,255,105
19201.1333,19200.0333,34,3.932,3.932,9.8338,2.0419,2.0487,255,182,0,255,105
19801.1333,19800.0333,35,3.936,3.936,9.8424,2.042,2.0487,255,183,0,255,105
20401.1333,20400.0333,36,3.914,3.914,9.7985,2.0424,2.0487,255,186,0,255,105
21001.1333,21000.0333,37,3.928,3.928,9.8263,2.0406,2.0234,255,187,0,255,105
21601.1333,21600.0333,38,3.933,3.933,9.8364,2.0423,2.0234,255,188,0,255,105
22201.1333,22200.0333,39,3.928,3.928,9.8243,2.0418,2.0234,255,184,0,255,105
22801.1333,22800.0333,40,3.932,3.932,9.8333,2.0421,2.0234,255,183,0,255,105
