Run,Graph,Index,Y_Axis          Y2_Axis,Data,Data,Data,Data,Data,Data,Data,Data,Data
Secs,Secs,,PndVol,PndVol,PndArea,TipWdth,WetTipW,Contrst,Sharp,Black,White,Edge
1.1,0,1,3.63,3.63,9.2608,2.0564,2.035,255,190,0,255,105
1.1333,0.0333,2,3.642,3.642,9.3266,2.0568,2.0698,255,187,0,255,105
601.1333,600.0333,3,3.604,3.604,9.2124,2.0562,2.0264,255,199,0,255,105
1201.1333,1200.0333,4,3.612,3.612,9.2271,2.0552,2.0264,255,201,0,255,105
1801.1333,1800.0333,5,3.585,3.585,9.1748,2.0561,2.035,255,202,0,255,105
2401.1333,2400.0333,6,3.563,3.563,9.1324,2.055,2.035,255,185,0,255,105
3001.1333,3000.0333,7,3.609,3.609,9.2224,2.0562,2.0522,255,195,0,255,105
3601.1333,3600.0333,8,3.605,3.605,9.2129,2.0556,2.0177,255,189,0,255,105
4201.1333,4200.0333,9,3.59,3.59,9.1872,2.0541,2.0177,255,189,0,255,105
4801.1333,4800.0333,10,3.591,3.591,9.1856,2.0561,2.0177,255,191,0,255,105
5401.1333,5400.0333,11,3.58,3.58,9.1647,2.056,2.0177,255,203,0,255,105
6001.1333,6000.0333,12,3.594,3.594,9.1923,2.0561,2.0177,255,185,0,255,105
6601.1333,6600.0333,13,3.587,3.587,9.1785,2.0556,2.035,255,184,0,255,105
7201.1333,7200.0333,14,3.569,3.569,9.1429,2.0553,2.0264,255,191,0,255,105
7801.1333,7800.0333,15,3.629,3.629,9.2609,2.0563,2.0264,255,200,0,255,105
8401.1333,8400.0333,16,3.617,3.617,9.2375,2.0558,2.035,255,190,0,255,105
9001.1333,9000.0333,17,3.596,3.596,9.1951,2.0559,2.035,255,185,0,255,105
9601.1333,9600.0333,18,3.609,3.609,9.2233,2.0559,2.035,255,212,0,255,105
10201.1333,10200.0333,19,3.579,3.579,9.1635,2.0558,2.0264,255,204,0,255,105
10801.1333,10800.0333,20,3.573,3.573,9.1524,2.0557,2.035,255,194,0,255,105
11401.1333,11400.0333,21,3.568,3.568,9.1408,2.0568,2.035,255,186,0,255,105
12001.1333,12000.0333,22,3.568,3.568,9.1431,2.0555,2.035,255,187,0,255,105
12601.1333,12600.0333,23,3.587,3.587,9.1787,2.0557,2.035,255,186,0,255,105
13201.1333,13200.0333,24,3.59,3.59,9.1838,2.0564,2.035,255,187,0,255,105
13801.1333,13800.0333,25,3.603,3.603,9.2102,2.0558,2.0177,255,185,0,255,105
14401.1333,14400.0333,26,3.581,3.581,9.1655,2.056,2.0177,255,192,0,255,105
15001.1333,15000.0333,27,3.59,3.59,9.1839,2.0555,2.0177,255,188,0,255,105
