Time ADSA [s],Time Gravimetry [s],CO2 Density [g/mL],Sample Density [g/mL],Interfacial Tension [mN/m]
0,176160,0.073724125,1.02129147,16.67
0.0333,176160,0.073724125,1.02129147,16.73
600.0333,176760,0.073712983,1.02129147,16.71
1200.0333,177360,0.073712983,1.02129147,16.76
1800.0333,177960,0.073701843,1.02129147,16.67
2400.0333,178560,0.073690703,1.02129147,16.76
3000.0333,179160,0.073690703,1.02129147,16.69
3600.0333,179760,0.073668425,1.02129147,16.68
4200.0333,180360,0.073679564,1.02129147,16.74
4800.0333,180960,0.073668425,1.02129147,16.7
5400.0333,181560,0.073668425,1.02129147,16.67
6000.0333,182160,0.073668425,1.02129147,16.7
6600.0333,182760,0.073668425,1.02129147,16.67
7200.0333,183360,0.073668425,1.02129147,16.69
7800.0333,183960,0.073646151,1.02129147,16.67
8400.0333,184560,0.073646151,1.02129147,16.67
9000.0333,185160,0.073668425,1.02129147,16.73
9600.0333,185760,0.073657288,1.02129147,16.71
10200.0333,186360,0.073635015,1.02129147,16.8
10800.0333,186960,0.073612746,1.02129147,16.72
11400.0333,187560,0.073623881,1.02129147,16.61
12000.0333,188160,0.073612746,1.02129147,16.73
12600.0333,188760,0.073623881,1.02129147,16.65
13200.0333,189360,0.084755077,1.01985894,15.39
13800.0333,189960,0.087555692,1.01975525,15.25
14400.0333,190560,0.087506738,1.01975525,15.31
15000.0333,191160,0.087482268,1.01975525,15.27
15600.0333,191760,0.087482268,1.01975525,15.29
16200.0333,192360,0.087457801,1.01975525,15.21
16800.0333,192960,0.08744554,1.01975525,15.29
17400.0333,193560,0.087433309,1.01975525,15.3
18000.0333,194160,0.087396623,1.01975525,15.26
18600.0333,194760,0.087408851,1.01975525,15.25
19200.0333,195360,0.087396623,1.01975525,15.28
19800.0333,195960,0.087396623,1.01975525,15.29
20400.0333,196560,0.087372171,1.01975525,15.23
21000.0333,197160,0.087372171,1.01975525,15.23
21600.0333,197760,0.087372171,1.01975525,15.24
22200.0333,198360,0.087372171,1.01975525,15.32
22800.0333,198960,0.087347724,1.01975525,15.25
23400.0333,199560,0.087372171,1.01975525,15.3
24000.0333,200160,0.087347724,1.01975525,15.24
24600.0333,200760,0.087335501,1.01975525,15.24
25200.0333,201360,0.087335501,1.01975525,15.31
25800.0333,201960,0.08732328,1.01975525,15.19
26400.0333,202560,0.08729884,1.01975525,15.3
27000.0333,203160,0.087335501,1.01975525,15.23
27600.0333,203760,0.087347724,1.01975525,15.23
28200.0333,204360,0.087347724,1.01975525,15.28
28800.0333,204960,0.102818253,1.01804387,13.68
29400.0333,205560,0.102695637,1.01804387,13.78
30000.0333,206160,0.102641174,1.01804387,13.73
30600.0333,206760,0.102627562,1.01804387,13.73
31200.0333,207360,0.10261395,1.01804387,13.8
31800.0333,207960,0.10260034,1.01804387,13.76
32400.0333,208560,0.10260034,1.01804387,13.77
33000.0333,209160,0.102586731,1.01804387,13.73
33600.0333,209760,0.10260034,1.01804387,13.76
34200.0333,210360,0.102573124,1.01804387,13.78
