Time ADSA [s],Time Gravimetry [s],CO2 Density [g/mL],Sample Density [g/mL],Interfacial Tension [mN/m]
0,450,0.000243323,0.971890242,26.95
0.0333,450,0.000243323,0.971890242,26.98
600.0333,1050,3.18E-08,0.971890242,26.64
1200.0333,1650,0,0.971890242,26.73
1800.0333,2250,0,0.971890242,26.79
2400.0333,2850,0,0.971890242,26.87
3000.0333,3450,0,0.971890242,26.81
3600.0333,4050,0,0.971890242,30.46
4200.0333,4650,0,0.971890242,26.58
4800.0333,5250,0,0.971890242,26.46
5400.0333,5850,0,0.971890242,26.26
6000.0333,6450,0,0.971890242,26.28
6600.0333,7050,0,0.971890242,26.26
7200.0333,7650,0,0.971890242,26.35
7800.0333,8250,0,0.971890242,26.28
8400.0333,8850,0,0.971890242,26.33
9000.0333,9450,0,0.971890242,26.09
9600.0333,10050,0,0.971890242,25.91
10200.0333,10650,0,0.971890242,26.22
10800.0333,11250,0,0.971890242,26.22
11400.0333,11850,0,0.971890242,25.85
12000.0333,12450,0,0.971890242,26.39
12600.0333,13050,0,0.971890242,26.02
13200.0333,13650,0,0.971890242,26.1
13800.0333,14250,0,0.971890242,26.2
14400.0333,14850,0,0.971890242,26.14
15000.0333,15450,0,0.971890242,25.85
15600.0333,16050,0,0.971890242,25.92
16200.0333,16650,0,0.971890242,26.21
16800.0333,17250,0,0.971890242,26.19
17400.0333,17850,0,0.971890242,26.15
18000.0333,18450,0,0.971890242,26.09
18600.0333,19050,0,0.971890242,25.7
19200.0333,19650,0,0.971890242,27.25
19800.0333,20250,0,0.971890242,26.25
20400.0333,20850,0,0.971890242,26.03
21000.0333,21450,0,0.971890242,26.04
21600.0333,22050,0,0.971890242,25.93
22200.0333,22650,0,0.971890242,26.27
22800.0333,23250,0,0.971890242,25.85
23400.0333,23850,0,0.971890242,25.75
24000.0333,24450,0,0.971890242,26.06
24600.0333,25050,0,0.971890242,26.15
25200.0333,25650,0,0.971890242,26.27
25800.0333,26250,0,0.971890242,25.93
26400.0333,26850,0,0.971890242,26
27000.0333,27450,0,0.971890242,26.07
27600.0333,28050,0,0.971890242,26.07
28200.0333,28650,0,0.971890242,26.23
28800.0333,29250,0,0.971890242,25.96
29400.0333,29850,0,0.971890242,26.03
30000.0333,30450,0,0.971890242,26.22
30600.0333,31050,0,0.971890242,26.21
31200.0333,31650,0,0.971890242,26.14
31800.0333,32250,0,0.971890242,26.12
32400.0333,32850,0,0.971890242,26.06
33000.0333,33450,0,0.971890242,26.19
33600.0333,34050,0,0.971890242,26.12
34200.0333,34650,0,0.971890242,26.11
34800.0333,35250,0,0.971890242,26.39
35400.0333,35850,0,0.971890242,26.06
36000.0333,36450,0,0.971890242,26.06
36600.0333,37050,0,0.971890242,26.09
37200.0333,37650,0,0.971890242,26.3
37800.0333,38250,0,0.971890242,25.62
38400.0333,38850,0,0.971890242,26.21
39000.0333,39450,0,0.971890242,26.17
39600.0333,40050,0,0.971890242,27.35
40200.0333,40650,0,0.971890242,25.87
40800.0333,41250,0,0.971890242,25.96
41400.0333,41850,0,0.971890242,26.1
42000.0333,42450,0,0.971890242,26.16
42600.0333,43050,0,0.971890242,26.25
43200.0333,43650,0,0.971890242,26.79
43800.0333,44250,0,0.971890242,25.96
44400.0333,44850,0,0.971890242,26.22
45000.0333,45450,0,0.971890242,26.1
45600.0333,46050,0,0.971890242,25.78
46200.0333,46650,0,0.971890242,26.21
46800.0333,47250,0,0.971890242,26.11
