Time ADSA [s],Time Gravimetry [s],CO2 Density [g/mL],Sample Density [g/mL]
3600.0333,3630,0.0,0.9863490458834014
4200.0333,4230,0.0,0.9863490458834014
4800.0333,4830,0.0,0.9863490458834014
5400.0333,5430,0.0,0.9863490458834014
6000.0333,6030,0.0,0.9863490458834014
6600.0333,6630,0.0,0.9863490458834014
7200.0333,7230,0.0,0.9863490458834014
7800.0333,7830,0.0,0.9863490458834014
8400.0333,8430,0.0,0.9863490458834014
9000.0333,9030,0.0,0.9863490458834014
9600.0333,9630,0.0,0.9863490458834014
10200.0333,10230,0.0,0.9863490458834014
10800.0333,10830,0.0,0.9863490458834014
11400.0333,11430,0.0,0.9863490458834014
12000.0333,12030,0.0,0.9863490458834014
12600.0333,12630,0.0,0.9863490458834014
13200.0333,13230,0.0,0.9863490458834014
13800.0333,13830,0.0,0.9863490458834014
14400.0333,14430,0.0,0.9863490458834014
15000.0333,15030,0.0,0.9863490458834014
15600.0333,15630,0.0,0.9863490458834014
16200.0333,16230,0.0,0.9863490458834014
16800.0333,16830,0.0,0.9863490458834014
17400.0333,17430,0.0,0.9863490458834014
18000.0333,18030,0.0,0.9863490458834014
18600.0333,18630,0.0,0.9863490458834014
19200.0333,19230,0.0,0.9863490458834014
19800.0333,19830,0.0,0.9863490458834014
20400.0333,20430,0.0,0.9863490458834014
21000.0333,21030,0.0,0.9863490458834014
21600.0333,21630,0.0,0.9863490458834014
22200.0333,22230,0.0,0.9863490458834014
22800.0333,22830,1.9765249642830823e-05,0.9863490458834014
23400.0333,23430,0.0007930733879946057,0.9846896468067065
24000.0333,24030,0.0007932009302558314,0.9846896468067065
24600.0333,24630,0.0007932647014129835,0.9846896468067065
25200.0333,25230,0.0007932009302558314,0.9846896468067065
25800.0333,25830,0.0007932647014129835,0.9846896468067065
26400.0333,26430,0.0007933922437803662,0.9846896468067065
27000.0333,27030,0.0015946999593580043,0.9798724981292505
27600.0333,27630,0.001593724059743254,0.9798724981292505
28200.0333,28230,0.0015930041364452905,0.9798724981292505
28800.0333,28830,0.001592364206511867,0.9798724981292505
29400.0333,29430,0.0015921562296658963,0.9798724981292505
30000.0333,30030,0.001591836265653776,0.9798724981292505
30600.0333,30630,0.0015915163020856504,0.9798724981292505
31200.0333,31230,0.0015914523094253045,0.9798724981292505
31800.0333,31830,0.0017947505456988337,0.9798724981292505
32400.0333,32430,0.003216116445582369,0.9817293975977043
33000.0333,33030,0.00321268484524602,0.9817293975977043
33600.0333,33630,0.0032109610088271578,0.9817293975977043
34200.0333,34230,0.0032109610088271578,0.9817293975977043
