Run,Graph,Index,Y_Axis          Y2_Axis,Data,Data,Data,Data,Data,Data,Data,Data,Data
Secs,Secs,,PndVol,PndVol,PndArea,TipWdth,WetTipW,Contrst,Sharp,Black,White,Edge
1.1,0,1,3.996,3.996,9.9679,2.0671,2.0316,249,167,6,255,109
1.1333,0.0333,2,4.012,4.012,9.998,2.0673,2.0487,249,173,6,255,109
601.1333,600.0333,3,4.035,4.035,10.044,2.0674,2.0487,249,176,6,255,109
1201.1333,1200.0333,4,4.017,4.017,10.008,2.0674,2.0402,249,174,6,255,109
1801.1333,1800.0333,5,4.016,4.016,10.007,2.0673,2.0402,251,172,4,255,108
2401.1333,2400.0333,6,4.014,4.014,10.003,2.0675,2.0487,248,171,7,255,109
3001.1333,3000.0333,7,4.017,4.017,10.008,2.0675,2.0487,249,167,6,255,109
3601.1333,3600.0333,8,4.011,4.011,9.9965,2.0676,2.0487,248,172,7,255,109
4201.1333,4200.0333,9,4.041,4.041,10.054,2.0676,2.0487,249,172,6,255,109
4801.1333,4800.0333,10,4.031,4.031,10.035,2.0678,2.0487,250,166,5,255,108
5401.1333,5400.0333,11,4.046,4.046,10.065,2.0678,2.0487,249,170,6,255,109
6001.1333,6000.0333,12,4.013,4.013,10.002,2.068,2.0573,248,171,7,255,109
6601.1333,6600.0333,13,4.005,4.005,9.9857,2.068,2.0573,249,168,6,255,109
7201.1333,7200.0333,14,4.02,4.02,10.013,2.068,2.0573,250,166,5,255,108
7801.1333,7800.0333,15,4.004,4.004,9.9815,2.0679,2.0573,247,173,8,255,110
8401.1333,8400.0333,16,4.021,4.021,10.016,2.0678,2.0573,249,168,6,255,109
9001.1333,9000.0333,17,4.019,4.019,10.012,2.068,2.0573,252,169,3,255,107
9601.1333,9600.0333,18,4.022,4.022,10.018,2.0677,2.0487,249,168,6,255,109
10201.1333,10200.0333,19,4.048,4.048,10.068,2.068,2.0573,247,174,8,255,110
10801.1333,10800.0333,20,4.055,4.055,10.084,2.068,2.0573,250,167,5,255,108
11401.1333,11400.0333,21,4.033,4.033,10.04,2.0677,2.0402,251,171,4,255,108
12001.1333,12000.0333,22,4.014,4.014,10.002,2.0681,2.0402,251,172,4,255,108
12601.1333,12600.0333,23,4.039,4.039,10.051,2.0677,2.0402,249,174,6,255,109
13201.1333,13200.0333,24,4.109,4.109,10.194,2.0689,2.0402,247,171,8,255,110
