Run,Graph,Index,Y_Axis          Y2_Axis,Data            Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data
Secs,Secs,,PndVol,IFT,PndVol,PndArea,TipWdth,WetTipW,Diam,LYb,LYBeta,LYErr,ApexX,ApexY,Contrst,Sharp,Black,White,Edge
94201.1333,94200.0333,159,4.581,23.68,4.581,11.064,2.0453,2.0291,2.14E+00,0.9829,-0.3998,2.81E-03,2.1225,2.4031,250,178,5,255,108
94801.1333,94800.0333,160,4.62,23.71,4.62,11.146,2.0463,2.0392,2.14E+00,0.9824,-0.399,2.67E-03,2.1227,2.4084,251,173,4,255,108
95401.1333,95400.0333,161,4.571,23.72,4.571,11.044,2.0458,2.0317,2.14E+00,0.9828,-0.3991,2.64E-03,2.1239,2.409,251,171,4,255,108
96001.1333,96000.0333,162,4.633,23.64,4.633,11.172,2.0462,2.0352,2.14E+00,0.9823,-0.4,3.06E-03,2.1233,2.4123,251,170,4,255,108
96601.1333,96600.0333,163,4.596,23.49,4.596,11.097,2.0463,2.0354,2.14E+00,0.9816,-0.4019,3.52E-03,2.1249,2.4104,250,175,5,255,108
97201.1333,97200.0333,164,4.619,23.69,4.619,11.142,2.0459,2.0324,2.14E+00,0.9826,-0.3994,2.73E-03,2.1234,2.4074,251,177,4,255,108
97801.1333,97800.0333,165,4.616,23.68,4.616,11.137,2.0462,2.0383,2.14E+00,0.9825,-0.3995,2.68E-03,2.1238,2.4152,251,175,4,255,108
98401.1333,98400.0333,166,4.692,23.72,4.692,11.291,2.046,2.0375,2.14E+00,0.9827,-0.3989,3.37E-03,2.1244,2.4143,251,176,4,255,108
99001.1333,99000.0333,167,4.633,23.66,4.633,11.171,2.0459,2.0348,2.14E+00,0.9824,-0.3997,2.91E-03,2.123,2.4121,253,174,2,255,106
99601.1333,99600.0333,168,4.628,23.73,4.628,11.161,2.0461,2.0345,2.14E+00,0.9827,-0.3988,2.73E-03,2.124,2.4103,251,177,4,255,108
100201.1333,100200.0333,169,4.631,23.7,4.631,11.167,2.046,2.0348,2.14E+00,0.9826,-0.3993,2.96E-03,2.1244,2.4197,251,180,4,255,108
100801.1333,100800.0333,170,4.636,23.73,4.636,11.178,2.0462,2.0351,2.14E+00,0.9826,-0.3988,2.71E-03,2.124,2.4131,251,169,4,255,108
101401.1333,101400.0333,171,4.613,23.72,4.613,11.13,2.0456,2.0308,2.14E+00,0.9829,-0.3991,2.83E-03,2.1245,2.4135,251,180,4,255,108
102001.1333,102000.0333,172,4.575,23.61,4.575,11.052,2.046,2.0331,2.14E+00,0.9823,-0.4006,2.73E-03,2.1242,2.419,251,175,4,255,108
102601.1333,102600.0333,173,4.694,23.79,4.694,11.296,2.0462,2.04,2.14E+00,0.9828,-0.3979,3.74E-03,2.1236,2.4143,251,178,4,255,108
103201.1333,103200.0333,174,4.583,23.66,4.583,11.069,2.0459,2.0356,2.14E+00,0.9825,-0.3997,2.68E-03,2.1251,2.4132,253,175,2,255,106
103801.1333,103800.0333,175,4.62,23.56,4.62,11.145,2.0459,2.0402,2.14E+00,0.982,-0.4011,3.79E-03,2.1257,2.4168,251,176,4,255,108
104401.1333,104400.0333,176,4.686,23.65,4.686,11.277,2.046,2.0358,2.14E+00,0.9824,-0.3998,3.27E-03,2.1237,2.4127,255,178,0,255,105
105001.1333,105000.0333,177,4.687,22.44,4.687,11.278,2.0463,2.0366,2.14E+00,0.9765,-0.4165,2.80E-03,2.1223,2.4415,251,176,4,255,108
105601.1333,105600.0333,178,4.667,22.35,4.667,11.232,2.0466,2.0346,2.14E+00,0.9769,-0.4184,3.11E-03,2.1249,2.4496,252,177,3,255,107
106201.1333,106200.0333,179,4.756,22.71,4.756,11.41,2.0469,2.0358,2.14E+00,0.9787,-0.4133,3.02E-03,2.1272,2.4521,252,179,3,255,107
106801.1333,106800.0333,180,4.632,22.39,4.632,11.159,2.0474,2.0399,2.14E+00,0.9771,-0.4178,3.09E-03,2.1303,2.4543,251,189,4,255,108
107401.1333,107400.0333,181,4.73,22.38,4.73,11.359,2.0477,2.0386,2.14E+00,0.9769,-0.4179,3.00E-03,2.1274,2.4528,251,182,4,255,108
108001.1333,108000.0333,182,4.771,22.48,4.771,11.442,2.0477,2.04,2.14E+00,0.9773,-0.4164,2.96E-03,2.1315,2.4568,251,177,4,255,108
108601.1333,108600.0333,183,4.655,22.31,4.655,11.206,2.0485,2.0404,2.14E+00,0.9767,-0.419,2.95E-03,2.129,2.462,253,186,2,255,106
109201.1333,109200.0333,184,4.794,22.3,4.794,11.489,2.0488,2.0454,2.14E+00,0.9766,-0.4191,3.33E-03,2.1322,2.4729,254,174,1,255,106
109801.1333,109800.0333,185,4.794,22.62,4.794,11.493,2.049,2.0459,2.14E+00,0.978,-0.4144,3.63E-03,2.1317,2.4621,253,176,2,255,106
110401.1333,110400.0333,186,4.761,22.44,4.761,11.421,2.0488,2.04,2.14E+00,0.9772,-0.4171,3.03E-03,2.1314,2.4702,252,183,3,255,107
111001.1333,111000.0333,187,4.762,22.45,4.762,11.421,2.049,2.0407,2.14E+00,0.9773,-0.417,2.91E-03,2.1302,2.4701,253,176,2,255,106
111601.1333,111600.0333,188,4.731,22.46,4.731,11.362,2.049,2.0447,2.14E+00,0.9773,-0.4167,2.96E-03,2.1324,2.469,254,176,1,255,106
112201.1333,112200.0333,189,4.706,22.43,4.706,11.309,2.0485,2.0415,2.14E+00,0.9774,-0.4173,3.44E-03,2.1322,2.4768,255,188,0,255,105
112801.1333,112800.0333,190,4.742,22.45,4.742,11.38,2.0744,2.0712,2.14E+00,0.9777,-0.4173,3.38E-03,2.1348,2.4713,253,181,2,255,106
113401.1333,113400.0333,191,4.72,22.49,4.72,11.338,2.049,2.042,2.14E+00,0.9775,-0.4164,2.86E-03,2.1336,2.4734,254,177,1,255,106
114001.1333,114000.0333,192,4.721,22.45,4.721,11.34,2.0488,2.0422,2.14E+00,0.9773,-0.417,2.73E-03,2.1346,2.4739,254,177,1,255,106
114601.1333,114600.0333,193,4.698,22.35,4.698,11.293,2.0483,2.0385,2.14E+00,0.9771,-0.4187,3.25E-03,2.1322,2.4751,253,180,2,255,106
115201.1333,115200.0333,194,4.78,22.41,4.78,11.458,2.0482,2.0417,2.14E+00,0.9773,-0.4176,2.94E-03,2.1324,2.4842,253,181,2,255,106
115801.1333,115800.0333,195,4.718,22.31,4.718,11.333,2.0484,2.0402,2.14E+00,0.9768,-0.419,3.18E-03,2.1351,2.4816,255,175,0,255,105
116401.1333,116400.0333,196,4.716,22.48,4.716,11.33,2.0487,2.0424,2.14E+00,0.9775,-0.4165,2.85E-03,2.1329,2.4802,253,176,2,255,106
117001.1333,117000.0333,197,4.732,22.42,4.732,11.363,2.0486,2.0446,2.14E+00,0.9773,-0.4175,3.54E-03,2.1331,2.486,254,178,1,255,106
117601.1333,117600.0333,198,4.785,22.41,4.785,11.467,2.0484,2.0441,2.14E+00,0.9773,-0.4176,3.11E-03,2.1339,2.4858,253,173,2,255,106
118201.1333,118200.0333,199,4.783,22.61,4.783,11.463,2.0484,2.044,2.14E+00,0.9783,-0.4149,3.42E-03,2.1332,2.4855,253,173,2,255,106
118801.1333,118800.0333,200,4.647,22.27,4.647,11.189,2.0483,2.0431,2.14E+00,0.9767,-0.4197,3.05E-03,2.1381,2.4844,255,174,0,255,105
119401.1333,119400.0333,201,4.785,22.46,4.785,11.468,2.0484,2.0439,2.14E+00,0.9775,-0.4169,2.93E-03,2.1335,2.4853,253,173,2,255,106
120001.1333,120000.0333,202,4.755,22.45,4.755,11.407,2.0482,2.0472,2.14E+00,0.9775,-0.4171,3.44E-03,2.133,2.4925,254,183,1,255,106
120601.1333,120600.0333,203,4.77,22.45,4.77,11.436,2.048,2.042,2.14E+00,0.9776,-0.4173,2.95E-03,2.1337,2.4885,253,185,2,255,106
121201.1333,121200.0333,204,4.719,22.46,4.719,11.334,2.0484,2.0411,2.14E+00,0.9776,-0.417,2.78E-03,2.1354,2.4895,253,177,2,255,106
121801.1333,121800.0333,205,4.743,22.43,4.743,11.388,2.0767,2.0655,2.14E+00,0.9767,-0.4167,3.22E-03,2.1349,2.4903,252,187,3,255,107
122401.1333,122400.0333,206,4.712,22.4,4.712,11.325,2.0767,2.0632,2.14E+00,0.9766,-0.4173,2.83E-03,2.1336,2.489,251,181,4,255,108
123001.1333,123000.0333,207,4.768,22.18,4.768,11.434,2.0481,2.0409,2.14E+00,0.9761,-0.4209,3.49E-03,2.1321,2.4978,253,194,2,255,106
123601.1333,123600.0333,208,4.829,21.07,4.829,11.55,2.0494,2.0429,2.14E+00,0.9703,-0.4378,3.38E-03,2.1367,2.5284,253,175,2,255,106
124201.1333,124200.0333,209,4.83,21.12,4.83,11.55,2.0492,2.0429,2.14E+00,0.9708,-0.4372,2.81E-03,2.1369,2.5277,254,176,1,255,106
124801.1333,124800.0333,210,4.884,20.86,4.884,11.664,2.0498,2.049,2.14E+00,0.9691,-0.4411,3.75E-03,2.1396,2.5364,255,177,0,255,105
125401.1333,125400.0333,211,4.811,21.13,4.811,11.513,2.05,2.0454,2.14E+00,0.9707,-0.437,2.90E-03,2.1401,2.5383,254,177,1,255,106
126001.1333,126000.0333,212,4.801,21.11,4.801,11.491,2.0498,2.0434,2.14E+00,0.9708,-0.4374,2.85E-03,2.143,2.5429,253,177,2,255,106
126601.1333,126600.0333,213,4.86,21.14,4.86,11.612,2.0499,2.047,2.14E+00,0.9709,-0.4371,3.52E-03,2.1416,2.5446,253,193,2,255,106
127201.1333,127200.0333,214,4.865,21.05,4.865,11.622,2.0501,2.0479,2.14E+00,0.9703,-0.4383,3.28E-03,2.1448,2.5473,254,177,1,255,106
127801.1333,127800.0333,215,4.802,21.09,4.802,11.494,2.0502,2.0443,2.14E+00,0.9705,-0.4376,3.03E-03,2.1413,2.5437,255,179,0,255,105
128401.1333,128400.0333,216,4.839,21.13,4.839,11.567,2.0497,2.0422,2.14E+00,0.9709,-0.4372,2.90E-03,2.1421,2.5546,254,178,1,255,106
129001.1333,129000.0333,217,4.769,21.05,4.769,11.434,2.0785,2.0719,2.14E+00,0.9697,-0.4378,2.93E-03,2.1408,2.5514,252,175,3,255,107
129601.1333,129600.0333,218,4.743,20.97,4.743,11.376,2.0502,2.0424,2.14E+00,0.9699,-0.4397,3.20E-03,2.1446,2.5591,254,178,1,255,106
130201.1333,130200.0333,219,4.862,21.03,4.862,11.615,2.0502,2.0474,2.14E+00,0.9702,-0.4386,3.39E-03,2.1445,2.5551,254,186,1,255,106
130801.1333,130800.0333,220,4.831,21.04,4.831,11.553,2.0505,2.0459,2.14E+00,0.9701,-0.4383,2.99E-03,2.1439,2.5621,255,177,0,255,105
131401.1333,131400.0333,221,4.809,21.01,4.809,11.509,2.0503,2.0428,2.14E+00,0.97,-0.439,3.26E-03,2.1455,2.555,254,176,1,255,106
132001.1333,132000.0333,222,4.78,20.76,4.78,11.45,2.0502,2.0403,2.14E+00,0.9685,-0.4429,3.31E-03,2.1452,2.5708,255,190,0,255,105
132601.1333,132600.0333,223,4.797,21.06,4.797,11.484,2.0503,2.0435,2.14E+00,0.9703,-0.4382,3.01E-03,2.144,2.559,253,178,2,255,106
133201.1333,133200.0333,224,4.842,21.07,4.842,11.574,2.0503,2.0415,2.14E+00,0.9704,-0.4381,3.21E-03,2.1465,2.5649,255,177,0,255,105
133801.1333,133800.0333,225,4.806,21.02,4.806,11.509,2.079,2.0672,2.13E+00,0.9693,-0.4381,3.83E-03,2.1429,2.5642,251,177,4,255,108
134401.1333,134400.0333,226,4.806,21.1,4.806,11.51,2.0793,2.0652,2.13E+00,0.9698,-0.4369,2.79E-03,2.1423,2.5637,253,175,2,255,106
135001.1333,135000.0333,227,4.756,20.96,4.756,11.403,2.0503,2.0412,2.14E+00,0.9698,-0.4396,2.98E-03,2.1434,2.5719,255,180,0,255,105
135601.1333,135600.0333,228,4.804,21.29,4.804,11.5,2.0506,2.0472,2.14E+00,0.9716,-0.4346,3.37E-03,2.145,2.5703,254,190,1,255,106
136201.1333,136200.0333,229,4.771,21.02,4.771,11.433,2.0505,2.0442,2.14E+00,0.9701,-0.4387,2.90E-03,2.1424,2.5679,255,185,0,255,105
136801.1333,136800.0333,230,4.816,21.05,4.816,11.525,2.051,2.0443,2.14E+00,0.9701,-0.4381,3.11E-03,2.1443,2.5745,255,180,0,255,105
137401.1333,137400.0333,231,4.822,20.97,4.822,11.536,2.0503,2.0412,2.14E+00,0.9698,-0.4394,3.38E-03,2.1431,2.5766,253,178,2,255,106
138001.1333,138000.0333,232,4.809,21.06,4.809,11.509,2.0505,2.0423,2.14E+00,0.9703,-0.438,2.94E-03,2.1481,2.5714,254,179,1,255,106
138601.1333,138600.0333,233,4.832,20.96,4.832,11.557,2.0505,2.0433,2.14E+00,0.9697,-0.4396,3.63E-03,2.1459,2.5716,254,178,1,255,106
139201.1333,139200.0333,234,4.794,20.99,4.794,11.479,2.0504,2.0398,2.14E+00,0.9699,-0.4392,3.11E-03,2.1431,2.5756,255,180,0,255,105
139801.1333,139800.0333,235,4.851,21.07,4.851,11.597,2.0511,2.0457,2.14E+00,0.9701,-0.4378,3.18E-03,2.1442,2.5772,253,192,2,255,106
140401.1333,140400.0333,236,4.843,21.04,4.843,11.58,2.051,2.0435,2.14E+00,0.97,-0.4382,3.19E-03,2.1449,2.5747,254,182,1,255,106
141001.1333,141000.0333,237,4.848,20.01,4.848,11.591,2.0516,2.04,2.13E+00,0.9629,-0.4541,3.18E-03,2.142,2.5995,255,178,0,255,105
141601.1333,141600.0333,238,4.83,19.59,4.83,11.552,2.0527,2.046,2.13E+00,0.9607,-0.4618,3.70E-03,2.1459,2.6186,255,176,0,255,105
142201.1333,142200.0333,239,4.867,19.7,4.867,11.627,2.0536,2.0407,2.13E+00,0.9613,-0.4599,2.99E-03,2.1478,2.6211,254,179,1,255,106
142801.1333,142800.0333,240,4.894,19.67,4.894,11.68,2.0538,2.0402,2.13E+00,0.961,-0.4601,2.95E-03,2.1474,2.6218,255,184,0,255,105
143401.1333,143400.0333,241,4.871,19.72,4.871,11.636,2.081,2.0742,2.13E+00,0.9612,-0.4592,2.78E-03,2.1489,2.6312,255,177,0,255,105
144001.1333,144000.0333,242,4.888,19.63,4.888,11.668,2.0542,2.042,2.13E+00,0.9607,-0.4607,3.27E-03,2.1506,2.6286,255,177,0,255,105
144601.1333,144600.0333,243,4.806,19.65,4.806,11.503,2.0806,2.073,2.13E+00,0.961,-0.4607,2.88E-03,2.151,2.6351,253,177,2,255,106
145201.1333,145200.0333,244,4.885,19.67,4.885,11.662,2.0805,2.073,2.13E+00,0.9611,-0.4601,3.08E-03,2.1525,2.6354,251,176,4,255,108
145801.1333,145800.0333,245,4.911,19.71,4.911,11.714,2.0807,2.0729,2.13E+00,0.9614,-0.4595,3.11E-03,2.1531,2.6432,252,184,3,255,107
146401.1333,146400.0333,246,4.808,19.41,4.808,11.508,2.0808,2.0688,2.13E+00,0.9593,-0.4647,3.35E-03,2.1544,2.6445,253,175,2,255,106
147001.1333,147000.0333,247,4.843,19.68,4.843,11.58,2.0815,2.0648,2.13E+00,0.9609,-0.4599,3.08E-03,2.1552,2.6387,251,180,4,255,108
147601.1333,147600.0333,248,4.854,19.82,4.854,11.609,2.0824,2.0761,2.13E+00,0.9615,-0.4571,3.88E-03,2.1528,2.6416,253,178,2,255,106
148201.1333,148200.0333,249,4.782,19.65,4.782,11.437,2.0481,2.0367,2.14E+00,0.9631,-0.4626,3.02E-03,2.1586,2.6565,252,181,3,255,107
148801.1333,148800.0333,250,4.807,19.66,4.807,11.509,2.0822,2.0758,2.13E+00,0.9606,-0.4599,2.82E-03,2.1521,2.6532,251,179,4,255,108
149401.1333,149400.0333,251,4.825,19.64,4.825,11.545,2.0821,2.0743,2.13E+00,0.9604,-0.4603,2.90E-03,2.1518,2.6506,251,177,4,255,108
150001.1333,150000.0333,252,4.824,19.99,4.824,11.551,2.0566,2.0511,2.13E+00,0.9623,-0.454,3.99E-03,2.1501,2.647,251,177,4,255,108
150601.1333,150600.0333,253,4.846,19.61,4.846,11.589,2.0552,2.0409,2.13E+00,0.9602,-0.4608,3.46E-03,2.1507,2.6581,252,179,3,255,107
151201.1333,151200.0333,254,4.922,19.67,4.922,11.74,2.0811,2.0756,2.13E+00,0.9608,-0.4599,3.04E-03,2.1555,2.6558,253,185,2,255,106
151801.1333,151800.0333,255,4.887,19.67,4.887,11.671,2.0817,2.0697,2.13E+00,0.9607,-0.4599,2.97E-03,2.1512,2.6537,253,184,2,255,106
152401.1333,152400.0333,256,4.766,19.71,4.766,11.4,2.0734,2.0662,2.14E+00,0.9639,-0.4621,2.72E-03,2.1633,2.6666,251,178,4,255,108
153001.1333,153000.0333,257,4.758,19.74,4.758,11.388,2.0478,2.0389,2.14E+00,0.9638,-0.4612,2.87E-03,2.162,2.6643,251,178,4,255,108
153601.1333,153600.0333,258,4.808,19.68,4.808,11.508,2.0544,2.0365,2.13E+00,0.9611,-0.4599,2.58E-03,2.15,2.6689,251,177,4,255,108
154201.1333,154200.0333,259,4.841,19.67,4.841,11.578,2.055,2.0388,2.13E+00,0.9607,-0.4599,2.87E-03,2.1532,2.6639,251,179,4,255,108
154801.1333,154800.0333,260,4.81,19.59,4.81,11.519,2.056,2.0464,2.13E+00,0.9598,-0.461,3.36E-03,2.153,2.664,251,186,4,255,108
155401.1333,155400.0333,261,4.89,19.65,4.89,11.68,2.0561,2.0458,2.13E+00,0.9602,-0.4598,3.30E-03,2.1506,2.664,252,187,3,255,107
156001.1333,156000.0333,262,4.894,19.66,4.894,11.687,2.0827,2.0723,2.13E+00,0.9603,-0.4595,2.76E-03,2.1519,2.665,251,175,4,255,108
156601.1333,156600.0333,263,4.819,19.64,4.819,11.532,2.055,2.0383,2.13E+00,0.9605,-0.4605,2.79E-03,2.1522,2.6734,253,180,2,255,106
157201.1333,157200.0333,264,4.88,19.63,4.88,11.654,2.0814,2.0675,2.13E+00,0.9605,-0.4606,3.02E-03,2.1526,2.6682,251,179,4,255,108
157801.1333,157800.0333,265,4.773,19.6,4.773,11.441,2.0554,2.0427,2.13E+00,0.9602,-0.4609,2.96E-03,2.1517,2.6681,250,178,5,255,108
158401.1333,158400.0333,266,4.871,19.6,4.871,11.637,2.0551,2.0391,2.13E+00,0.9603,-0.461,3.09E-03,2.1526,2.674,255,186,0,255,105
159001.1333,159000.0333,267,4.839,19.26,4.839,11.573,2.0554,2.0386,2.13E+00,0.9577,-0.4667,2.93E-03,2.1552,2.6827,251,176,4,255,108
159601.1333,159600.0333,268,4.934,18.26,4.934,11.766,2.0564,2.0408,2.12E+00,0.9498,-0.4843,3.04E-03,2.155,2.7196,251,176,4,255,108
160201.1333,160200.0333,269,4.97,18.26,4.97,11.837,2.0572,2.0422,2.12E+00,0.9497,-0.4841,3.01E-03,2.1574,2.7224,253,178,2,255,106
160801.1333,160800.0333,270,4.979,18.32,4.979,11.857,2.058,2.0481,2.12E+00,0.9501,-0.483,2.75E-03,2.1579,2.7247,253,177,2,255,106
161401.1333,161400.0333,271,4.975,18.3,4.975,11.849,2.0575,2.0467,2.12E+00,0.9501,-0.4833,2.76E-03,2.1629,2.7316,251,176,4,255,108
162001.1333,162000.0333,272,4.949,18.25,4.949,11.797,2.0577,2.045,2.12E+00,0.9498,-0.4843,3.09E-03,2.1625,2.7324,253,176,2,255,106
162601.1333,162600.0333,273,4.992,18.27,4.992,11.883,2.0578,2.0502,2.12E+00,0.9498,-0.4839,2.96E-03,2.1614,2.7376,251,177,4,255,108
163201.1333,163200.0333,274,4.952,18.25,4.952,11.801,2.0575,2.047,2.12E+00,0.9498,-0.4843,3.07E-03,2.1631,2.7412,253,187,2,255,106
163801.1333,163800.0333,275,4.978,18.26,4.978,11.854,2.058,2.0474,2.12E+00,0.9497,-0.4841,3.19E-03,2.1639,2.7413,251,189,4,255,108
164401.1333,164400.0333,276,4.947,18.23,4.947,11.79,2.0568,2.0462,2.12E+00,0.9498,-0.4849,3.12E-03,2.1626,2.7565,253,191,2,255,106
165001.1333,165000.0333,277,4.979,18.28,4.979,11.855,2.057,2.0478,2.12E+00,0.9501,-0.484,3.49E-03,2.1676,2.7495,253,195,2,255,106
165601.1333,165600.0333,278,4.878,18.19,4.878,11.652,2.0575,2.0528,2.12E+00,0.9494,-0.4855,3.07E-03,2.1644,2.7516,251,180,4,255,108
166201.1333,166200.0333,279,4.938,18.21,4.938,11.773,2.0573,2.0474,2.12E+00,0.9496,-0.4852,3.27E-03,2.1649,2.754,251,185,4,255,108
166801.1333,166800.0333,280,4.978,18.27,4.978,11.851,2.0572,2.0508,2.12E+00,0.95,-0.4842,3.06E-03,2.1659,2.7575,253,188,2,255,106
167401.1333,167400.0333,281,4.915,18.19,4.915,11.73,2.0851,2.0729,2.12E+00,0.949,-0.4853,3.40E-03,2.1605,2.7557,251,194,4,255,108
168001.1333,168000.0333,282,4.955,18.28,4.955,11.808,2.0569,2.047,2.12E+00,0.9501,-0.484,2.72E-03,2.1641,2.7586,251,177,4,255,108
168601.1333,168600.0333,283,4.995,18.27,4.995,11.887,2.0573,2.0502,2.12E+00,0.95,-0.484,2.89E-03,2.1643,2.7632,251,187,4,255,108
169201.1333,169200.0333,284,4.892,18.22,4.892,11.679,2.0569,2.0534,2.12E+00,0.9498,-0.4852,3.22E-03,2.1658,2.7634,253,190,2,255,106
169801.1333,169800.0333,285,4.964,18.27,4.964,11.824,2.057,2.0492,2.12E+00,0.9501,-0.4842,3.02E-03,2.167,2.7614,251,177,4,255,108
170401.1333,170400.0333,286,4.856,18.24,4.856,11.605,2.0566,2.0481,2.12E+00,0.9501,-0.485,2.96E-03,2.1653,2.7684,252,179,3,255,107
171001.1333,171000.0333,287,4.932,18.2,4.932,11.761,2.0569,2.0522,2.12E+00,0.9496,-0.4855,3.22E-03,2.1659,2.7686,253,180,2,255,106
171601.1333,171600.0333,288,4.984,18.23,4.984,11.864,2.0569,2.0515,2.12E+00,0.9497,-0.485,3.40E-03,2.1666,2.7685,253,179,2,255,106
172201.1333,172200.0333,289,4.915,18.25,4.915,11.724,2.0567,2.0532,2.12E+00,0.9501,-0.4847,2.99E-03,2.1675,2.7704,253,182,2,255,106
172801.1333,172800.0333,290,5.012,18.31,5.012,11.919,2.0565,2.052,2.12E+00,0.9505,-0.4836,2.74E-03,2.1661,2.7758,252,178,3,255,107
173401.1333,173400.0333,291,4.996,18.26,4.996,11.887,2.0566,2.0495,2.12E+00,0.9501,-0.4845,3.50E-03,2.1694,2.7711,252,178,3,255,107
174001.1333,174000.0333,292,4.898,18.21,4.898,11.691,2.0567,2.0541,2.12E+00,0.9497,-0.4854,3.14E-03,2.1663,2.774,253,195,2,255,106
174601.1333,174600.0333,293,5.002,18.3,5.002,11.898,2.0567,2.0507,2.12E+00,0.9504,-0.4837,2.92E-03,2.1658,2.7726,253,179,2,255,106
175201.1333,175200.0333,294,4.986,18.32,4.986,11.865,2.0566,2.047,2.12E+00,0.9506,-0.4834,2.92E-03,2.1665,2.7672,251,180,4,255,108
175801.1333,175800.0333,295,4.934,18.25,4.934,11.762,2.0566,2.0532,2.12E+00,0.9501,-0.4846,3.06E-03,2.169,2.7764,251,180,4,255,108
176401.1333,176400.0333,296,4.943,18.2,4.943,11.783,2.0567,2.0531,2.12E+00,0.9496,-0.4856,3.45E-03,2.1645,2.7806,252,188,3,255,107
177001.1333,177000.0333,297,5.053,16.84,5.053,12.011,2.0577,2.0496,2.11E+00,0.9365,-0.5102,3.23E-03,2.1664,2.8214,253,187,2,255,106
177601.1333,177600.0333,298,5.115,16.82,5.115,12.134,2.0583,2.053,2.11E+00,0.9364,-0.5108,3.23E-03,2.1698,2.8402,251,185,4,255,108
178201.1333,178200.0333,299,5.104,16.86,5.104,12.112,2.0586,2.056,2.11E+00,0.9367,-0.51,3.40E-03,2.1712,2.8442,251,189,4,255,108
178801.1333,178800.0333,300,5.04,16.82,5.04,11.986,2.0588,2.0564,2.11E+00,0.9363,-0.5109,3.33E-03,2.1731,2.8413,253,177,2,255,106
179401.1333,179400.0333,301,5.132,16.86,5.132,12.171,2.0589,2.0576,2.11E+00,0.9367,-0.51,3.42E-03,2.1731,2.8528,252,191,3,255,107
180001.1333,180000.0333,302,5.042,17.05,5.042,11.989,2.059,2.0521,2.11E+00,0.9384,-0.5062,3.66E-03,2.1788,2.8586,251,180,4,255,108
180601.1333,180600.0333,303,5.036,16.81,5.036,11.977,2.0594,2.0507,2.11E+00,0.9362,-0.5109,3.11E-03,2.1782,2.857,252,180,3,255,107
181201.1333,181200.0333,304,5.023,16.77,5.023,11.949,2.0589,2.0491,2.11E+00,0.9359,-0.5119,3.48E-03,2.177,2.8611,253,185,2,255,106
181801.1333,181800.0333,305,5.104,17.05,5.104,12.115,2.0593,2.0526,2.11E+00,0.9385,-0.5061,3.73E-03,2.1756,2.8617,253,192,2,255,106
182401.1333,182400.0333,306,4.962,16.79,4.962,11.828,2.0593,2.0516,2.11E+00,0.936,-0.5115,2.99E-03,2.1788,2.8666,252,179,3,255,107
183001.1333,183000.0333,307,5.028,16.8,5.028,11.962,2.0595,2.0498,2.11E+00,0.936,-0.511,3.22E-03,2.1787,2.8714,252,190,3,255,107
183601.1333,183600.0333,308,5.084,16.85,5.084,12.074,2.0595,2.0511,2.11E+00,0.9365,-0.5101,3.23E-03,2.1768,2.8719,253,182,2,255,106
184201.1333,184200.0333,309,5.067,16.78,5.067,12.04,2.0595,2.0478,2.11E+00,0.9358,-0.5114,3.30E-03,2.1753,2.8759,252,180,3,255,107
184801.1333,184800.0333,310,5.037,16.78,5.037,11.982,2.0603,2.0538,2.11E+00,0.9356,-0.5112,3.36E-03,2.1767,2.8749,252,179,3,255,107
185401.1333,185400.0333,311,4.976,16.77,4.976,11.858,2.0596,2.0495,2.11E+00,0.9358,-0.5117,3.15E-03,2.1747,2.8718,252,181,3,255,107
186001.1333,186000.0333,312,5.039,16.78,5.039,11.985,2.0601,2.0519,2.11E+00,0.9356,-0.5112,3.38E-03,2.175,2.8758,253,185,2,255,106
186601.1333,186600.0333,313,5.08,16.79,5.08,12.068,2.06,2.0507,2.11E+00,0.9358,-0.511,3.23E-03,2.1783,2.8803,253,179,2,255,106
187201.1333,187200.0333,314,5.027,16.78,5.027,11.961,2.0595,2.0457,2.11E+00,0.9359,-0.5114,3.43E-03,2.18,2.8796,253,180,2,255,106
187801.1333,187800.0333,315,5.025,16.8,5.025,11.956,2.0601,2.0501,2.11E+00,0.9359,-0.5109,3.23E-03,2.1784,2.8789,253,180,2,255,106
188401.1333,188400.0333,316,5.029,16.78,5.029,11.967,2.0601,2.0463,2.11E+00,0.9356,-0.5113,3.34E-03,2.1766,2.8812,253,179,2,255,106
189001.1333,189000.0333,317,5.062,16.78,5.062,12.033,2.0604,2.0542,2.11E+00,0.9356,-0.5111,3.50E-03,2.174,2.883,252,179,3,255,107
189601.1333,189600.0333,318,5.019,16.75,5.019,11.947,2.0606,2.0486,2.11E+00,0.9353,-0.5117,3.44E-03,2.1749,2.8867,253,179,2,255,106
190201.1333,190200.0333,319,4.989,16.8,4.989,11.881,2.0858,2.0785,2.11E+00,0.9362,-0.5115,3.21E-03,2.1807,2.8913,252,194,3,255,107
190801.1333,190800.0333,320,5.112,16.81,5.112,12.134,2.0872,2.0834,2.11E+00,0.9358,-0.5105,3.33E-03,2.1783,2.8818,250,177,5,255,108
191401.1333,191400.0333,321,5.04,16.81,5.04,11.988,2.0873,2.0796,2.11E+00,0.9357,-0.5105,3.06E-03,2.175,2.884,251,185,4,255,108
192001.1333,192000.0333,322,5.098,16.83,5.098,12.104,2.087,2.0793,2.11E+00,0.9361,-0.5101,3.09E-03,2.1761,2.8852,251,189,4,255,108
