Run,Graph,Index,Y_Axis          Y2_Axis,Data            Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data
Secs,Secs,,PndVol,IFT,PndVol,PndArea,TipWdth,WetTipW,Diam,LYb,LYBeta,LYErr,ApexX,ApexY,Contrst,Sharp,Black,White,Edge
192601.1333,192600.0333,323,5.031,16.78,5.031,11.976,2.0616,2.051,2.11E+00,0.9352,-0.5108,3.58E-03,2.1736,2.8824,249,180,6,255,109
193201.1333,193200.0333,324,4.977,16.82,4.977,11.861,2.0867,2.0773,2.11E+00,0.9361,-0.5106,2.96E-03,2.1783,2.8883,253,178,2,255,106
193801.1333,193800.0333,325,5.034,16.83,5.034,11.977,2.0873,2.0782,2.11E+00,0.9361,-0.5103,3.15E-03,2.1751,2.8901,254,180,1,255,106
194401.1333,194400.0333,326,5.044,16.81,5.044,11.998,2.0606,2.047,2.11E+00,0.9357,-0.5105,3.80E-03,2.1806,2.8938,249,179,6,255,109
195001.1333,195000.0333,327,5.12,16,5.12,12.163,2.0865,2.0808,2.10E+00,0.9264,-0.5256,3.69E-03,2.1735,2.9147,251,177,4,255,108
195601.1333,195600.0333,328,5.21,15.41,5.21,12.355,2.088,2.0819,2.09E+00,0.9188,-0.5369,2.94E-03,2.1815,2.9607,251,190,4,255,108
196201.1333,196200.0333,329,5.119,15.35,5.119,12.179,2.0637,2.0518,2.09E+00,0.9176,-0.5374,3.01E-03,2.1809,2.9676,249,192,6,255,109
196801.1333,196800.0333,330,5.152,15.37,5.152,12.241,2.0626,2.0471,2.09E+00,0.9181,-0.5375,3.42E-03,2.1856,2.9764,250,189,5,255,108
197401.1333,197400.0333,331,5.148,15.32,5.148,12.235,2.0634,2.0546,2.09E+00,0.9172,-0.5381,3.43E-03,2.1848,2.9772,249,180,6,255,109
198001.1333,198000.0333,332,5.068,15.29,5.068,12.076,2.0641,2.0553,2.09E+00,0.9168,-0.5388,3.46E-03,2.1869,2.9771,253,181,2,255,106
198601.1333,198600.0333,333,5.11,15.34,5.11,12.159,2.0636,2.0494,2.09E+00,0.9175,-0.5379,3.05E-03,2.1893,2.9809,251,180,4,255,108
199201.1333,199200.0333,334,5.167,15.38,5.167,12.271,2.0631,2.0525,2.09E+00,0.9181,-0.5371,3.10E-03,2.1897,2.9898,251,180,4,255,108
199801.1333,199800.0333,335,5.114,15.31,5.114,12.168,2.0636,2.0522,2.09E+00,0.9172,-0.5383,3.26E-03,2.1884,2.9913,249,178,6,255,109
200401.1333,200400.0333,336,5.123,15.32,5.123,12.188,2.0641,2.0597,2.09E+00,0.9172,-0.5379,3.69E-03,2.1868,2.9936,251,197,4,255,108
201001.1333,201000.0333,337,5.065,15.32,5.065,12.071,2.064,2.0593,2.09E+00,0.9172,-0.5382,3.70E-03,2.1894,2.9923,249,192,6,255,109
201601.1333,201600.0333,338,5.111,15.33,5.111,12.163,2.064,2.0582,2.09E+00,0.9172,-0.5379,3.67E-03,2.1874,2.9906,249,184,6,255,109
202201.1333,202200.0333,339,5.199,15.36,5.199,12.34,2.0634,2.0584,2.09E+00,0.9178,-0.5373,3.28E-03,2.186,3.001,251,192,4,255,108
202801.1333,202800.0333,340,5.13,15.33,5.13,12.199,2.0631,2.0556,2.09E+00,0.9174,-0.5381,3.58E-03,2.1915,3.005,249,180,6,255,109
203401.1333,203400.0333,341,5.004,15.3,5.004,11.944,2.0626,2.0506,2.09E+00,0.9174,-0.539,3.42E-03,2.1872,3.0055,249,196,6,255,109
204001.1333,204000.0333,342,5.007,15.3,5.007,11.952,2.0631,2.0555,2.09E+00,0.9172,-0.5389,3.10E-03,2.1913,3.0068,249,179,6,255,109
204601.1333,204600.0333,343,5.068,15.33,5.068,12.074,2.0633,2.0585,2.09E+00,0.9175,-0.5381,3.23E-03,2.1872,3.009,249,190,6,255,109
205201.1333,205200.0333,344,4.966,15.31,4.966,11.87,2.0635,2.0533,2.09E+00,0.9172,-0.5386,2.98E-03,2.1897,3.0023,249,191,6,255,109
205801.1333,205800.0333,345,5.068,15.35,5.068,12.072,2.0631,2.0569,2.09E+00,0.9178,-0.5378,3.01E-03,2.1929,3.0082,249,179,6,255,109
206401.1333,206400.0333,346,5.155,15.38,5.155,12.249,2.0632,2.0585,2.09E+00,0.9179,-0.5371,3.21E-03,2.1918,3.0117,249,191,6,255,109
207001.1333,207000.0333,347,4.969,15.29,4.969,11.875,2.0634,2.0536,2.09E+00,0.9171,-0.5391,3.02E-03,2.1895,3.0115,251,189,4,255,108
207601.1333,207600.0333,348,4.986,15.29,4.986,11.91,2.063,2.0559,2.09E+00,0.917,-0.5391,3.14E-03,2.1914,3.0088,249,180,6,255,109
208201.1333,208200.0333,349,5.159,15.34,5.159,12.257,2.0628,2.0556,2.09E+00,0.9177,-0.5379,3.27E-03,2.1924,3.0133,250,178,5,255,108
208801.1333,208800.0333,350,5.202,15.37,5.202,12.346,2.0632,2.0576,2.09E+00,0.9179,-0.5371,3.17E-03,2.188,3.0102,251,188,4,255,108
209401.1333,209400.0333,351,5.085,15.36,5.085,12.109,2.0637,2.0602,2.09E+00,0.9178,-0.5375,3.32E-03,2.1884,3.0144,250,182,5,255,108
210001.1333,210000.0333,352,5.17,15.37,5.17,12.275,2.0623,2.0528,2.09E+00,0.9182,-0.5375,3.59E-03,2.1918,3.0162,251,195,4,255,108
210601.1333,210600.0333,353,4.93,15.24,4.93,11.8,2.0909,2.0888,2.09E+00,0.9163,-0.54,3.61E-03,2.1882,3.017,251,180,4,255,108
211201.1333,211200.0333,354,5.131,15.35,5.131,12.198,2.0625,2.0542,2.09E+00,0.9178,-0.5378,3.26E-03,2.1884,3.0205,251,179,4,255,108
211801.1333,211800.0333,355,5.116,15.33,5.116,12.167,2.0624,2.0571,2.09E+00,0.9177,-0.5384,3.56E-03,2.1902,3.024,251,179,4,255,108
212401.1333,212400.0333,356,5.261,13.92,5.261,12.516,2.0638,2.057,2.06E+00,0.895,-0.5638,3.34E-03,2.1912,3.1014,249,194,6,255,109
213001.1333,213000.0333,357,5.072,13.81,5.072,12.138,2.0643,2.0568,2.06E+00,0.8935,-0.5665,3.69E-03,2.1978,3.1175,250,179,5,255,108
213601.1333,213600.0333,358,5.274,13.88,5.274,12.544,2.0653,2.06,2.06E+00,0.8942,-0.5645,3.31E-03,2.1979,3.1149,251,183,4,255,108
214201.1333,214200.0333,359,5.34,13.84,5.34,12.682,2.0652,2.0619,2.06E+00,0.8937,-0.5654,3.49E-03,2.2006,3.1282,249,192,6,255,109
214801.1333,214800.0333,360,5.258,13.83,5.258,12.511,2.065,2.0578,2.06E+00,0.8935,-0.5659,3.30E-03,2.2007,3.1347,251,192,4,255,108
215401.1333,215400.0333,361,5.232,13.83,5.232,12.458,2.065,2.0583,2.06E+00,0.8937,-0.5658,3.15E-03,2.2014,3.1341,250,188,5,255,108
216001.1333,216000.0333,362,5.171,13.8,5.171,12.338,2.065,2.0585,2.06E+00,0.8932,-0.5665,3.76E-03,2.2035,3.1331,249,183,6,255,109
216601.1333,216600.0333,363,5.326,13.86,5.326,12.652,2.0656,2.061,2.06E+00,0.8938,-0.5651,3.27E-03,2.2016,3.1398,250,186,5,255,108
217201.1333,217200.0333,364,5.306,13.86,5.306,12.611,2.0651,2.0577,2.06E+00,0.8939,-0.565,3.22E-03,2.2047,3.1423,251,188,4,255,108
217801.1333,217800.0333,365,5.227,13.82,5.227,12.45,2.0652,2.0565,2.06E+00,0.8933,-0.5659,3.53E-03,2.2019,3.1426,249,189,6,255,109
218401.1333,218400.0333,366,4.913,13.75,4.913,11.825,2.066,2.0576,2.06E+00,0.8924,-0.5678,3.32E-03,2.203,3.151,251,192,4,255,108
219001.1333,219000.0333,367,4.842,13.72,4.842,11.683,2.0658,2.0611,2.06E+00,0.8922,-0.5686,3.57E-03,2.2029,3.1453,251,179,4,255,108
219601.1333,219600.0333,368,4.883,13.71,4.883,11.765,2.0658,2.0556,2.06E+00,0.892,-0.5686,3.49E-03,2.2032,3.1503,249,193,6,255,109
220201.1333,220200.0333,369,5.295,13.85,5.295,12.592,2.0661,2.0565,2.06E+00,0.8936,-0.5648,3.20E-03,2.2004,3.1558,250,185,5,255,108
220801.1333,220800.0333,370,5.186,13.83,5.186,12.372,2.0659,2.0633,2.06E+00,0.8934,-0.5655,3.55E-03,2.2031,3.1542,251,180,4,255,108
221401.1333,221400.0333,371,5.272,13.83,5.272,12.542,2.0659,2.0574,2.06E+00,0.8933,-0.5655,3.56E-03,2.2027,3.1578,251,180,4,255,108
222001.1333,222000.0333,372,4.812,13.71,4.812,11.622,2.0655,2.0544,2.06E+00,0.8922,-0.5689,3.51E-03,2.2021,3.1522,251,195,4,255,108
222601.1333,222600.0333,373,5.301,13.85,5.301,12.605,2.0662,2.0585,2.06E+00,0.8936,-0.5649,3.42E-03,2.2032,3.1581,251,187,4,255,108
223201.1333,223200.0333,374,5.271,13.84,5.271,12.541,2.066,2.0577,2.06E+00,0.8934,-0.5652,3.35E-03,2.2034,3.157,251,179,4,255,108
223801.1333,223800.0333,375,5.246,13.82,5.246,12.492,2.0664,2.0527,2.06E+00,0.8931,-0.5656,3.34E-03,2.2046,3.1659,250,191,5,255,108
224401.1333,224400.0333,376,5.207,13.82,5.207,12.413,2.0661,2.0558,2.06E+00,0.8932,-0.5657,3.46E-03,2.203,3.1614,251,187,4,255,108
225001.1333,225000.0333,377,5.245,13.8,5.245,12.491,2.0667,2.0582,2.06E+00,0.8927,-0.566,3.70E-03,2.2038,3.1658,249,182,6,255,109
225601.1333,225600.0333,378,5.184,13.8,5.184,12.369,2.0665,2.0538,2.06E+00,0.8928,-0.566,3.45E-03,2.2021,3.1628,251,182,4,255,108
226201.1333,226200.0333,379,5.276,13.82,5.276,12.553,2.0661,2.0577,2.06E+00,0.8931,-0.5656,3.31E-03,2.2023,3.1586,249,182,6,255,109
226801.1333,226800.0333,380,4.953,13.73,4.953,11.905,2.0661,2.0515,2.06E+00,0.8921,-0.568,3.49E-03,2.2045,3.164,251,181,4,255,108
227401.1333,227400.0333,381,5.293,13.83,5.293,12.589,2.0664,2.0583,2.06E+00,0.8931,-0.5654,3.85E-03,2.2013,3.1653,251,178,4,255,108
228001.1333,228000.0333,382,5.299,13.83,5.299,12.601,2.0665,2.0594,2.06E+00,0.8931,-0.5653,3.73E-03,2.2013,3.1671,251,178,4,255,108
228601.1333,228600.0333,383,4.896,13.75,4.896,11.791,2.0665,2.0554,2.06E+00,0.8925,-0.5676,3.35E-03,2.2028,3.162,253,180,2,255,106
229201.1333,229200.0333,384,5.257,13.86,5.257,12.513,2.0661,2.0567,2.06E+00,0.8937,-0.5648,3.43E-03,2.2045,3.1602,250,198,5,255,108
229801.1333,229800.0333,385,5.197,13.82,5.197,12.393,2.0663,2.0548,2.06E+00,0.8932,-0.5656,3.53E-03,2.2009,3.166,249,193,6,255,109
230401.1333,230400.0333,386,5.174,13.82,5.174,12.35,2.094,2.0882,2.06E+00,0.893,-0.5653,3.63E-03,2.2008,3.1679,249,186,6,255,109
231001.1333,231000.0333,387,5.275,13.85,5.275,12.552,2.0665,2.0544,2.06E+00,0.8935,-0.5649,3.61E-03,2.202,3.1668,251,193,4,255,108
231601.1333,231600.0333,388,4.925,12.6,4.925,11.938,2.0934,2.0853,2.02E+00,0.8679,-0.5859,3.18E-03,2.203,3.2574,252,183,3,255,107
232201.1333,232200.0333,389,5.145,12.56,5.145,12.392,2.0938,2.0844,2.02E+00,0.8662,-0.5855,3.42E-03,2.2066,3.2755,250,177,5,255,108
232801.1333,232800.0333,390,5.676,12.43,5.676,13.489,2.0724,2.0667,2.03E+00,0.8627,-0.5866,3.79E-03,2.2024,3.284,251,181,4,255,108
233401.1333,233400.0333,391,5.713,12.3,5.713,13.588,2.0726,2.0665,2.03E+00,0.8589,-0.5879,3.61E-03,2.2053,3.2978,251,177,4,255,108
234001.1333,234000.0333,392,5.685,12.26,5.685,13.538,2.0742,2.069,2.03E+00,0.8579,-0.5882,3.72E-03,2.206,3.3098,251,199,4,255,108
234601.1333,234600.0333,393,5.694,12.24,5.694,13.554,2.0736,2.0687,2.03E+00,0.8577,-0.5889,3.84E-03,2.2072,3.3032,253,190,2,255,106
235201.1333,235200.0333,394,5.748,12.25,5.748,13.671,2.0766,2.0674,2.03E+00,0.8571,-0.588,3.65E-03,2.2028,3.3146,253,181,2,255,106
235801.1333,235800.0333,395,5.667,12.23,5.667,13.505,2.0748,2.0683,2.03E+00,0.8572,-0.5889,4.07E-03,2.2074,3.313,251,192,4,255,108
236401.1333,236400.0333,396,5.689,12.25,5.689,13.551,2.0753,2.068,2.03E+00,0.8575,-0.5882,3.55E-03,2.2074,3.3115,251,183,4,255,108
237001.1333,237000.0333,397,5.671,12.25,5.671,13.513,2.0755,2.0691,2.03E+00,0.8574,-0.5883,3.77E-03,2.2064,3.3141,252,182,3,255,107
237601.1333,237600.0333,398,5.735,12.23,5.735,13.65,2.078,2.0663,2.03E+00,0.8565,-0.5879,3.54E-03,2.2035,3.3201,251,184,4,255,108
238201.1333,238200.0333,399,5.707,12.22,5.707,13.593,2.0771,2.0676,2.03E+00,0.8566,-0.5883,4.30E-03,2.204,3.3195,252,178,3,255,107
238801.1333,238800.0333,400,5.662,12.23,5.662,13.501,2.0761,2.0679,2.03E+00,0.8569,-0.5883,3.73E-03,2.2054,3.3214,253,197,2,255,106
239401.1333,239400.0333,401,5.682,12.24,5.682,13.541,2.0766,2.0678,2.03E+00,0.857,-0.588,3.64E-03,2.2054,3.3187,253,191,2,255,106
240001.1333,240000.0333,402,5.653,12.23,5.653,13.484,2.0775,2.0681,2.03E+00,0.8566,-0.5882,3.95E-03,2.2032,3.327,253,198,2,255,106
240601.1333,240600.0333,403,5.685,12.23,5.685,13.546,2.0771,2.068,2.03E+00,0.8569,-0.5882,3.55E-03,2.2065,3.3195,251,182,4,255,108
241201.1333,241200.0333,404,5.389,12.23,5.389,12.958,2.0777,2.0681,2.01E+00,0.8567,-0.5879,3.65E-03,2.2055,3.3275,253,182,2,255,106
241801.1333,241800.0333,405,5.666,12.26,5.666,13.51,2.0772,2.0675,2.03E+00,0.8573,-0.5875,3.33E-03,2.2062,3.3211,251,182,4,255,108
242401.1333,242400.0333,406,5.679,12.23,5.679,13.54,2.0781,2.0679,2.03E+00,0.8566,-0.5879,3.65E-03,2.2047,3.327,252,180,3,255,107
243001.1333,243000.0333,407,5.679,12.19,5.679,13.542,2.0785,2.0672,2.03E+00,0.8557,-0.5887,3.73E-03,2.2021,3.3279,251,182,4,255,108
243601.1333,243600.0333,408,5.706,12.22,5.706,13.596,2.0795,2.0673,2.03E+00,0.8562,-0.5878,3.56E-03,2.2027,3.3283,253,179,2,255,106
244201.1333,244200.0333,409,5.724,12.23,5.724,13.637,2.079,2.065,2.03E+00,0.8562,-0.5875,3.59E-03,2.2073,3.3243,253,179,2,255,106
244801.1333,244800.0333,410,5.673,12.18,5.673,13.535,2.0794,2.0668,2.03E+00,0.8553,-0.5887,3.69E-03,2.204,3.3357,253,181,2,255,106
245401.1333,245400.0333,411,5.687,12.21,5.687,13.56,2.0793,2.0676,2.03E+00,0.8559,-0.588,3.90E-03,2.2064,3.3316,253,191,2,255,106
246001.1333,246000.0333,412,5.664,12.2,5.664,13.511,2.0786,2.068,2.03E+00,0.856,-0.5887,3.83E-03,2.2043,3.331,252,182,3,255,107
246601.1333,246600.0333,413,5.655,12.22,5.655,13.493,2.0782,2.068,2.03E+00,0.8565,-0.5881,3.87E-03,2.2034,3.3289,253,198,2,255,106
247201.1333,247200.0333,414,5.686,12.23,5.686,13.557,2.0789,2.0664,2.03E+00,0.8565,-0.5877,3.80E-03,2.2047,3.3299,252,184,3,255,107
247801.1333,247800.0333,415,5.672,12.22,5.672,13.528,2.0782,2.0671,2.03E+00,0.8563,-0.5881,3.73E-03,2.2061,3.3345,251,195,4,255,108
248401.1333,248400.0333,416,5.377,12.19,5.377,12.936,2.0785,2.0678,2.01E+00,0.8557,-0.5888,4.10E-03,2.204,3.3333,252,195,3,255,107
249001.1333,249000.0333,417,5.657,12.25,5.657,13.493,2.1033,2.095,2.03E+00,0.8572,-0.5879,3.73E-03,2.2071,3.336,253,180,2,255,106
249601.1333,249600.0333,418,5.641,12.23,5.641,13.473,2.08,2.0671,2.03E+00,0.8561,-0.5873,3.65E-03,2.2022,3.3343,252,178,3,255,107
250201.1333,250200.0333,419,5.418,12.22,5.418,13.023,2.0785,2.0675,2.02E+00,0.8562,-0.5878,3.76E-03,2.2051,3.3294,253,184,2,255,106
250801.1333,250800.0333,420,5.635,12.18,5.635,13.456,2.0792,2.07E+00,2.03E+00,0.8555,-0.5887,4.05E-03,2.2051,3.3393,251,193,4,255,108
251401.1333,251400.0333,421,5.673,12.14,5.673,13.533,2.0793,2.07E+00,2.03E+00,0.8547,-0.5897,4.60E-03,2.2049,3.3376,255,210,0,255,105
252001.1333,252000.0333,422,5.133,14.63,5.133,12.243,2.0923,2.0885,2.08E+00,0.9058,-0.5496,3.49E-03,2.2173,3.185,250,179,5,255,108
252601.1333,252600.0333,423,5.039,14.66,5.039,12.052,2.0914,2.0862,2.08E+00,0.9063,-0.5491,3.08E-03,2.2117,3.1706,251,182,4,255,108
253201.1333,253200.0333,424,5.113,14.68,5.113,12.2,2.0906,2.0832,2.08E+00,0.9066,-0.5486,3.18E-03,2.2137,3.1609,250,182,5,255,108
253801.1333,253800.0333,425,5.142,14.7,5.142,12.26,2.0907,2.0847,2.08E+00,0.9067,-0.5482,3.13E-03,2.2102,3.1538,250,181,5,255,108
254401.1333,254400.0333,426,5.145,14.69,5.145,12.265,2.0908,2.0863,2.08E+00,0.9066,-0.5483,3.39E-03,2.2112,3.1467,249,180,6,255,109
255001.1333,255000.0333,427,5.158,14.71,5.158,12.29,2.0907,2.0834,2.08E+00,0.9068,-0.5479,3.32E-03,2.2099,3.1425,249,192,6,255,109
255601.1333,255600.0333,428,5.225,14.73,5.225,12.431,2.0909,2.0811,2.08E+00,0.907,-0.5473,3.28E-03,2.2101,3.139,249,186,6,255,109
256201.1333,256200.0333,429,5.238,14.72,5.238,12.458,2.0905,2.0838,2.08E+00,0.9069,-0.5477,3.41E-03,2.2147,3.1434,250,181,5,255,108
256801.1333,256800.0333,430,5.243,14.72,5.243,12.474,2.0911,2.0854,2.08E+00,0.9068,-0.5474,3.30E-03,2.2094,3.129,249,182,6,255,109
257401.1333,257400.0333,431,5.172,14.71,5.172,12.32,2.0912,2.0826,2.08E+00,0.9067,-0.5477,3.30E-03,2.2092,3.1305,249,185,6,255,109
258001.1333,258000.0333,432,5.223,14.68,5.223,12.43,2.0645,2.0562,2.08E+00,0.9063,-0.5481,3.61E-03,2.2113,3.1317,251,178,4,255,108
258601.1333,258600.0333,433,5.135,14.68,5.135,12.248,2.0646,2.0521,2.08E+00,0.9064,-0.5483,3.30E-03,2.209,3.1281,251,189,4,255,108
259201.1333,259200.0333,434,5.131,14.69,5.131,12.238,2.0639,2.0564,2.08E+00,0.9066,-0.5483,3.40E-03,2.2108,3.1179,249,181,6,255,109
259801.1333,259800.0333,435,5.157,14.69,5.157,12.289,2.0641,2.051,2.08E+00,0.9065,-0.5483,3.43E-03,2.2092,3.1264,251,183,4,255,108
260401.1333,260400.0333,436,5.122,14.69,5.122,12.222,2.0644,2.0562,2.08E+00,0.9065,-0.5482,3.62E-03,2.2114,3.124,250,178,5,255,108
261001.1333,261000.0333,437,5.159,14.62,5.159,12.294,2.0643,2.0566,2.08E+00,0.9057,-0.5499,3.98E-03,2.211,3.1201,255,211,0,255,105
261601.1333,261600.0333,438,5.094,16.86,5.094,12.122,2.0609,2.0564,2.11E+00,0.9347,-0.5077,3.34E-03,2.208,3.016,251,182,4,255,108
262201.1333,262200.0333,439,4.91,16.87,4.91,11.743,2.0593,2.0516,2.11E+00,0.935,-0.5077,3.24E-03,2.2024,2.9984,251,185,4,255,108
262801.1333,262800.0333,440,5.024,16.91,5.024,11.976,2.0596,2.0538,2.11E+00,0.935,-0.5067,3.25E-03,2.1993,2.9862,251,180,4,255,108
263401.1333,263400.0333,441,5.001,16.9,5.001,11.927,2.0589,2.0567,2.11E+00,0.9351,-0.5069,3.19E-03,2.1969,2.9869,250,183,5,255,108
264001.1333,264000.0333,442,4.939,16.89,4.939,11.802,2.0586,2.0505,2.11E+00,0.9352,-0.5075,3.30E-03,2.1954,2.9832,251,189,4,255,108
264601.1333,264600.0333,443,5.051,16.89,5.051,12.029,2.0588,2.0565,2.11E+00,0.935,-0.5071,3.54E-03,2.1948,2.9783,251,177,4,255,108
265201.1333,265200.0333,444,5.047,16.9,5.047,12.024,2.0592,2.0551,2.11E+00,0.9349,-0.5068,3.52E-03,2.1978,2.9692,252,180,3,255,107
265801.1333,265800.0333,445,5.027,16.93,5.027,11.982,2.0594,2.0513,2.11E+00,0.9352,-0.5062,3.11E-03,2.1927,2.9623,251,175,4,255,108
266401.1333,266400.0333,446,5.053,16.94,5.053,12.034,2.0591,2.0511,2.11E+00,0.9353,-0.5061,3.16E-03,2.1942,2.9617,251,181,4,255,108
267001.1333,267000.0333,447,4.99,16.9,4.99,11.908,2.0593,2.0502,2.11E+00,0.935,-0.5068,3.18E-03,2.1917,2.9586,251,176,4,255,108
267601.1333,267600.0333,448,4.996,16.85,4.996,11.922,2.0597,2.0543,2.11E+00,0.9343,-0.5077,3.65E-03,2.1907,2.9535,251,198,4,255,108
268201.1333,268200.0333,449,5.019,16.9,5.019,11.966,2.0597,2.0504,2.11E+00,0.9348,-0.5066,3.18E-03,2.1918,2.9516,251,183,4,255,108
268801.1333,268800.0333,450,5.003,16.9,5.003,11.935,2.0602,2.0554,2.11E+00,0.9347,-0.5065,3.13E-03,2.1886,2.9466,249,180,6,255,109
269401.1333,269400.0333,451,5.02,16.9,5.02,11.967,2.0594,2.046,2.11E+00,0.9349,-0.507,3.35E-03,2.1918,2.9435,251,179,4,255,108
270001.1333,270000.0333,452,5.084,16.89,5.084,12.106,2.0603,2.0547,2.10E+00,0.9345,-0.5067,3.49E-03,2.1915,2.94,250,178,5,255,108
270601.1333,270600.0333,453,4.983,16.92,4.983,11.895,2.0598,2.0499,2.11E+00,0.9349,-0.5063,2.99E-03,2.1911,2.9398,251,189,4,255,108
271201.1333,271200.0333,454,4.947,16.86,4.947,11.823,2.06,2.0466,2.11E+00,0.9344,-0.5074,3.07E-03,2.1913,2.9374,250,182,5,255,108
271801.1333,271800.0333,455,5.065,17.17,5.065,12.067,2.0607,2.0514,2.10E+00,0.9371,-0.5012,3.63E-03,2.1874,2.9335,250,181,5,255,108
272401.1333,272400.0333,456,5.075,16.91,5.075,12.084,2.0603,2.053,2.11E+00,0.9347,-0.5063,3.26E-03,2.1896,2.9366,251,180,4,255,108
273001.1333,273000.0333,457,4.923,18.77,4.923,11.757,2.0595,2.0461,2.12E+00,0.9526,-0.4738,2.78E-03,2.1907,2.8744,251,187,4,255,108
273601.1333,273600.0333,458,4.856,18.98,4.856,11.63,2.058,2.0463,2.12E+00,0.9532,-0.4692,3.09E-03,2.1841,2.856,253,183,2,255,106
274201.1333,274200.0333,459,4.89,19.03,4.89,11.696,2.0568,2.0379,2.12E+00,0.9538,-0.4685,2.78E-03,2.1829,2.8415,250,183,5,255,108
274801.1333,274800.0333,460,4.823,18.99,4.823,11.563,2.057,2.043,2.12E+00,0.9534,-0.4692,2.90E-03,2.1807,2.8288,250,182,5,255,108
275401.1333,275400.0333,461,4.877,19.04,4.877,11.665,2.0541,2.0302,2.12E+00,0.9546,-0.469,2.96E-03,2.1784,2.8279,250,184,5,255,108
276001.1333,276000.0333,462,4.893,19,4.893,11.701,2.0561,2.0364,2.12E+00,0.9536,-0.4691,3.15E-03,2.1772,2.8263,251,188,4,255,108
276601.1333,276600.0333,463,4.888,19.01,4.888,11.689,2.082,2.0596,2.12E+00,0.954,-0.4692,3.04E-03,2.1743,2.8156,250,187,5,255,108
277201.1333,277200.0333,464,4.851,19.07,4.851,11.612,2.0807,2.0556,2.12E+00,0.9548,-0.4686,2.59E-03,2.1753,2.8188,249,179,6,255,109
277801.1333,277800.0333,465,4.76,19.14,4.76,11.399,2.0711,2.0568,2.13E+00,0.9587,-0.4705,2.70E-03,2.1877,2.8244,251,182,4,255,108
278401.1333,278400.0333,466,4.84,19.01,4.84,11.595,2.0827,2.0623,2.12E+00,0.9538,-0.4689,2.82E-03,2.1722,2.8087,251,183,4,255,108
279001.1333,279000.0333,467,4.873,19.06,4.873,11.651,2.0527,2.0347,2.12E+00,0.9552,-0.4692,3.20E-03,2.1765,2.808,249,197,6,255,109
279601.1333,279600.0333,468,4.785,18.99,4.785,11.482,2.0821,2.0606,2.12E+00,0.9539,-0.4695,2.79E-03,2.1733,2.7991,250,185,5,255,108
280201.1333,280200.0333,469,4.834,19.06,4.834,11.577,2.0811,2.0617,2.12E+00,0.9547,-0.4686,3.04E-03,2.172,2.7968,250,181,5,255,108
280801.1333,280800.0333,470,4.882,18.99,4.882,11.682,2.0832,2.07,2.12E+00,0.9535,-0.4691,3.20E-03,2.17,2.7984,251,181,4,255,108
281401.1333,281400.0333,471,4.896,19.05,4.896,11.706,2.0824,2.0651,2.12E+00,0.9542,-0.4684,2.92E-03,2.1729,2.793,251,178,4,255,108
282001.1333,282000.0333,472,4.874,19.22,4.874,11.619,2.0416,2.0253,2.14E+00,0.9602,-0.4702,3.16E-03,2.1872,2.8069,249,177,6,255,109
282601.1333,282600.0333,473,4.867,19.22,4.867,11.602,2.0407,2.0269,2.14E+00,0.9605,-0.4704,3.09E-03,2.1858,2.8042,249,180,6,255,109
283201.1333,283200.0333,474,4.897,19.1,4.897,11.664,2.0407,2.0254,2.14E+00,0.9595,-0.4725,3.01E-03,2.1852,2.8045,251,189,4,255,108
283801.1333,283800.0333,475,4.87,19.3,4.87,11.608,2.041,2.0258,2.14E+00,0.961,-0.4689,2.72E-03,2.1858,2.8043,250,182,5,255,108
284401.1333,284400.0333,476,4.868,19.27,4.868,11.605,2.0404,2.027,2.14E+00,0.961,-0.4696,2.82E-03,2.186,2.8037,249,182,6,255,109
285001.1333,285000.0333,477,4.869,19.29,4.869,11.604,2.0396,2.0262,2.14E+00,0.9613,-0.4695,2.82E-03,2.1891,2.8038,249,178,6,255,109
285601.1333,285600.0333,478,4.895,19.28,4.895,11.662,2.0413,2.0213,2.14E+00,0.9607,-0.4691,3.46E-03,2.1859,2.7959,251,180,4,255,108
286201.1333,286200.0333,479,4.867,19.26,4.867,11.598,2.0388,2.0262,2.14E+00,0.9615,-0.4703,3.36E-03,2.1878,2.8022,249,182,6,255,109
286801.1333,286800.0333,480,4.883,19.27,4.883,11.632,2.0397,2.0258,2.14E+00,0.9612,-0.4699,2.94E-03,2.1892,2.7998,249,180,6,255,109
287401.1333,287400.0333,481,4.855,19.32,4.855,11.571,2.0382,2.0261,2.14E+00,0.9621,-0.4695,2.63E-03,2.1885,2.7974,251,182,4,255,108
288001.1333,288000.0333,482,4.897,19.28,4.897,11.655,2.0384,2.0244,2.14E+00,0.9618,-0.4703,3.74E-03,2.1922,2.794,255,211,0,255,105
288601.1333,288600.0333,483,4.831,21.47,4.831,11.521,2.0351,2.0232,2.15E+00,0.9768,-0.4354,2.67E-03,2.1906,2.7365,249,180,6,255,109
289201.1333,289200.0333,484,4.813,21.55,4.813,11.48,2.0325,2.0213,2.15E+00,0.9776,-0.4346,2.46E-03,2.1871,2.7301,250,185,5,255,108
289801.1333,289800.0333,485,4.864,21.64,4.864,11.569,2.027,2.0212,2.16E+00,0.9799,-0.4348,2.52E-03,2.1888,2.7251,249,177,6,255,109
290401.1333,290400.0333,486,4.835,21.57,4.835,11.517,2.0294,2.0198,2.15E+00,0.9786,-0.4351,2.59E-03,2.185,2.7266,251,180,4,255,108
