:************************
:    TREND DATA FILE
:************************
No.,DATE,TIME,TEMP4_PV,TEMP4_SV,Julabo_Ext_PV,Julabo_Int_PV,Julabo_SV,BALANCE POSITION,WEITGHT(g),Attention pressure gauge,Now Pressure(kPa),P1(kPa),P2(kPa),P3(kPa),P4(kPa),P5(Pa),P6(Pa),V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,TMP_START,P5_HV,C_PUMP,C1,C2,Julabo_CTRL
 1 ,06-26-2019,17:38:26,26.2,0.0,30.4,40.9,60.0,1.0,-0.00029,P3,93.749,103.824,108.203,93.749,0.333,0.0E+0,2.6E+2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Ext_CTRL
 2 ,06-26-2019,17:38:56,26.3,0.0,30.4,46.6,60.0,1.0,-0.00029,P3,93.782,83.224,87.374,93.782,0.333,0.0E+0,2.6E+2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Ext_CTRL
 3 ,06-26-2019,17:39:26,26.5,0.0,30.4,54.6,60.0,2.0,7.98374,P3,93.786,83.224,87.374,93.786,0.333,0.0E+0,2.6E+2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Ext_CTRL
 4 ,06-26-2019,17:39:56,26.3,0.0,30.4,62.5,60.0,3.0,27.70025,P3,93.786,83.224,87.374,93.786,0.333,0.0E+0,2.6E+2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Ext_CTRL
 5 ,06-26-2019,17:40:26,26.2,0.0,30.4,69.3,60.0,2.0,7.98369,P3,93.790,83.636,87.374,93.790,0.333,0.0E+0,2.6E+2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Ext_CTRL
 6 ,06-26-2019,17:40:56,26.5,0.0,30.4,72.9,80.0,1.0,-0.00031,P3,93.786,83.224,87.374,93.786,0.333,0.0E+0,2.6E+2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Int-CTRL
 7 ,06-26-2019,17:41:26,26.4,0.0,30.4,73.5,80.0,0.0,-5.67913,P3,93.790,82.400,87.374,93.790,0.333,0.0E+0,2.6E+2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Int-CTRL
 8 ,06-26-2019,17:41:56,26.6,0.0,30.4,73.7,80.0,1.0,-0.00024,P3,93.794,83.224,87.374,93.794,0.333,0.0E+0,2.6E+2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Int-CTRL
 9 ,06-26-2019,17:42:26,26.2,0.0,30.4,75.1,80.0,2.0,7.98236,P3,93.794,83.224,87.374,93.794,0.333,0.0E+0,2.6E+2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Int-CTRL
 10 ,06-26-2019,17:42:56,26.5,0.0,30.4,76.8,80.0,2.0,7.98398,P3,93.798,82.812,87.374,93.798,0.333,0.0E+0,2.6E+2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Int-CTRL
 11 ,06-26-2019,17:43:26,26.5,0.0,30.4,78.3,80.0,2.0,7.98419,P3,98.599,87.756,92.074,98.599,0.333,0.0E+0,2.6E+2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,86,Int-CTRL
 12 ,06-26-2019,17:43:56,26.2,0.0,30.4,79.2,80.0,2.0,7.98420,P3,97.606,87.756,92.074,97.606,0.333,0.0E+0,2.6E+2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1810,Int-CTRL
 13 ,06-26-2019,17:44:26,26.5,0.0,30.3,79.6,80.0,2.0,7.98521,P3,70.858,87.756,92.074,70.858,0.333,0.0E+0,2.6E+2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1976,Int-CTRL
 14 ,06-26-2019,17:44:56,26.3,0.0,30.2,79.8,80.0,2.0,7.98641,P3,43.886,87.756,92.074,43.886,0.333,0.0E+0,2.6E+2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2140,Int-CTRL
 15 ,06-26-2019,17:45:26,26.2,0.0,30.2,79.8,80.0,2.0,7.98722,P3,25.959,87.756,92.074,25.959,0.333,0.0E+0,2.6E+2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2308,Int-CTRL
 16 ,06-26-2019,17:45:56,26.4,0.0,30.3,79.9,80.0,2.0,7.98765,P3,15.307,87.756,92.074,15.307,0.333,0.0E+0,2.6E+2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2484,Int-CTRL
