Time ADSA [s],Time Gravimetry [s],CO2 Density [g/mL],Sample Density [g/mL],Interfacial Tension [mN/m]
0,102420,0.000718848,0.977391891,25.63
0.0333,102420,0.000718848,0.977391891,25.67
600.0333,102900,0.000718848,0.977391891,25.57
1200.0333,102900,0.000718848,0.977391891,25.61
1800.0333,102900,0.000718848,0.977391891,25.54
2400.0333,102900,0.000718848,0.977391891,25.58
3000.0333,102900,0.000718848,0.977391891,25.51
3600.0333,102900,0.000718848,0.977391891,25.56
4200.0333,102900,0.000718848,0.977391891,25.38
4800.0333,102900,0.000718848,0.977391891,25.66
5400.0333,102900,0.000718848,0.977391891,25.56
6000.0333,102900,0.000718848,0.977391891,25.58
6600.0333,102900,0.000718848,0.977391891,25.62
7200.0333,116280,0.022227164,0.977391891,24.7
7800.0333,116280,0.022227164,0.977391891,24.8
8400.0333,116280,0.022227164,0.977391891,24.84
9000.0333,116280,0.022227164,0.977391891,24.98
9600.0333,116280,0.022227164,0.977391891,24.95
10200.0333,116280,0.022227164,0.977391891,24.87
10800.0333,116280,0.022227164,0.977391891,24.88
11400.0333,116280,0.022227164,0.977391891,24.89
12000.0333,116280,0.022227164,0.977391891,24.98
12600.0333,116280,0.022227164,0.977391891,24.88
13200.0333,116280,0.022227164,0.977391891,25.02
13800.0333,116280,0.022227164,0.977391891,24.87
14400.0333,116880,0.022227164,0.977391891,23.02
15000.0333,117420,0.022227164,0.977391891,23.07
15600.0333,118080,0.022227164,0.977391891,22.96
16200.0333,118680,0.022227164,0.977391891,22.81
16800.0333,119220,0.022227164,0.977391891,22.78
17400.0333,119820,0.022227164,0.977391891,23.01
18000.0333,120480,0.022227164,0.977391891,22.84
18600.0333,121020,0.022227164,0.977391891,22.93
19200.0333,121620,0.022227164,0.977391891,23.09
19800.0333,122280,0.022227164,0.977391891,23.13
20400.0333,122820,0.022227164,0.977391891,23.02
21000.0333,123420,0.022227164,0.977391891,23.09
21600.0333,124080,0.022227164,0.977391891,22.8
22200.0333,124620,0.022227164,0.977391891,23.03
22800.0333,125220,0.022227164,0.977391891,22.95
23400.0333,125880,0.022227164,0.977391891,23.04
24000.0333,126420,0.022227164,0.977391891,23
24600.0333,127020,0.022227164,0.977391891,23.09
25200.0333,127680,0.022227164,0.977391891,23.02
25800.0333,128160,0.022227164,0.977391891,23.06
26400.0333,128820,0.022227164,0.977391891,23.12
27000.0333,129480,0.022227164,0.977391891,23.09
27600.0333,129960,0.022227164,0.977391891,22.97
28200.0333,130620,0.022227164,0.977391891,23.07
28800.0333,131280,0.022227164,0.977391891,23.07
29400.0333,131880,0.022227164,0.977391891,22.99
30000.0333,132420,0.022227164,0.977391891,23.12
30600.0333,133080,0.022227164,0.977391891,23.05
31200.0333,133680,0.022227164,0.977391891,23.06
31800.0333,134220,0.022227164,0.977391891,23.07
32400.0333,134880,0.022227164,0.977391891,22.97
33000.0333,135480,0.022227164,0.977391891,23.05
33600.0333,136020,0.022227164,0.977391891,23.04
34200.0333,136680,0.022227164,0.977391891,22.84
34800.0333,137280,0.022227164,0.977391891,23.03
35400.0333,137820,0.022227164,0.977391891,22.8
36000.0333,138420,0.022227164,0.977391891,23.01
36600.0333,139080,0.022227164,0.977391891,22.84
37200.0333,139620,0.022227164,0.977391891,22.8
37800.0333,140220,0.022227164,0.977391891,22.97
38400.0333,140880,0.022227164,0.977391891,22.99
39000.0333,141420,0.022227164,0.977391891,23.18
39600.0333,142020,0.022227164,0.977391891,23.05
40200.0333,142680,0.022227164,0.977391891,23.16
40800.0333,143220,0.022227164,0.977391891,23.04
41400.0333,143820,0.022227164,0.977391891,22.94
42000.0333,144480,0.022227164,0.977391891,23.04
42600.0333,145020,0.022227164,0.977391891,23.08
43200.0333,145620,0.022227164,0.977391891,23.17
43800.0333,146280,0.022227164,0.977391891,23.02
44400.0333,146760,0.022227164,0.977391891,23.03
45000.0333,147420,0.022227164,0.977391891,23.03
45600.0333,148080,0.022227164,0.977391891,22.98
46200.0333,148560,0.022227164,0.977391891,22.78
46800.0333,149220,0.022227164,0.977391891,22.94
47400.0333,149880,0.022227164,0.977391891,23.1
48000.0333,150480,0.022227164,0.977391891,23.13
48600.0333,151020,0.022227164,0.977391891,22.77
49200.0333,151680,0.022227164,0.977391891,22.99
49800.0333,152280,0.022227164,0.977391891,23.04
50400.0333,152820,0.022227164,0.977391891,23.11
51000.0333,153480,0.022227164,0.977391891,23
51600.0333,154080,0.022227164,0.977391891,22.79
52200.0333,154620,0.022227164,0.977391891,22.97
52800.0333,155280,0.022227164,0.977391891,22.76
53400.0333,155880,0.022227164,0.977391891,23.08
54000.0333,156420,0.022227164,0.977391891,22.83
54600.0333,157080,0.022227164,0.977391891,22.77
55200.0333,157680,0.022227164,0.977391891,23.07
55800.0333,158220,0.022227164,0.977391891,23.04
56400.0333,158820,0.022227164,0.977391891,22.94
57000.0333,159480,0.022227164,0.977391891,23.07
57600.0333,160020,0.022227164,0.977391891,22.83
58200.0333,160620,0.022227164,0.977391891,23.24
58800.0333,161280,0.022227164,0.977391891,23.19
59400.0333,161820,0.022227164,0.977391891,23.02
60000.0333,162420,0.022227164,0.977391891,23.18
60600.0333,163080,0.022227164,0.977391891,22.79
61200.0333,163620,0.022227164,0.977391891,22.83
61800.0333,164220,0.022227164,0.977391891,22.87
62400.0333,164880,0.022227164,0.977391891,23.13
63000.0333,165360,0.022227164,0.977391891,23.14
63600.0333,166020,0.022227164,0.977391891,23.1
64200.0333,166680,0.022227164,0.977391891,23.07
64800.0333,167160,0.022227164,0.977391891,22.78
65400.0333,167820,0.022227164,0.977391891,22.77
66000.0333,168480,0.022227164,0.977391891,22.97
66600.0333,169080,0.022227164,0.977391891,23.08
67200.0333,169620,0.022227164,0.977391891,23.13
67800.0333,170280,0.022227164,0.977391891,23.06
68400.0333,170880,0.022227164,0.977391891,23.03
69000.0333,171420,0.022227164,0.977391891,23.07
69600.0333,172080,0.022227164,0.977391891,22.81
70200.0333,172680,0.022227164,0.977391891,23
70800.0333,173220,0.022227164,0.977391891,23.02
