Run,Graph,Index,Y_Axis          Y2_Axis,Data,Data,Data,Data,Data,Data,Data,Data,Data
Secs,Secs,,PndVol,PndVol,PndArea,TipWdth,WetTipW,Contrst,Sharp,Black,White,Edge
1.1,0,1,4.103,4.103,10.136,2.0529,2.0419,255,228,0,255,105
1.1333,0.0333,2,4.097,4.097,10.124,2.0529,2.0419,255,210,0,255,105
601.1333,600.0333,3,4.117,4.117,10.162,2.0534,2.0247,255,212,0,255,105
1201.1333,1200.0333,4,4.093,4.093,10.115,2.0536,2.0333,255,210,0,255,105
1801.1333,1800.0333,5,4.093,4.093,10.114,2.0532,2.0333,255,220,0,255,105
2401.1333,2400.0333,6,4.099,4.099,10.127,2.0537,2.0333,255,209,0,255,105
3001.1333,3000.0333,7,4.085,4.085,10.099,2.0529,2.0419,255,209,0,255,105
3601.1333,3600.0333,8,4.072,4.072,10.073,2.0532,2.0419,255,214,0,255,105
4201.1333,4200.0333,9,4.081,4.081,10.093,2.0529,2.0419,255,216,0,255,105
4801.1333,4800.0333,10,4.112,4.112,10.153,2.0535,2.0419,255,210,0,255,105
5401.1333,5400.0333,11,4.096,4.096,10.121,2.0527,2.0419,255,219,0,255,105
6001.1333,6000.0333,12,4.095,4.095,10.118,2.0534,2.0419,255,212,0,255,105
6601.1333,6600.0333,13,4.096,4.096,10.121,2.0528,2.0419,255,210,0,255,105
7201.1333,7200.0333,14,4.09,4.09,10.109,2.0529,2.0419,255,216,0,255,105
7801.1333,7800.0333,15,4.096,4.096,10.122,2.0526,2.0419,255,209,0,255,105
8401.1333,8400.0333,16,4.117,4.117,10.162,2.053,2.0419,255,215,0,255,105
9001.1333,9000.0333,17,4.095,4.095,10.12,2.0525,2.0247,255,219,0,255,105
9601.1333,9600.0333,18,4.093,4.093,10.114,2.0532,2.0247,255,210,0,255,105
10201.1333,10200.0333,19,4.109,4.109,10.146,2.0536,2.0333,255,216,0,255,105
10801.1333,10800.0333,20,4.121,4.121,10.17,2.0531,2.0333,255,210,0,255,105
11401.1333,11400.0333,21,4.115,4.115,10.158,2.0532,2.0333,255,211,0,255,105
12001.1333,12000.0333,22,4.104,4.104,10.135,2.0533,2.0333,255,218,0,255,105
12601.1333,12600.0333,23,4.113,4.113,10.155,2.0524,2.0333,255,210,0,255,105
13201.1333,13200.0333,24,4.12,4.12,10.169,2.0529,2.0333,255,215,0,255,105
13801.1333,13800.0333,25,4.108,4.108,10.144,2.0529,2.0333,255,223,0,255,105
14401.1333,14400.0333,26,4.22,4.22,10.355,2.0548,2.0505,255,208,0,255,105
15001.1333,15000.0333,27,4.235,4.235,10.38,2.0568,2.0419,255,209,0,255,105
15601.1333,15600.0333,28,4.212,4.212,10.333,2.0573,2.0505,255,220,0,255,105
16201.1333,16200.0333,29,4.22,4.22,10.351,2.0569,2.0419,255,210,0,255,105
16801.1333,16800.0333,30,4.215,4.215,10.341,2.0569,2.0419,255,210,0,255,105
17401.1333,17400.0333,31,4.209,4.209,10.33,2.0566,2.0333,255,210,0,255,105
18001.1333,18000.0333,32,4.214,4.214,10.337,2.0577,2.0333,255,211,0,255,105
18601.1333,18600.0333,33,4.24,4.24,10.389,2.0573,2.0333,255,211,0,255,105
19201.1333,19200.0333,34,4.244,4.244,10.396,2.0579,2.0333,255,211,0,255,105
19801.1333,19800.0333,35,4.248,4.248,10.405,2.0579,2.0333,255,217,0,255,105
20401.1333,20400.0333,36,4.205,4.205,10.319,2.0574,2.0333,255,220,0,255,105
21001.1333,21000.0333,37,4.206,4.206,10.321,2.0575,2.0333,255,230,0,255,105
21601.1333,21600.0333,38,4.218,4.218,10.345,2.0577,2.0333,255,211,0,255,105
22201.1333,22200.0333,39,4.201,4.201,10.313,2.0565,2.0505,255,224,0,255,105
22801.1333,22800.0333,40,4.206,4.206,10.322,2.0574,2.0505,255,211,0,255,105
23401.1333,23400.0333,41,4.217,4.217,10.343,2.0574,2.0419,255,212,0,255,105
24001.1333,24000.0333,42,4.208,4.208,10.325,2.0571,2.0419,255,211,0,255,105
24601.1333,24600.0333,43,4.209,4.209,10.328,2.0578,2.0419,255,210,0,255,105
25201.1333,25200.0333,44,4.231,4.231,10.371,2.057,2.0505,255,213,0,255,105
25801.1333,25800.0333,45,4.212,4.212,10.334,2.0573,2.0419,255,211,0,255,105
26401.1333,26400.0333,46,4.212,4.212,10.334,2.0575,2.0419,255,229,0,255,105
27001.1333,27000.0333,47,4.224,4.224,10.357,2.0576,2.0419,255,212,0,255,105
27601.1333,27600.0333,48,4.216,4.216,10.341,2.0572,2.0419,255,212,0,255,105
28201.1333,28200.0333,49,4.221,4.221,10.352,2.0578,2.0333,255,212,0,255,105
28801.1333,28800.0333,50,4.241,4.241,10.392,2.0575,2.0505,255,211,0,255,105
29401.1333,29400.0333,51,4.23,4.23,10.369,2.0575,2.0505,255,212,0,255,105
30001.1333,30000.0333,52,4.218,4.218,10.345,2.0575,2.0419,255,210,0,255,105
30601.1333,30600.0333,53,4.226,4.226,10.361,2.0578,2.0419,255,212,0,255,105
31201.1333,31200.0333,54,4.22,4.22,10.351,2.0567,2.0419,255,219,0,255,105
31801.1333,31800.0333,55,4.24,4.24,10.388,2.0579,2.0419,255,212,0,255,105
32401.1333,32400.0333,56,4.23,4.23,10.37,2.0572,2.0419,255,218,0,255,105
33001.1333,33000.0333,57,4.241,4.241,10.39,2.0568,2.0419,255,211,0,255,105
33601.1333,33600.0333,58,4.235,4.235,10.38,2.0573,2.0419,255,212,0,255,105
34201.1333,34200.0333,59,4.247,4.247,10.405,2.0564,2.0419,255,222,0,255,105
34801.1333,34800.0333,60,4.23,4.23,10.37,2.0566,2.0505,255,210,0,255,105
35401.1333,35400.0333,61,4.216,4.216,10.342,2.0573,2.0505,255,210,0,255,105
36001.1333,36000.0333,62,4.235,4.235,10.379,2.0573,2.0505,255,211,0,255,105
36601.1333,36600.0333,63,4.216,4.216,10.341,2.0577,2.0505,255,210,0,255,105
37201.1333,37200.0333,64,4.211,4.211,10.334,2.0558,2.0505,255,212,0,255,105
37801.1333,37800.0333,65,4.236,4.236,10.382,2.0571,2.0505,255,223,0,255,105
38401.1333,38400.0333,66,4.228,4.228,10.366,2.0573,2.0505,255,211,0,255,105
39001.1333,39000.0333,67,4.241,4.241,10.389,2.058,2.0505,255,210,0,255,105
39601.1333,39600.0333,68,4.238,4.238,10.385,2.0578,2.0505,255,210,0,255,105
40201.1333,40200.0333,69,4.233,4.233,10.376,2.057,2.0505,255,226,0,255,105
40801.1333,40800.0333,70,4.239,4.239,10.387,2.0577,2.0505,255,209,0,255,105
41401.1333,41400.0333,71,4.224,4.224,10.357,2.0576,2.0419,255,212,0,255,105
42001.1333,42000.0333,72,4.216,4.216,10.342,2.0575,2.0419,255,210,0,255,105
42601.1333,42600.0333,73,4.207,4.207,10.325,2.0569,2.0419,255,223,0,255,105
43201.1333,43200.0333,74,4.224,4.224,10.359,2.0572,2.0419,255,231,0,255,105
43801.1333,43800.0333,75,4.235,4.235,10.379,2.0568,2.0419,255,212,0,255,105
44401.1333,44400.0333,76,4.237,4.237,10.382,2.0575,2.0333,255,210,0,255,105
45001.1333,45000.0333,77,4.217,4.217,10.344,2.0567,2.0333,255,214,0,255,105
45601.1333,45600.0333,78,4.226,4.226,10.361,2.057,2.0591,255,210,0,255,105
46201.1333,46200.0333,79,4.229,4.229,10.368,2.0569,2.0676,255,215,0,255,105
46801.1333,46800.0333,80,4.211,4.211,10.331,2.0571,2.0676,255,213,0,255,105
47401.1333,47400.0333,81,4.235,4.235,10.38,2.0571,2.0333,255,221,0,255,105
48001.1333,48000.0333,82,4.226,4.226,10.36,2.0581,2.0505,255,208,0,255,105
48601.1333,48600.0333,83,4.211,4.211,10.331,2.0571,2.0419,255,212,0,255,105
49201.1333,49200.0333,84,4.207,4.207,10.323,2.0572,2.0591,255,210,0,255,105
49801.1333,49800.0333,85,4.207,4.207,10.325,2.0566,2.0591,255,220,0,255,105
50401.1333,50400.0333,86,4.22,4.22,10.349,2.0575,2.0591,255,211,0,255,105
51001.1333,51000.0333,87,4.206,4.206,10.325,2.056,2.0591,255,209,0,255,105
51601.1333,51600.0333,88,4.242,4.242,10.393,2.0572,2.0591,255,210,0,255,105
52201.1333,52200.0333,89,4.241,4.241,10.389,2.0587,2.0591,255,212,0,255,105
52801.1333,52800.0333,90,4.228,4.228,10.366,2.0564,2.0591,255,225,0,255,105
53401.1333,53400.0333,91,4.21,4.21,10.33,2.057,2.0591,255,228,0,255,105
54001.1333,54000.0333,92,4.202,4.202,10.313,2.0578,2.0591,255,212,0,255,105
54601.1333,54600.0333,93,4.213,4.213,10.337,2.0572,2.0591,255,212,0,255,105
55201.1333,55200.0333,94,4.216,4.216,10.34,2.0581,2.0591,255,210,0,255,105
55801.1333,55800.0333,95,4.229,4.229,10.367,2.0572,2.0419,255,218,0,255,105
56401.1333,56400.0333,96,4.224,4.224,10.356,2.0584,2.0505,255,212,0,255,105
57001.1333,57000.0333,97,4.203,4.203,10.317,2.0569,2.0505,255,212,0,255,105
57601.1333,57600.0333,98,4.212,4.212,10.334,2.0575,2.0419,255,210,0,255,105
58201.1333,58200.0333,99,4.243,4.243,10.392,2.0585,2.0419,255,210,0,255,105
58801.1333,58800.0333,100,4.241,4.241,10.391,2.0574,2.0419,255,211,0,255,105
59401.1333,59400.0333,101,4.238,4.238,10.386,2.0572,2.0419,255,212,0,255,105
60001.1333,60000.0333,102,4.221,4.221,10.352,2.0574,2.0419,255,211,0,255,105
60601.1333,60600.0333,103,4.224,4.224,10.358,2.0572,2.0419,255,211,0,255,105
61201.1333,61200.0333,104,4.241,4.241,10.391,2.0572,2.0419,255,211,0,255,105
61801.1333,61800.0333,105,4.22,4.22,10.349,2.0579,2.0419,255,215,0,255,105
62401.1333,62400.0333,106,4.228,4.228,10.366,2.0572,2.0419,255,210,0,255,105
63001.1333,63000.0333,107,4.236,4.236,10.382,2.0574,2.0419,255,212,0,255,105
63601.1333,63600.0333,108,4.226,4.226,10.362,2.0571,2.0419,255,235,0,255,105
64201.1333,64200.0333,109,4.24,4.24,10.389,2.0574,2.0419,255,211,0,255,105
64801.1333,64800.0333,110,4.236,4.236,10.381,2.0574,2.0419,255,217,0,255,105
65401.1333,65400.0333,111,4.232,4.232,10.375,2.0568,2.0419,255,229,0,255,105
66001.1333,66000.0333,112,4.224,4.224,10.357,2.0575,2.0419,255,211,0,255,105
66601.1333,66600.0333,113,4.24,4.24,10.388,2.0572,2.0419,255,212,0,255,105
67201.1333,67200.0333,114,4.219,4.219,10.348,2.0575,2.0247,255,213,0,255,105
67801.1333,67800.0333,115,4.206,4.206,10.321,2.0574,2.0247,255,212,0,255,105
68401.1333,68400.0333,116,4.198,4.198,10.307,2.0571,2.0247,255,214,0,255,105
69001.1333,69000.0333,117,4.202,4.202,10.314,2.0572,2.0247,255,212,0,255,105
69601.1333,69600.0333,118,4.212,4.212,10.333,2.0571,2.0247,255,211,0,255,105
70201.1333,70200.0333,119,4.201,4.201,10.313,2.0564,2.0247,255,218,0,255,105
70801.1333,70800.0333,120,4.211,4.211,10.332,2.0569,2.0247,255,214,0,255,105
71401.1333,71400.0333,121,4.228,4.228,10.365,2.0578,2.0247,255,211,0,255,105
72001.1333,72000.0333,122,4.21,4.21,10.329,2.0582,2.0247,255,208,0,255,105
72601.1333,72600.0333,123,4.36,4.36,10.617,2.0594,2.0247,255,218,0,255,105
73201.1333,73200.0333,124,4.445,4.445,10.77,2.0639,2.0591,255,209,0,255,105
73801.1333,73800.0333,125,4.45,4.45,10.777,2.0651,2.0505,255,213,0,255,105
74401.1333,74400.0333,126,4.413,4.413,10.704,2.0652,2.0505,255,210,0,255,105
75001.1333,75000.0333,127,4.429,4.429,10.735,2.0652,2.0505,255,224,0,255,105
75601.1333,75600.0333,128,4.438,4.438,10.753,2.068,2.0676,255,213,0,255,105
76201.1333,76200.0333,129,4.432,4.432,10.741,2.0677,2.0591,255,211,0,255,105
76801.1333,76800.0333,130,4.448,4.448,10.771,2.0687,2.0505,255,212,0,255,105
77401.1333,77400.0333,131,4.431,4.431,10.739,2.0679,2.0591,255,214,0,255,105
78001.1333,78000.0333,132,4.424,4.424,10.724,2.0684,2.0591,255,211,0,255,105
78601.1333,78600.0333,133,4.413,4.413,10.704,2.0708,2.0591,255,228,0,255,105
79201.1333,79200.0333,134,4.437,4.437,10.751,2.0664,2.0591,255,210,0,255,105
79801.1333,79800.0333,135,4.434,4.434,10.743,2.0689,2.0419,255,227,0,255,105
80401.1333,80400.0333,136,4.421,4.421,10.719,2.0663,2.0505,255,213,0,255,105
81001.1333,81000.0333,137,4.436,4.436,10.749,2.0661,2.0505,255,212,0,255,105
81601.1333,81600.0333,138,4.427,4.427,10.731,2.0667,2.0333,255,210,0,255,105
82201.1333,82200.0333,139,4.425,4.425,10.727,2.0661,2.0333,255,210,0,255,105
82801.1333,82800.0333,140,4.43,4.43,10.738,2.066,2.0676,255,222,0,255,105
83401.1333,83400.0333,141,4.426,4.426,10.728,2.0664,2.0676,255,212,0,255,105
84001.1333,84000.0333,142,4.401,4.401,10.677,2.0675,2.0419,255,214,0,255,105
84601.1333,84600.0333,143,4.392,4.392,10.663,2.0666,2.0419,255,210,0,255,105
85201.1333,85200.0333,144,4.401,4.401,10.68,2.0662,2.0419,255,224,0,255,105
85801.1333,85800.0333,145,4.432,4.432,10.74,2.0668,2.0505,255,222,0,255,105
86401.1333,86400.0333,146,4.425,4.425,10.728,2.0656,2.0505,255,212,0,255,105
87001.1333,87000.0333,147,4.432,4.432,10.741,2.0662,2.0505,255,213,0,255,105
87601.1333,87600.0333,148,4.448,4.448,10.771,2.0667,2.0591,255,212,0,255,105
88201.1333,88200.0333,149,4.436,4.436,10.748,2.0666,2.0591,255,210,0,255,105
88801.1333,88800.0333,150,4.445,4.445,10.766,2.0662,2.0591,255,210,0,255,105
89401.1333,89400.0333,151,4.438,4.438,10.752,2.0666,2.0591,255,217,0,255,105
90001.1333,90000.0333,152,4.435,4.435,10.749,2.0656,2.0591,255,227,0,255,105
90601.1333,90600.0333,153,4.436,4.436,10.749,2.0703,2.0676,255,234,0,255,105
91201.1333,91200.0333,154,4.429,4.429,10.735,2.0664,2.0676,255,214,0,255,105
91801.1333,91800.0333,155,4.428,4.428,10.734,2.0663,2.0676,255,212,0,255,105
92401.1333,92400.0333,156,4.433,4.433,10.744,2.0663,2.0676,255,212,0,255,105
93001.1333,93000.0333,157,4.424,4.424,10.726,2.0686,2.0676,255,219,0,255,105
93601.1333,93600.0333,158,4.435,4.435,10.746,2.0667,2.0676,255,231,0,255,105
94201.1333,94200.0333,159,4.438,4.438,10.753,2.0664,2.0676,255,214,0,255,105
94801.1333,94800.0333,160,4.425,4.425,10.728,2.0668,2.0505,255,215,0,255,105
95401.1333,95400.0333,161,4.418,4.418,10.715,2.0706,2.0591,255,211,0,255,105
96001.1333,96000.0333,162,4.397,4.397,10.672,2.0665,2.0591,255,211,0,255,105
96601.1333,96600.0333,163,4.399,4.399,10.677,2.0665,2.0591,255,212,0,255,105
97201.1333,97200.0333,164,4.423,4.423,10.723,2.0665,2.0591,255,214,0,255,105
97801.1333,97800.0333,165,4.401,4.401,10.68,2.0666,2.0591,255,212,0,255,105
98401.1333,98400.0333,166,4.424,4.424,10.727,2.0657,2.0591,255,212,0,255,105
99001.1333,99000.0333,167,4.423,4.423,10.722,2.0703,2.0591,255,211,0,255,105
99601.1333,99600.0333,168,4.427,4.427,10.73,2.0668,2.0591,255,210,0,255,105
100201.1333,100200.0333,169,4.443,4.443,10.761,2.0668,2.0591,255,220,0,255,105
100801.1333,100800.0333,170,4.421,4.421,10.719,2.0665,2.0505,255,210,0,255,105
101401.1333,101400.0333,171,4.443,4.443,10.762,2.0701,2.0505,255,212,0,255,105
102001.1333,102000.0333,172,4.435,4.435,10.748,2.0664,2.0505,255,228,0,255,105
102601.1333,102600.0333,173,4.435,4.435,10.746,2.067,2.0505,255,219,0,255,105
103201.1333,103200.0333,174,4.441,4.441,10.758,2.0668,2.0505,255,217,0,255,105
