Time ADSA [s],Time Gravimetry [s],CO2 Density [g/mL],Sample Density [g/mL]
0.0,370020.0,0.188545276796111,0.9545064327664027
0.0333,370140.0,0.1885498260113585,0.9545064327664027
300.0333,370380.0,0.18856993667978933,0.9545064327664027
600.0333,370740.0,0.18862304780165542,0.9545064327664027
900.0333,371040.0,0.18862983229631333,0.9545064327664027
1200.0333,371280.0,0.1886097147223288,0.9545064327664027
1500.0333,371640.0,0.18857953912013387,0.9545064327664027
1800.0333,371880.0,0.18855942705867054,0.9545064327664027
2100.0333,372120.0,0.1885393161474093,0.9545064327664027
2400.0333,372540.0,0.18850915055380824,0.9545064327664027
2700.0333,372780.0,0.18848904962456153,0.9545064327664027
3000.0333,373140.0,0.1884588966800485,0.9545064327664027
3300.0333,373380.0,0.1884387975974791,0.9545064327664027
3600.0333,373680.0,0.1884187019339332,0.9545064327664027
3900.0333,374040.0,0.18838855916953384,0.9545064327664027
4200.0333,374280.0,0.18836846649211803,0.9545064327664027
4500.0333,374520.0,0.18834837691219466,0.9545064327664027
4800.0333,374940.0,0.18831434345807585,0.9545064327664027
5100.0333,375180.0,0.18827418013555008,0.9545064327664027
5400.0333,375540.0,0.18821395207068412,0.9545064327664027
5700.0333,375780.0,0.18818429754729496,0.9545064327664027
6000.0333,376080.0,0.1881642281100508,0.9545064327664027
6300.0333,376440.0,0.18813413165418424,0.9545064327664027
6600.0333,376680.0,0.18813113433749967,0.9545064327664027
6900.0333,377040.0,0.18811579306585546,0.9545064327664027
7200.0333,377340.0,0.18809573124470522,0.9545064327664027
7500.0333,377580.0,0.18807567164575656,0.9545064327664027
7800.0333,377940.0,0.18802367661382352,0.9545064327664027
8100.0333,378180.0,0.18800389484718785,0.9545064327664027
8400.0333,378480.0,0.18800389484718785,0.9545064327664027
8700.0333,378840.0,0.18800389484718785,0.9545064327664027
9000.0333,379080.0,0.18800389484718785,0.9545064327664027
9300.0333,379440.0,0.18800389484718785,0.9545064327664027
9600.0333,379740.0,0.18800389484718785,0.9545064327664027
9900.0333,379980.0,0.18800389484718785,0.9545064327664027
10200.0333,380340.0,0.18800389484718785,0.9545064327664027
10500.0333,380580.0,0.18799405498702138,0.9545064327664027
10800.0333,380880.0,0.18797400903391695,0.9545064327664027
11100.0333,381240.0,0.18797210177604032,0.9545064327664027
11400.0333,381480.0,0.18797210177604032,0.9545064327664027
11700.0333,381840.0,0.1879574098573222,0.9545064327664027
12000.0333,382140.0,0.1879403103615503,0.9545064327664027
12300.0333,382380.0,0.1879403103615503,0.9545064327664027
12600.0333,382740.0,0.1879403103615503,0.9545064327664027
12900.0333,382980.0,0.18793079155656847,0.9545064327664027
13200.0333,383280.0,0.18791075252625195,0.9545064327664027
13500.0333,383640.0,0.18790852832869323,0.9545064327664027
13800.0333,383880.0,0.18790852832869323,0.9545064327664027
14100.0333,384240.0,0.18790852832869323,0.9545064327664027
14400.0333,384540.0,0.18790852832869323,0.9545064327664027
14700.0333,384780.0,0.18790852832869323,0.9545064327664027
15000.0333,385140.0,0.18790852832869323,0.9545064327664027
15300.0333,385380.0,0.18790852832869323,0.9545064327664027
15600.0333,385680.0,0.18790852832869323,0.9545064327664027
15900.0333,386040.0,0.18788101271033847,0.9545064327664027
16200.0333,386280.0,0.1878767479222089,0.9545064327664027
16500.0333,386640.0,0.1878767479222089,0.9545064327664027
16800.0333,386940.0,0.1878767479222089,0.9545064327664027
17100.0333,387180.0,0.1878767479222089,0.9545064327664027
17400.0333,387540.0,0.1878767479222089,0.9545064327664027
17700.0333,387780.0,0.1878767479222089,0.9545064327664027
18000.0333,388080.0,0.1878767479222089,0.9545064327664027
18300.0333,388440.0,0.1878767479222089,0.9545064327664027
18600.0333,388680.0,0.1878767479222089,0.9545064327664027
18900.0333,389040.0,0.1878767479222089,0.9545064327664027
19200.0333,389340.0,0.1878767479222089,0.9545064327664027
19500.0333,389580.0,0.1878767479222089,0.9545064327664027
19800.0333,389940.0,0.1878564468478017,0.9545064327664027
20100.0333,390180.0,0.1878364148630909,0.9545064327664027
20400.0333,390480.0,0.187816383652687,0.9545064327664027
20700.0333,390840.0,0.18775948155375227,0.9545064327664027
21000.0333,391080.0,0.18771944080306346,0.9545064327664027
21300.0333,391440.0,0.18767279230470163,0.9545064327664027
21600.0333,391740.0,0.18765444924059943,0.9545064327664027
21900.0333,391980.0,0.18765444924059943,0.9545064327664027
22200.0333,392340.0,0.18765444924059943,0.9545064327664027
22500.0333,392580.0,0.18765444924059943,0.9545064327664027
22800.0333,392820.0,0.18765444924059943,0.9545064327664027
23100.0333,393240.0,0.18765444924059943,0.9545064327664027
23400.0333,393480.0,0.18765444924059943,0.9545064327664027
23700.0333,393840.0,0.18765444924059943,0.9545064327664027
24000.0333,394140.0,0.18765444924059943,0.9545064327664027
24300.0333,394380.0,0.18765444924059943,0.9545064327664027
24600.0333,394740.0,0.18765444924059943,0.9545064327664027
24900.0333,394980.0,0.18765444924059943,0.9545064327664027
25200.0333,395220.0,0.18765444924059943,0.9545064327664027
25500.0333,395640.0,0.18765444924059943,0.9545064327664027
25800.0333,395880.0,0.18765444924059943,0.9545064327664027
26100.0333,396240.0,0.18765444924059943,0.9545064327664027
26400.0333,396540.0,0.18765444924059943,0.9545064327664027
26700.0333,396780.0,0.18765444924059943,0.9545064327664027
27000.0333,397140.0,0.18765444924059943,0.9545064327664027
27300.0333,397380.0,0.1876468485598679,0.9545064327664027
27600.0333,397620.0,0.18762683770691801,0.9545064327664027
27900.0333,398040.0,0.18762271223421595,0.9545064327664027
