Run,Graph,Index,Y_Axis          Y2_Axis,Data,Data,Data,Data,Data,Data,Data,Data,Data
Secs,Secs,,PndVol,PndVol,PndArea,TipWdth,WetTipW,Contrst,Sharp,Black,White,Edge
1.1,0,1,4.817,4.817,11.494,2.0822,2.0676,255,212,0,255,105
1.1333,0.0333,2,4.802,4.802,11.464,2.082,2.0505,255,210,0,255,105
121.1333,120.0333,3,4.802,4.802,11.466,2.0836,2.0676,255,212,0,255,105
241.1333,240.0333,4,4.825,4.825,11.558,2.0822,2.0419,255,206,0,255,105
361.1333,360.0333,5,4.858,4.858,11.619,2.0825,2.0591,255,211,0,255,105
481.1333,480.0333,6,4.874,4.874,11.645,2.0841,2.0419,255,227,0,255,105
601.1333,600.0333,7,4.86,4.86,11.62,2.0836,2.0419,255,210,0,255,105
721.1333,720.0333,8,4.864,4.864,11.628,2.0831,2.0419,255,220,0,255,105
841.1333,840.0333,9,4.874,4.874,11.646,2.0838,2.0505,255,210,0,255,105
961.1333,960.0333,10,4.865,4.865,11.632,2.0826,2.0247,255,223,0,255,105
1081.1333,1080.0333,11,4.864,4.864,11.628,2.0839,2.0419,255,217,0,255,105
1201.1333,1200.0333,12,4.86,4.86,11.621,2.0827,2.0419,255,215,0,255,105
1321.1333,1320.0333,13,4.866,4.866,11.631,2.0835,2.0419,255,212,0,255,105
1441.1333,1440.0333,14,4.85,4.85,11.6,2.0833,2.0419,255,233,0,255,105
1561.1333,1560.0333,15,4.869,4.869,11.635,2.0848,2.0419,255,209,0,255,105
1681.1333,1680.0333,16,4.871,4.871,11.637,2.0849,2.0591,255,220,0,255,105
1801.1333,1800.0333,17,4.873,4.873,11.645,2.084,2.0333,255,219,0,255,105
1921.1333,1920.0333,18,4.854,4.854,11.604,2.0848,2.0419,255,216,0,255,105
2041.1333,2040.0333,19,4.858,4.858,11.615,2.0839,2.0419,255,210,0,255,105
2161.1333,2160.0333,20,4.864,4.864,11.627,2.0837,2.0419,255,214,0,255,105
2281.1333,2280.0333,21,4.843,4.843,11.59,2.0819,2.0419,255,210,0,255,105
2401.1333,2400.0333,22,4.874,4.874,11.645,2.0842,2.0419,255,221,0,255,105
2521.1333,2520.0333,23,4.875,4.875,11.645,2.0848,2.0419,255,218,0,255,105
2641.1333,2640.0333,24,4.867,4.867,11.631,2.084,2.0419,255,215,0,255,105
2761.1333,2760.0333,25,4.87,4.87,11.637,2.084,2.0419,255,215,0,255,105
2881.1333,2880.0333,26,4.878,4.878,11.653,2.0846,2.0419,255,212,0,255,105
3001.1333,3000.0333,27,4.861,4.861,11.618,2.0851,2.0419,255,211,0,255,105
3121.1333,3120.0333,28,4.868,4.868,11.632,2.0844,2.0419,255,212,0,255,105
3241.1333,3240.0333,29,4.882,4.882,11.66,2.0847,2.0419,255,212,0,255,105
3361.1333,3360.0333,30,4.874,4.874,11.644,2.0845,2.0419,255,221,0,255,105
3481.1333,3480.0333,31,4.868,4.868,11.633,2.0845,2.0505,255,215,0,255,105
3601.1333,3600.0333,32,4.888,4.888,11.671,2.084,2.0419,255,236,0,255,105
3721.1333,3720.0333,33,4.856,4.856,11.609,2.0845,2.0591,255,220,0,255,105
3841.1333,3840.0333,34,4.848,4.848,11.594,2.0844,2.0591,255,216,0,255,105
3961.1333,3960.0333,35,4.858,4.858,11.612,2.0844,2.0591,255,209,0,255,105
4081.1333,4080.0333,36,4.861,4.861,11.62,2.0843,2.0591,255,216,0,255,105
4201.1333,4200.0333,37,4.852,4.852,11.602,2.0841,2.0591,255,210,0,255,105
4321.1333,4320.0333,38,4.859,4.859,11.615,2.0843,2.0591,255,210,0,255,105
4441.1333,4440.0333,39,4.871,4.871,11.638,2.0843,2.0591,255,214,0,255,105
4561.1333,4560.0333,40,4.869,4.869,11.636,2.0836,2.0591,255,217,0,255,105
4681.1333,4680.0333,41,4.871,4.871,11.639,2.0838,2.0591,255,212,0,255,105
4801.1333,4800.0333,42,4.851,4.851,11.598,2.0843,2.0419,255,217,0,255,105
4921.1333,4920.0333,43,4.862,4.862,11.62,2.085,2.0591,255,210,0,255,105
5041.1333,5040.0333,44,4.86,4.86,11.616,2.0843,2.0591,255,223,0,255,105
5161.1333,5160.0333,45,4.867,4.867,11.63,2.0843,2.0591,255,220,0,255,105
5281.1333,5280.0333,46,4.874,4.874,11.644,2.0844,2.0591,255,221,0,255,105
5401.1333,5400.0333,47,4.875,4.875,11.648,2.0834,2.0419,255,213,0,255,105
5521.1333,5520.0333,48,4.877,4.877,11.651,2.0837,2.0591,255,211,0,255,105
5641.1333,5640.0333,49,4.86,4.86,11.617,2.0842,2.0333,255,211,0,255,105
5761.1333,5760.0333,50,4.848,4.848,11.593,2.0838,2.0333,255,235,0,255,105
5881.1333,5880.0333,51,4.845,4.845,11.585,2.0849,2.0333,255,212,0,255,105
6001.1333,6000.0333,52,4.854,4.854,11.605,2.0844,2.0333,255,212,0,255,105
6121.1333,6120.0333,53,4.851,4.851,11.599,2.084,2.0333,255,222,0,255,105
6241.1333,6240.0333,54,4.85,4.85,11.599,2.084,2.0333,255,210,0,255,105
6361.1333,6360.0333,55,4.851,4.851,11.601,2.0838,2.0333,255,211,0,255,105
6481.1333,6480.0333,56,4.875,4.875,11.646,2.084,2.0419,255,222,0,255,105
6601.1333,6600.0333,57,4.859,4.859,11.615,2.0839,2.0333,255,216,0,255,105
6721.1333,6720.0333,58,4.867,4.867,11.63,2.0843,2.0333,255,213,0,255,105
