Time ADSA [s],Time Gravimetry [s],CO2 Density [g/mL],Sample Density [g/mL],Interfacial Tension [mN/m],,,,,,,,,,,,,
107400.0333,477540,0.186925867,0.95603602,10.43,,,,,,,,,,,,,
107700.0333,477780,0.186925867,0.95603602,10.36,,,,,,,,,,,,,
108000.0333,478080,0.186925867,0.95603602,10.41,,,,,,,,,,,,,
108300.0333,478440,0.186905678,0.95603602,10.43,,,,,,,,,,,,,
108600.0333,478680,0.186894245,0.95603602,10.43,,,,,,,,,,,,,
108900.0333,478920,0.186894245,0.95603602,10.42,,,,,,,,,,,,,
109200.0333,479340,0.186867527,0.95603602,10.41,,,,,,,,,,,,,
109500.0333,479580,0.186862636,0.95603602,10.43,,,,,,,,,,,,,
109800.0333,479940,0.186849312,0.95603602,10.45,,,,,,,,,,,,,
110100.0333,480180,0.186831032,0.95603602,10.44,,,,,,,,,,,,,
110400.0333,480480,0.186831032,0.95603602,10.41,,,,,,,,,,,,,
110700.0333,480840,0.186811171,0.95603602,10.41,,,,,,,,,,,,,
111000.0333,481080,0.186799429,0.95603602,10.43,,,,,,,,,,,,,
111300.0333,481320,0.186799429,0.95603602,10.43,,,,,,,,,,,,,
111600.0333,481740,0.186799429,0.95603602,10.43,,,,,,,,,,,,,
111900.0333,481980,0.186784712,0.95603602,10.45,,,,,,,,,,,,,
112200.0333,482340,0.186767835,0.95603602,10.43,,,,,,,,,,,,,
112500.0333,482580,0.186766504,0.95603602,10.42,,,,,,,,,,,,,
112800.0333,482880,0.186746584,0.95603602,10.42,,,,,,,,,,,,,
113100.0333,483240,0.186736242,0.95603602,10.42,,,,,,,,,,,,,
113400.0333,483480,0.186728379,0.95603602,10.43,,,,,,,,,,,,,
113700.0333,483840,0.186704658,0.95603602,10.42,,,,,,,,,,,,,
114000.0333,484140,0.186704658,0.95603602,10.46,,,,,,,,,,,,,
114300.0333,484380,0.186704658,0.95603602,10.42,,,,,,,,,,,,,
114600.0333,484740,0.186691974,0.95603602,10.43,,,,,,,,,,,,,
114900.0333,484980,0.186672061,0.95603602,10.4,,,,,,,,,,,,,
115200.0333,485280,0.186652151,0.95603602,10.43,,,,,,,,,,,,,
115500.0333,485640,0.1866415,0.95603602,10.44,,,,,,,,,,,,,
115800.0333,485880,0.186633955,0.95603602,10.41,,,,,,,,,,,,,
116100.0333,486240,0.186598262,0.95603602,10.43,,,,,,,,,,,,,
116400.0333,486540,0.186558458,0.95603602,10.42,,,,,,,,,,,,,
116700.0333,486780,0.18651866,0.95603602,10.4,,,,,,,,,,,,,
117000.0333,487140,0.186471331,0.95603602,10.3,,,,,,,,,,,,,
117300.0333,487380,0.186452139,0.95603602,10.41,,,,,,,,,,,,,
117600.0333,487680,0.186452139,0.95603602,10.46,,,,,,,,,,,,,
117900.0333,488040,0.186452139,0.95603602,10.45,,,,,,,,,,,,,
118200.0333,488280,0.186452139,0.95603602,10.44,,,,,,,,,,,,,
118500.0333,488640,0.186452139,0.95603602,10.46,,,,,,,,,,,,,
118800.0333,488940,0.186452139,0.95603602,10.44,,,,,,,,,,,,,
119100.0333,489180,0.186452139,0.95603602,10.43,,,,,,,,,,,,,
119400.0333,489540,0.186464176,0.95603602,10.43,,,,,,,,,,,,,
119700.0333,489780,0.186483684,0.95603602,10.45,,,,,,,,,,,,,
120000.0333,490080,0.186483684,0.95603602,10.42,,,,,,,,,,,,,
120300.0333,490440,0.186502251,0.95603602,10.44,,,,,,,,,,,,,
120600.0333,490680,0.186522148,0.95603602,10.44,,,,,,,,,,,,,
120900.0333,491040,0.186546798,0.95603602,10.45,,,,,,,,,,,,,
121200.0333,491340,0.186546798,0.95603602,10.45,,,,,,,,,,,,,
121500.0333,491580,0.186560237,0.95603602,10.46,,,,,,,,,,,,,
121800.0333,491940,0.186578362,0.95603602,10.47,,,,,,,,,,,,,
122100.0333,492180,0.186578428,0.95603602,10.42,,,,,,,,,,,,,
122400.0333,492480,0.18659833,0.95603602,10.44,,,,,,,,,,,,,
122700.0333,492840,0.186609926,0.95603602,10.44,,,,,,,,,,,,,
123000.0333,493080,0.186616523,0.95603602,10.45,,,,,,,,,,,,,
123300.0333,493440,0.1866415,0.95603602,10.41,,,,,,,,,,,,,
123600.0333,493740,0.1866415,0.95603602,10.45,,,,,,,,,,,,,
123900.0333,493980,0.1866415,0.95603602,10.44,,,,,,,,,,,,,
124200.0333,494340,0.1866415,0.95603602,10.44,,,,,,,,,,,,,
124500.0333,494580,0.1866415,0.95603602,10.43,,,,,,,,,,,,,
124800.0333,494880,0.1866415,0.95603602,10.43,,,,,,,,,,,,,
125100.0333,495240,0.186659447,0.95603602,10.45,,,,,,,,,,,,,
125400.0333,495480,0.186673074,0.95603602,10.45,,,,,,,,,,,,,
125700.0333,495840,0.186677646,0.95603602,10.44,,,,,,,,,,,,,
126000.0333,496140,0.18669756,0.95603602,10.45,,,,,,,,,,,,,
126300.0333,496380,0.186704658,0.95603602,10.45,,,,,,,,,,,,,
126600.0333,496740,0.186704658,0.95603602,10.44,,,,,,,,,,,,,
126900.0333,496980,0.186704658,0.95603602,10.44,,,,,,,,,,,,,
127200.0333,497280,0.186724007,0.95603602,10.43,,,,,,,,,,,,,
127500.0333,497640,0.186753884,0.95603602,10.44,,,,,,,,,,,,,
127800.0333,497880,0.186767835,0.95603602,10.44,,,,,,,,,,,,,
128100.0333,498240,0.186772092,0.95603602,10.44,,,,,,,,,,,,,
128400.0333,498540,0.186792013,0.95603602,10.46,,,,,,,,,,,,,
128700.0333,498780,0.186824444,0.95603602,10.44,,,,,,,,,,,,,
129000.0333,499140,0.186862636,0.95603602,10.47,,,,,,,,,,,,,
129300.0333,499380,0.186862636,0.95603602,10.43,,,,,,,,,,,,,
129600.0333,499620,0.186881685,0.95603602,10.4,,,,,,,,,,,,,
129900.0333,500040,0.186928926,0.95603602,10.43,,,,,,,,,,,,,
130200.0333,500280,0.186957486,0.95603602,10.41,,,,,,,,,,,,,
130500.0333,500640,0.186961431,0.95603602,10.43,,,,,,,,,,,,,
130800.0333,500940,0.186981373,0.95603602,10.37,,,,,,,,,,,,,
131100.0333,501180,0.186989114,0.95603602,10.46,,,,,,,,,,,,,
131400.0333,501540,0.186989114,0.95603602,10.44,,,,,,,,,,,,,
131700.0333,501780,0.186989114,0.95603602,10.43,,,,,,,,,,,,,
132000.0333,502020,0.186989114,0.95603602,10.43,,,,,,,,,,,,,
132300.0333,502440,0.186989114,0.95603602,10.45,,,,,,,,,,,,,
132600.0333,502680,0.186989114,0.95603602,10.44,,,,,,,,,,,,,
132900.0333,503040,0.186989114,0.95603602,10.41,,,,,,,,,,,,,
133200.0333,503280,0.186989114,0.95603602,10.42,,,,,,,,,,,,,
133500.0333,503580,0.186989114,0.95603602,10.43,,,,,,,,,,,,,
133800.0333,503940,0.186989114,0.95603602,10.43,,,,,,,,,,,,,
134100.0333,504180,0.186989114,0.95603602,10.41,,,,,,,,,,,,,
134400.0333,504420,0.186989114,0.95603602,10.45,,,,,,,,,,,,,
134700.0333,504840,0.186989114,0.95603602,10.42,,,,,,,,,,,,,
135000.0333,505080,0.186989114,0.95603602,10.43,,,,,,,,,,,,,
135300.0333,505440,0.186989114,0.95603602,10.39,,,,,,,,,,,,,
135600.0333,505680,0.186989114,0.95603602,10.43,,,,,,,,,,,,,
135900.0333,505980,0.186989114,0.95603602,10.44,,,,,,,,,,,,,
136200.0333,506340,0.186989114,0.95603602,10.43,,,,,,,,,,,,,
136500.0333,506580,0.186989114,0.95603602,10.4,,,,,,,,,,,,,
136800.0333,506820,0.186989114,0.95603602,10.44,,,,,,,,,,,,,
137100.0333,507240,0.186989114,0.95603602,10.44,,,,,,,,,,,,,
137400.0333,507480,0.186989114,0.95603602,10.43,,,,,,,,,,,,,
137700.0333,507840,0.186989114,0.95603602,10.41,,,,,,,,,,,,,
138000.0333,508080,0.186989114,0.95603602,10.44,,,,,,,,,,,,,
138300.0333,508380,0.186989114,0.95603602,10.42,,,,,,,,,,,,,
138600.0333,508740,0.186989114,0.95603602,10.43,,,,,,,,,,,,,
138900.0333,508980,0.186989114,0.95603602,10.43,,,,,,,,,,,,,
139200.0333,509340,0.186989114,0.95603602,10.45,,,,,,,,,,,,,
139500.0333,509640,0.186989114,0.95603602,10.42,,,,,,,,,,,,,
139800.0333,509880,0.186989114,0.95603602,10.43,,,,,,,,,,,,,
140100.0333,510240,0.186986434,0.95603602,10.45,,,,,,,,,,,,,
140400.0333,510480,0.186966491,0.95603602,10.41,,,,,,,,,,,,,
140700.0333,510780,0.186957486,0.95603602,10.44,,,,,,,,,,,,,
141000.0333,511140,0.186957486,0.95603602,10.42,,,,,,,,,,,,,
141300.0333,511380,0.186957486,0.95603602,10.42,,,,,,,,,,,,,
141600.0333,511740,0.186930043,0.95603602,10.44,,,,,,,,,,,,,
141900.0333,512040,0.186925867,0.95603602,10.42,,,,,,,,,,,,,
142200.0333,512280,0.186925867,0.95603602,10.43,,,,,,,,,,,,,
142500.0333,512640,0.186923503,0.95603602,10.47,,,,,,,,,,,,,
142800.0333,512880,0.186903564,0.95603602,10.42,,,,,,,,,,,,,
143100.0333,513180,0.18688363,0.95603602,10.43,,,,,,,,,,,,,
143400.0333,513540,0.186862636,0.95603602,10.46,,,,,,,,,,,,,
143700.0333,513780,0.186862636,0.95603602,10.45,,,,,,,,,,,,,
144000.0333,514140,0.18680841,0.95603602,10.42,,,,,,,,,,,,,
144300.0333,514440,0.186799429,0.95603602,10.43,,,,,,,,,,,,,
144600.0333,514680,0.186795671,0.95603602,10.43,,,,,,,,,,,,,
144900.0333,515040,0.18676579,0.95603602,10.44,,,,,,,,,,,,,
145200.0333,515280,0.186745869,0.95603602,10.44,,,,,,,,,,,,,
145500.0333,515580,0.186725952,0.95603602,10.44,,,,,,,,,,,,,
145800.0333,515940,0.186704658,0.95603602,10.43,,,,,,,,,,,,,
146100.0333,516180,0.186704658,0.95603602,10.43,,,,,,,,,,,,,
146400.0333,516540,0.186704658,0.95603602,10.41,,,,,,,,,,,,,
146700.0333,516840,0.186704658,0.95603602,10.45,,,,,,,,,,,,,
147000.0333,517080,0.186704658,0.95603602,10.45,,,,,,,,,,,,,
147300.0333,517440,0.186702928,0.95603602,10.44,,,,,,,,,,,,,
147600.0333,517680,0.186683014,0.95603602,10.45,,,,,,,,,,,,,
147900.0333,517980,0.186673074,0.95603602,10.42,,,,,,,,,,,,,
148200.0333,518340,0.186673074,0.95603602,10.44,,,,,,,,,,,,,
148500.0333,518580,0.186673074,0.95603602,10.44,,,,,,,,,,,,,
148800.0333,518940,0.186673074,0.95603602,10.42,,,,,,,,,,,,,
149100.0333,519240,0.186658283,0.95603602,10.46,,,,,,,,,,,,,
149400.0333,519480,0.1866415,0.95603602,10.43,,,,,,,,,,,,,
149700.0333,519840,0.186640087,0.95603602,10.44,,,,,,,,,,,,,
150000.0333,520080,0.186620179,0.95603602,10.43,,,,,,,,,,,,,
150300.0333,520380,0.186600274,0.95603602,10.42,,,,,,,,,,,,,
150600.0333,520740,0.186578362,0.95603602,10.43,,,,,,,,,,,,,
150900.0333,520980,0.186578362,0.95603602,10.44,,,,,,,,,,,,,
151200.0333,521340,0.18655223,0.95603602,10.43,,,,,,,,,,,,,
151500.0333,521640,0.18653233,0.95603602,10.45,,,,,,,,,,,,,
151800.0333,521880,0.186515239,0.95603602,10.46,,,,,,,,,,,,,
152100.0333,522240,0.186514142,0.95603602,10.44,,,,,,,,,,,,,
152400.0333,522480,0.186494246,0.95603602,10.44,,,,,,,,,,,,,
152700.0333,522780,0.186474353,0.95603602,10.45,,,,,,,,,,,,,
153000.0333,523140,0.186452139,0.95603602,10.43,,,,,,,,,,,,,
153300.0333,523380,0.186452139,0.95603602,10.44,,,,,,,,,,,,,
153600.0333,523740,0.186426341,0.95603602,10.45,,,,,,,,,,,,,
153900.0333,524040,0.186420598,0.95603602,10.45,,,,,,,,,,,,,
154200.0333,524280,0.186418107,0.95603602,10.46,,,,,,,,,,,,,
154500.0333,524640,0.186388278,0.95603602,10.47,,,,,,,,,,,,,
154800.0333,524880,0.186368396,0.95603602,10.46,,,,,,,,,,,,,
155100.0333,525120,0.186357527,0.95603602,10.45,,,,,,,,,,,,,
155400.0333,525540,0.186350224,0.95603602,10.44,,,,,,,,,,,,,
155700.0333,525780,0.186330343,0.95603602,10.48,,,,,,,,,,,,,
156000.0333,526140,0.186300529,0.95603602,10.57,,,,,,,,,,,,,
156300.0333,526440,0.186280654,0.95603602,10.46,,,,,,,,,,,,,
156600.0333,526680,0.186262953,0.95603602,10.43,,,,,,,,,,,,,
156900.0333,527040,0.186262489,0.95603602,10.47,,,,,,,,,,,,,
157200.0333,527280,0.186242616,0.95603602,10.44,,,,,,,,,,,,,
157500.0333,527520,0.186231437,0.95603602,10.45,,,,,,,,,,,,,
157800.0333,527940,0.186231437,0.95603602,10.47,,,,,,,,,,,,,
158100.0333,528180,0.186231437,0.95603602,10.46,,,,,,,,,,,,,
158400.0333,528540,0.186231437,0.95603602,10.45,,,,,,,,,,,,,
158700.0333,528840,0.186217937,0.95603602,10.45,,,,,,,,,,,,,
159000.0333,529080,0.186198071,0.95603602,10.44,,,,,,,,,,,,,
159300.0333,529440,0.186168418,0.95603602,10.46,,,,,,,,,,,,,
159600.0333,529680,0.186168418,0.95603602,10.45,,,,,,,,,,,,,
159900.0333,529920,0.186160046,0.95603602,10.44,,,,,,,,,,,,,
160200.0333,530340,0.186130258,0.95603602,10.45,,,,,,,,,,,,,
160500.0333,530580,0.186110398,0.95603602,10.46,,,,,,,,,,,,,
160800.0333,530940,0.186105425,0.95603602,10.46,,,,,,,,,,,,,
161100.0333,531180,0.186092249,0.95603602,10.46,,,,,,,,,,,,,
161400.0333,531480,0.186072394,0.95603602,10.43,,,,,,,,,,,,,
161700.0333,531840,0.186042612,0.95603602,10.47,,,,,,,,,,,,,
162000.0333,532080,0.186042447,0.95603602,10.45,,,,,,,,,,,,,
162300.0333,532320,0.186042447,0.95603602,10.47,,,,,,,,,,,,,
162600.0333,532740,0.186042447,0.95603602,10.46,,,,,,,,,,,,,
162900.0333,532980,0.186042447,0.95603602,10.47,,,,,,,,,,,,,
163200.0333,533340,0.186042447,0.95603602,10.45,,,,,,,,,,,,,
163500.0333,533580,0.186042447,0.95603602,10.44,,,,,,,,,,,,,
163800.0333,533880,0.186041221,0.95603602,10.47,,,,,,,,,,,,,
164100.0333,534240,0.186011443,0.95603602,10.46,,,,,,,,,,,,,
164400.0333,534480,0.186010963,0.95603602,10.47,,,,,,,,,,,,,
164700.0333,534840,0.185993303,0.95603602,10.48,,,,,,,,,,,,,
165000.0333,535140,0.185979487,0.95603602,10.48,,,,,,,,,,,,,
165300.0333,535380,0.185979487,0.95603602,10.43,,,,,,,,,,,,,
165600.0333,535740,0.185979487,0.95603602,10.45,,,,,,,,,,,,,
165900.0333,535980,0.185979487,0.95603602,10.49,,,,,,,,,,,,,
166200.0333,536280,0.185980399,0.95603602,10.48,,,,,,,,,,,,,
166500.0333,536640,0.186010168,0.95603602,10.45,,,,,,,,,,,,,
166800.0333,536880,0.186010963,0.95603602,10.47,,,,,,,,,,,,,
167100.0333,537240,0.186028312,0.95603602,10.47,,,,,,,,,,,,,
167400.0333,537540,0.186042447,0.95603602,10.47,,,,,,,,,,,,,
167700.0333,537780,0.186042447,0.95603602,10.47,,,,,,,,,,,,,
168000.0333,538140,0.186042447,0.95603602,10.47,,,,,,,,,,,,,
168300.0333,538380,0.186054678,0.95603602,10.45,,,,,,,,,,,,,
168600.0333,538680,0.186074532,0.95603602,10.47,,,,,,,,,,,,,
168900.0333,539040,0.186104315,0.95603602,10.46,,,,,,,,,,,,,
169200.0333,539280,0.186105425,0.95603602,10.46,,,,,,,,,,,,,
169500.0333,539640,0.186122467,0.95603602,10.45,,,,,,,,,,,,,
169800.0333,539940,0.186142327,0.95603602,10.46,,,,,,,,,,,,,
170100.0333,540180,0.186162185,0.95603602,10.45,,,,,,,,,,,,,
170400.0333,540540,0.186168418,0.95603602,10.46,,,,,,,,,,,,,
170700.0333,540780,0.186180342,0.95603602,10.47,,,,,,,,,,,,,
171000.0333,541080,0.186199929,0.95603602,10.47,,,,,,,,,,,,,
171300.0333,541440,0.186199929,0.95603602,10.46,,,,,,,,,,,,,
171600.0333,541680,0.186199929,0.95603602,10.44,,,,,,,,,,,,,
171900.0333,542040,0.186216661,0.95603602,10.46,,,,,,,,,,,,,
172200.0333,542340,0.186231437,0.95603602,10.45,,,,,,,,,,,,,
172500.0333,542580,0.186231437,0.95603602,10.48,,,,,,,,,,,,,
172800.0333,542940,0.186231437,0.95603602,10.45,,,,,,,,,,,,,
173100.0333,543180,0.186231437,0.95603602,10.48,,,,,,,,,,,,,
173400.0333,543480,0.186231437,0.95603602,10.46,,,,,,,,,,,,,
173700.0333,543840,0.186261212,0.95603602,10.46,,,,,,,,,,,,,
174000.0333,544080,0.186262953,0.95603602,10.45,,,,,,,,,,,,,
174300.0333,544440,0.18624653,0.95603602,10.48,,,,,,,,,,,,,
174600.0333,544740,0.18622666,0.95603602,10.45,,,,,,,,,,,,,
174900.0333,544980,0.186206793,0.95603602,10.46,,,,,,,,,,,,,
175200.0333,545340,0.186154065,0.95603602,10.44,,,,,,,,,,,,,
175500.0333,545580,0.186136923,0.95603602,10.46,,,,,,,,,,,,,
175800.0333,545880,0.186136923,0.95603602,10.46,,,,,,,,,,,,,
176100.0333,546240,0.186107481,0.95603602,10.46,,,,,,,,,,,,,
176400.0333,546480,0.186087625,0.95603602,10.47,,,,,,,,,,,,,
176700.0333,546840,0.186073936,0.95603602,10.47,,,,,,,,,,,,,
177000.0333,547140,0.186073936,0.95603602,10.46,,,,,,,,,,,,,
177300.0333,547380,0.186073936,0.95603602,10.47,,,,,,,,,,,,,
177600.0333,547740,0.186073936,0.95603602,10.46,,,,,,,,,,,,,
177900.0333,547980,0.186073936,0.95603602,10.47,,,,,,,,,,,,,
178200.0333,548280,0.186073936,0.95603602,10.49,,,,,,,,,,,,,
178500.0333,548640,0.186073936,0.95603602,10.46,,,,,,,,,,,,,
178800.0333,548880,0.186073936,0.95603602,10.45,,,,,,,,,,,,,
179100.0333,549240,0.186073936,0.95603602,10.46,,,,,,,,,,,,,
179400.0333,549540,0.186073936,0.95603602,10.46,,,,,,,,,,,,,
179700.0333,549780,0.186073936,0.95603602,10.46,,,,,,,,,,,,,
180000.0333,550140,0.186073936,0.95603602,10.48,,,,,,,,,,,,,
180300.0333,550380,0.186073936,0.95603602,10.58,,,,,,,,,,,,,
180600.0333,550620,0.186073936,0.95603602,10.48,,,,,,,,,,,,,
180900.0333,551040,0.186073936,0.95603602,10.47,,,,,,,,,,,,,
181200.0333,551280,0.186056766,0.95603602,10.47,,,,,,,,,,,,,
181500.0333,551640,0.186042447,0.95603602,10.47,,,,,,,,,,,,,
181800.0333,551940,0.186042447,0.95603602,10.47,,,,,,,,,,,,,
182100.0333,552180,0.186042447,0.95603602,10.45,,,,,,,,,,,,,
182400.0333,552540,0.186020474,0.95603602,10.46,,,,,,,,,,,,,
182700.0333,552780,0.186010963,0.95603602,10.47,,,,,,,,,,,,,
183000.0333,553020,0.186010963,0.95603602,10.47,,,,,,,,,,,,,
183300.0333,553440,0.186010963,0.95603602,10.47,,,,,,,,,,,,,
183600.0333,553680,0.185994114,0.95603602,10.47,,,,,,,,,,,,,
183900.0333,554040,0.185979487,0.95603602,10.46,,,,,,,,,,,,,
184200.0333,554340,0.185975975,0.95603602,10.46,,,,,,,,,,,,,
184500.0333,554580,0.185956129,0.95603602,10.48,,,,,,,,,,,,,
184800.0333,554940,0.185948012,0.95603602,10.47,,,,,,,,,,,,,
185100.0333,555180,0.185948012,0.95603602,10.47,,,,,,,,,,,,,
185400.0333,555420,0.185948012,0.95603602,10.47,,,,,,,,,,,,,
185700.0333,555840,0.185948012,0.95603602,10.46,,,,,,,,,,,,,
186000.0333,556080,0.185948012,0.95603602,10.48,,,,,,,,,,,,,
186300.0333,556440,0.185948012,0.95603602,10.46,,,,,,,,,,,,,
186600.0333,556680,0.185948012,0.95603602,10.49,,,,,,,,,,,,,
186900.0333,556980,0.185948012,0.95603602,10.46,,,,,,,,,,,,,
187200.0333,557340,0.185948012,0.95603602,10.49,,,,,,,,,,,,,
187500.0333,557580,0.185948012,0.95603602,10.47,,,,,,,,,,,,,
187800.0333,557820,0.185948012,0.95603602,10.47,,,,,,,,,,,,,
188100.0333,558240,0.185948012,0.95603602,10.48,,,,,,,,,,,,,
188400.0333,558480,0.185948012,0.95603602,10.46,,,,,,,,,,,,,
188700.0333,558840,0.185948012,0.95603602,10.46,,,,,,,,,,,,,
189000.0333,559080,0.185948012,0.95603602,10.46,,,,,,,,,,,,,
189300.0333,559380,0.185948012,0.95603602,10.45,,,,,,,,,,,,,
189600.0333,559740,0.185948012,0.95603602,10.47,,,,,,,,,,,,,
189900.0333,559980,0.185957405,0.95603602,10.46,,,,,,,,,,,,,
190200.0333,560220,0.185977251,0.95603602,10.48,,,,,,,,,,,,,
190500.0333,560640,0.185979487,0.95603602,10.46,,,,,,,,,,,,,
190800.0333,560880,0.185979487,0.95603602,10.46,,,,,,,,,,,,,
191100.0333,561240,0.185979487,0.95603602,10.47,,,,,,,,,,,,,
191400.0333,561480,0.185979487,0.95603602,10.46,,,,,,,,,,,,,
191700.0333,561780,0.185979487,0.95603602,10.45,,,,,,,,,,,,,
192000.0333,562140,0.185979487,0.95603602,10.49,,,,,,,,,,,,,
192300.0333,562380,0.185979487,0.95603602,10.48,,,,,,,,,,,,,
192600.0333,562740,0.185979487,0.95603602,10.47,,,,,,,,,,,,,
192900.0333,563040,0.185979487,0.95603602,10.48,,,,,,,,,,,,,
193200.0333,563280,0.185979487,0.95603602,10.47,,,,,,,,,,,,,
193500.0333,563640,0.185979487,0.95603602,10.47,,,,,,,,,,,,,
193800.0333,563880,0.185979487,0.95603602,10.44,,,,,,,,,,,,,
194100.0333,564180,0.185979487,0.95603602,10.46,,,,,,,,,,,,,
194400.0333,564540,0.185979487,0.95603602,10.47,,,,,,,,,,,,,
194700.0333,564780,0.185979487,0.95603602,10.48,,,,,,,,,,,,,
195000.0333,565140,0.185979487,0.95603602,10.46,,,,,,,,,,,,,
195300.0333,565440,0.185979487,0.95603602,10.46,,,,,,,,,,,,,
195600.0333,565680,0.185979487,0.95603602,10.47,,,,,,,,,,,,,
195900.0333,566040,0.185979487,0.95603602,10.46,,,,,,,,,,,,,
196200.0333,566280,0.185979487,0.95603602,10.47,,,,,,,,,,,,,
196500.0333,566580,0.185979487,0.95603602,10.44,,,,,,,,,,,,,
196800.0333,566940,0.185979487,0.95603602,10.45,,,,,,,,,,,,,
197100.0333,567180,0.185979487,0.95603602,10.48,,,,,,,,,,,,,
197400.0333,567540,0.185979487,0.95603602,10.47,,,,,,,,,,,,,
197700.0333,567840,0.185979487,0.95603602,10.44,,,,,,,,,,,,,
198000.0333,568080,0.185979487,0.95603602,10.45,,,,,,,,,,,,,
198300.0333,568440,0.185979487,0.95603602,10.47,,,,,,,,,,,,,
198600.0333,568680,0.185979487,0.95603602,10.44,,,,,,,,,,,,,
198900.0333,568980,0.185979487,0.95603602,10.46,,,,,,,,,,,,,
199200.0333,569340,0.185979487,0.95603602,10.46,,,,,,,,,,,,,
199500.0333,569580,0.185979487,0.95603602,10.46,,,,,,,,,,,,,
199800.0333,569940,0.185973059,0.95603602,10.48,,,,,,,,,,,,,
200100.0333,570240,0.185953214,0.95603602,10.45,,,,,,,,,,,,,
200400.0333,570480,0.185948012,0.95603602,10.47,,,,,,,,,,,,,
200700.0333,570840,0.185948012,0.95603602,10.47,,,,,,,,,,,,,
201000.0333,571080,0.185948012,0.95603602,10.47,,,,,,,,,,,,,
201300.0333,571380,0.185948012,0.95603602,10.47,,,,,,,,,,,,,
201600.0333,571740,0.185928568,0.95603602,10.47,,,,,,,,,,,,,
201900.0333,571980,0.185916546,0.95603602,10.47,,,,,,,,,,,,,
202200.0333,572340,0.185916546,0.95603602,10.47,,,,,,,,,,,,,
202500.0333,572640,0.185916546,0.95603602,10.47,,,,,,,,,,,,,
202800.0333,572880,0.185916546,0.95603602,10.46,,,,,,,,,,,,,
203100.0333,573240,0.185916546,0.95603602,10.47,,,,,,,,,,,,,
203400.0333,573480,0.185915551,0.95603602,10.47,,,,,,,,,,,,,
203700.0333,573780,0.185895711,0.95603602,10.48,,,,,,,,,,,,,
204000.0333,574140,0.18588508,0.95603602,10.48,,,,,,,,,,,,,
204300.0333,574380,0.18588508,0.95603602,10.47,,,,,,,,,,,,,
204600.0333,574740,0.18588508,0.95603602,10.46,,,,,,,,,,,,,
204900.0333,575040,0.18588508,0.95603602,10.48,,,,,,,,,,,,,
205200.0333,575280,0.18588508,0.95603602,10.45,,,,,,,,,,,,,
205500.0333,575640,0.18588508,0.95603602,10.48,,,,,,,,,,,,,
205800.0333,575880,0.18588508,0.95603602,10.48,,,,,,,,,,,,,
206100.0333,576180,0.18588508,0.95603602,10.46,,,,,,,,,,,,,
206400.0333,576540,0.18588508,0.95603602,10.47,,,,,,,,,,,,,
206700.0333,576780,0.185877893,0.95603602,10.5,,,,,,,,,,,,,
207000.0333,577140,0.185853622,0.95603602,10.47,,,,,,,,,,,,,
207300.0333,577440,0.185853622,0.95603602,10.48,,,,,,,,,,,,,
207600.0333,577680,0.185853622,0.95603602,10.48,,,,,,,,,,,,,
207900.0333,578040,0.185853622,0.95603602,10.49,,,,,,,,,,,,,
208200.0333,578280,0.185853622,0.95603602,10.47,,,,,,,,,,,,,
208500.0333,578520,0.185853622,0.95603602,10.48,,,,,,,,,,,,,
208800.0333,578940,0.185853622,0.95603602,10.47,,,,,,,,,,,,,
209100.0333,579180,0.185833008,0.95603602,10.47,,,,,,,,,,,,,
209400.0333,579540,0.185754101,0.95603602,10.46,,,,,,,,,,,,,
209700.0333,579840,0.18573428,0.95603602,10.5,,,,,,,,,,,,,
210000.0333,580080,0.185513999,0.95603602,10.49,,,,,,,,,,,,,
210300.0333,580440,0.185202062,0.95603602,10.48,,,,,,,,,,,,,
210600.0333,580680,0.185162359,0.95603602,10.47,,,,,,,,,,,,,
210900.0333,580920,0.185063502,0.95603602,10.49,,,,,,,,,,,,,
211200.0333,581340,0.184860979,0.95603602,10.48,,,,,,,,,,,,,
211500.0333,581580,0.184755227,0.95603602,10.51,,,,,,,,,,,,,
211800.0333,581940,0.184755227,0.95603602,10.49,,,,,,,,,,,,,
212100.0333,582180,0.184755227,0.95603602,10.5,,,,,,,,,,,,,
212400.0333,582480,0.184755227,0.95603602,10.47,,,,,,,,,,,,,
212700.0333,582840,0.184777839,0.95603602,10.47,,,,,,,,,,,,,
213000.0333,583080,0.184817333,0.95603602,10.5,,,,,,,,,,,,,
213300.0333,583320,0.184837343,0.95603602,10.49,,,,,,,,,,,,,
213600.0333,583740,0.184866966,0.95603602,10.47,,,,,,,,,,,,,
213900.0333,583980,0.184892934,0.95603602,10.49,,,,,,,,,,,,,
214200.0333,584340,0.184947684,0.95603602,10.49,,,,,,,,,,,,,
214500.0333,584580,0.184967439,0.95603602,10.51,,,,,,,,,,,,,
214800.0333,584880,0.185063419,0.95603602,10.52,,,,,,,,,,,,,
215100.0333,585240,0.185238023,0.95603602,10.49,,,,,,,,,,,,,
215400.0333,585480,0.185317162,0.95603602,10.46,,,,,,,,,,,,,
215700.0333,585720,0.185607813,0.95603602,10.49,,,,,,,,,,,,,
